accepted delta gamma error Lprev Lstar alpha time
1 1.000000e-01 1.000000e+04 -4.949409e-03 -49.494090 -49.494090 1.000000 1.012647e+00
1 9.523810e-02 1.000000e+04 -4.989307e-03 -49.494090 -49.893074 0.671001 1.013746e+00
2 9.090909e-02 1.000000e+04 -4.900828e-03 -49.008284 -49.008284 1.000000 1.010624e+00
3 8.695652e-02 1.000000e+04 -4.889918e-03 -48.899177 -48.899177 1.000000 1.011177e+00
3 8.333333e-02 1.000000e+04 -4.933604e-03 -48.899177 -49.336045 0.646057 1.012351e+00
3 8.000000e-02 1.000000e+04 -4.945659e-03 -48.899177 -49.456588 0.572690 1.011366e+00
4 7.692308e-02 1.000000e+04 -4.848044e-03 -48.480444 -48.480444 1.000000 1.012160e+00
5 7.407407e-02 1.000000e+04 -4.880672e-03 -48.806721 -48.806721 0.721605 1.011041e+00
6 7.142857e-02 1.000000e+04 -4.907204e-03 -49.072043 -49.072043 0.766960 1.011551e+00
7 6.896552e-02 1.000000e+04 -4.870976e-03 -48.709756 -48.709756 1.000000 1.011970e+00
8 6.666667e-02 1.000000e+04 -4.883713e-03 -48.837125 -48.837125 0.880408 1.012021e+00
9 6.451613e-02 1.000000e+04 -4.871741e-03 -48.717407 -48.717407 1.000000 1.011967e+00
10 6.250000e-02 1.000000e+04 -4.900703e-03 -49.007029 -49.007029 0.748547 1.011464e+00
11 6.060606e-02 1.000000e+04 -4.886590e-03 -48.865899 -48.865899 1.000000 1.011541e+00
11 5.882353e-02 1.000000e+04 -4.905827e-03 -48.865899 -49.058273 0.824998 1.012456e+00
12 5.714286e-02 1.000000e+04 -4.895028e-03 -48.950282 -48.950282 0.919079 1.012544e+00
13 5.555556e-02 1.000000e+04 -4.908279e-03 -49.082795 -49.082795 0.875891 1.011684e+00
14 5.405405e-02 1.000000e+04 -4.912547e-03 -49.125474 -49.125474 0.958219 1.011363e+00
15 5.263158e-02 1.000000e+04 -4.900892e-03 -49.008919 -49.008919 1.000000 1.011747e+00
16 5.128205e-02 1.000000e+04 -4.959759e-03 -49.597593 -49.597593 0.555063 1.011906e+00
17 5.000000e-02 1.000000e+04 -4.912858e-03 -49.128581 -49.128581 1.000000 1.013274e+00
18 4.878049e-02 1.000000e+04 -4.893614e-03 -48.936138 -48.936138 1.000000 1.012002e+00
19 4.761905e-02 1.000000e+04 -4.877660e-03 -48.776601 -48.776601 1.000000 1.010838e+00
20 4.651163e-02 1.000000e+04 -4.868572e-03 -48.685716 -48.685716 1.000000 1.012342e+00
21 4.545455e-02 1.100000e+04 -4.857009e-03 -53.427095 -53.427095 1.000000 1.012322e+00
22 4.444444e-02 1.100000e+04 -4.905437e-03 -53.959809 -53.959809 0.587010 1.011920e+00
23 4.347826e-02 1.100000e+04 -4.888428e-03 -53.772703 -53.772703 1.000000 1.012217e+00
24 4.255319e-02 1.100000e+04 -4.894452e-03 -53.838972 -53.838972 0.935879 1.010921e+00
25 4.166667e-02 1.100000e+04 -4.861349e-03 -53.474838 -53.474838 1.000000 1.012005e+00
26 4.081633e-02 1.100000e+04 -4.861814e-03 -53.479954 -53.479954 0.994897 1.011713e+00
27 4.000000e-02 1.100000e+04 -4.852420e-03 -53.376623 -53.376623 1.000000 1.011423e+00
28 3.921569e-02 1.100000e+04 -4.867891e-03 -53.546801 -53.546801 0.843515 1.011182e+00
29 3.846154e-02 1.100000e+04 -4.863881e-03 -53.502689 -53.502689 1.000000 1.012412e+00
30 3.773585e-02 1.100000e+04 -4.877177e-03 -53.648952 -53.648952 0.863931 1.011492e+00
31 3.703704e-02 1.100000e+04 -4.867458e-03 -53.542043 -53.542043 1.000000 1.011283e+00
32 3.636364e-02 1.100000e+04 -4.869192e-03 -53.561107 -53.561107 0.981116 1.011619e+00
33 3.571429e-02 1.100000e+04 -4.901009e-03 -53.911104 -53.911104 0.704690 1.010850e+00
34 3.508772e-02 1.100000e+04 -4.897983e-03 -53.877815 -53.877815 1.000000 1.012032e+00
35 3.448276e-02 1.100000e+04 -4.939090e-03 -54.329990 -54.329990 0.636243 1.011272e+00
36 3.389831e-02 1.100000e+04 -4.876571e-03 -53.642284 -53.642284 1.000000 1.012029e+00
37 3.333333e-02 1.100000e+04 -4.891740e-03 -53.809145 -53.809145 0.846318 1.011551e+00
38 3.278689e-02 1.100000e+04 -4.899210e-03 -53.891310 -53.891310 0.921119 1.011331e+00
39 3.225806e-02 1.100000e+04 -4.887244e-03 -53.759683 -53.759683 1.000000 1.011864e+00
40 3.174603e-02 1.100000e+04 -4.875935e-03 -53.635287 -53.635287 1.000000 1.011901e+00
41 3.125000e-02 1.210000e+04 -4.910147e-03 -59.412774 -59.412774 0.661029 1.012208e+00
42 3.076923e-02 1.210000e+04 -4.925567e-03 -59.599359 -59.599359 0.829788 1.011176e+00
43 3.030303e-02 1.210000e+04 -4.898645e-03 -59.273609 -59.273609 1.000000 1.012342e+00
44 2.985075e-02 1.210000e+04 -4.890227e-03 -59.171745 -59.171745 1.000000 1.010238e+00
45 2.941176e-02 1.210000e+04 -4.887298e-03 -59.136311 -59.136311 1.000000 1.011255e+00
45 2.898551e-02 1.210000e+04 -4.930914e-03 -59.136311 -59.664058 0.589933 1.011687e+00
46 2.857143e-02 1.210000e+04 -4.897238e-03 -59.256582 -59.256582 0.886680 1.011510e+00
47 2.816901e-02 1.210000e+04 -4.897060e-03 -59.254427 -59.254427 1.000000 1.011246e+00
48 2.777778e-02 1.210000e+04 -4.883370e-03 -59.088778 -59.088778 1.000000 1.010388e+00
49 2.739726e-02 1.210000e+04 -4.875640e-03 -58.995245 -58.995245 1.000000 1.011488e+00
50 2.702703e-02 1.210000e+04 -4.896348e-03 -59.245816 -59.245816 0.778356 1.010803e+00
51 2.666667e-02 1.210000e+04 -4.900278e-03 -59.293366 -59.293366 0.953563 1.010952e+00
52 2.631579e-02 1.210000e+04 -4.919744e-03 -59.528905 -59.528905 0.790145 1.011049e+00
53 2.597403e-02 1.210000e+04 -4.930987e-03 -59.664945 -59.664945 0.872807 1.011966e+00
54 2.564103e-02 1.210000e+04 -4.961056e-03 -60.028777 -60.028777 0.695008 1.011520e+00
55 2.531646e-02 1.210000e+04 -4.969398e-03 -60.129716 -60.129716 0.903988 1.011083e+00
56 2.500000e-02 1.210000e+04 -4.970770e-03 -60.146312 -60.146312 0.983541 1.009941e+00
57 2.469136e-02 1.210000e+04 -4.977638e-03 -60.229423 -60.229423 0.920249 1.010661e+00
58 2.439024e-02 1.210000e+04 -4.991667e-03 -60.399168 -60.399168 0.843879 1.010796e+00
59 2.409639e-02 1.210000e+04 -5.006996e-03 -60.584656 -60.584656 0.830699 1.011308e+00
60 2.380952e-02 1.210000e+04 -5.030443e-03 -60.868366 -60.868366 0.752985 1.010694e+00
61 2.352941e-02 1.331000e+04 -5.011679e-03 -66.705442 -66.705442 1.000000 1.011768e+00
62 2.325581e-02 1.331000e+04 -5.009766e-03 -66.679990 -66.679990 1.000000 1.011307e+00
63 2.298851e-02 1.331000e+04 -5.009767e-03 -66.680000 -66.680000 0.999990 1.011258e+00
64 2.272727e-02 1.331000e+04 -5.005894e-03 -66.628447 -66.628447 1.000000 1.011055e+00
65 2.247191e-02 1.331000e+04 -4.996125e-03 -66.498421 -66.498421 1.000000 1.010808e+00
66 2.222222e-02 1.331000e+04 -5.009082e-03 -66.670876 -66.670876 0.841597 1.010883e+00
67 2.197802e-02 1.331000e+04 -4.988032e-03 -66.390702 -66.390702 1.000000 1.011065e+00
68 2.173913e-02 1.331000e+04 -4.999647e-03 -66.545308 -66.545308 0.856753 1.011072e+00
69 2.150538e-02 1.331000e+04 -4.997322e-03 -66.514350 -66.514350 1.000000 1.010998e+00
70 2.127660e-02 1.331000e+04 -4.986406e-03 -66.369062 -66.369062 1.000000 1.011251e+00
71 2.105263e-02 1.331000e+04 -4.947844e-03 -65.855809 -65.855809 1.000000 1.010721e+00
72 2.083333e-02 1.331000e+04 -4.946973e-03 -65.844216 -65.844216 1.000000 1.010774e+00
73 2.061856e-02 1.331000e+04 -4.925133e-03 -65.553526 -65.553526 1.000000 1.011451e+00
74 2.040816e-02 1.331000e+04 -4.926760e-03 -65.575176 -65.575176 0.978583 1.012712e+00
74 2.020202e-02 1.331000e+04 -4.943495e-03 -65.575176 -65.797924 0.800317 1.010662e+00
75 2.000000e-02 1.331000e+04 -4.907980e-03 -65.325211 -65.325211 1.000000 1.012319e+00
76 1.980198e-02 1.331000e+04 -4.918539e-03 -65.465750 -65.465750 0.868890 1.011985e+00
77 1.960784e-02 1.331000e+04 -4.905440e-03 -65.291409 -65.291409 1.000000 1.012025e+00
77 1.941748e-02 1.331000e+04 -4.914092e-03 -65.291409 -65.406560 0.891231 1.011851e+00
78 1.923077e-02 1.331000e+04 -4.919101e-03 -65.473234 -65.473234 0.833747 1.011008e+00
79 1.904762e-02 1.331000e+04 -4.931627e-03 -65.639959 -65.639959 0.846432 1.012351e+00
80 1.886792e-02 1.331000e+04 -4.936627e-03 -65.706511 -65.706511 0.935614 1.011419e+00
81 1.869159e-02 1.464100e+04 -4.904508e-03 -71.806897 -71.806897 1.000000 1.011951e+00
82 1.851852e-02 1.464100e+04 -4.924982e-03 -72.106657 -72.106657 0.740996 1.011180e+00
83 1.834862e-02 1.464100e+04 -4.902832e-03 -71.782370 -71.782370 1.000000 1.010253e+00
83 1.818182e-02 1.464100e+04 -4.922524e-03 -71.782370 -72.070679 0.749530 1.011016e+00
83 1.801802e-02 1.464100e+04 -4.940405e-03 -71.782370 -72.332476 0.576889 1.010897e+00
84 1.785714e-02 1.464100e+04 -4.911214e-03 -71.905082 -71.905082 0.884519 1.011367e+00
85 1.769912e-02 1.464100e+04 -4.880437e-03 -71.454473 -71.454473 1.000000 1.010635e+00
86 1.754386e-02 1.464100e+04 -4.885135e-03 -71.523269 -71.523269 0.933517 1.010598e+00
87 1.739130e-02 1.464100e+04 -4.887730e-03 -71.561262 -71.561262 0.962720 1.010691e+00
87 1.724138e-02 1.464100e+04 -4.910162e-03 -71.561262 -71.889677 0.720064 1.010889e+00
88 1.709402e-02 1.464100e+04 -4.910904e-03 -71.900541 -71.900541 0.712283 1.010856e+00
89 1.694915e-02 1.464100e+04 -4.882645e-03 -71.486807 -71.486807 1.000000 1.011885e+00
90 1.680672e-02 1.464100e+04 -4.892063e-03 -71.624692 -71.624692 0.871199 1.010841e+00
91 1.666667e-02 1.464100e+04 -4.874722e-03 -71.370806 -71.370806 1.000000 1.011283e+00
92 1.652893e-02 1.464100e+04 -4.866814e-03 -71.255026 -71.255026 1.000000 1.011328e+00
92 1.639344e-02 1.464100e+04 -4.882360e-03 -71.255026 -71.482626 0.796443 1.010907e+00
93 1.626016e-02 1.464100e+04 -4.868373e-03 -71.277856 -71.277856 0.977429 1.013677e+00
94 1.612903e-02 1.464100e+04 -4.890034e-03 -71.594991 -71.594991 0.728232 1.014622e+00
95 1.600000e-02 1.464100e+04 -4.900195e-03 -71.743761 -71.743761 0.861767 1.011036e+00
96 1.587302e-02 1.464100e+04 -4.930150e-03 -72.182326 -72.182326 0.644962 1.010551e+00
97 1.574803e-02 1.464100e+04 -4.897891e-03 -71.710017 -71.710017 1.000000 1.010193e+00
98 1.562500e-02 1.464100e+04 -4.908412e-03 -71.864067 -71.864067 0.857229 1.009838e+00
99 1.550388e-02 1.464100e+04 -4.910511e-03 -71.894796 -71.894796 0.969738 1.010766e+00
100 1.538462e-02 1.464100e+04 -4.920814e-03 -72.045640 -72.045640 0.859982 1.012124e+00
101 1.526718e-02 1.610510e+04 -4.915523e-03 -79.164991 -79.164991 1.000000 1.010734e+00
102 1.515152e-02 1.610510e+04 -4.899940e-03 -78.914018 -78.914018 1.000000 1.010772e+00
103 1.503759e-02 1.610510e+04 -4.882420e-03 -78.631861 -78.631861 1.000000 1.010872e+00
103 1.492537e-02 1.610510e+04 -4.907633e-03 -78.631861 -79.037920 0.666271 1.010145e+00
103 1.481481e-02 1.610510e+04 -4.896111e-03 -78.631861 -78.852358 0.802120 1.011312e+00
104 1.470588e-02 1.610510e+04 -4.864597e-03 -78.344827 -78.344827 1.000000 1.009977e+00
105 1.459854e-02 1.610510e+04 -4.846626e-03 -78.055396 -78.055396 1.000000 1.010610e+00
106 1.449275e-02 1.610510e+04 -4.830246e-03 -77.791599 -77.791599 1.000000 1.010461e+00
107 1.438849e-02 1.610510e+04 -4.829272e-03 -77.775901 -77.775901 1.000000 1.010562e+00
