accepted delta gamma error Lprev Lstar alpha time
1 5.000000e-03 1.000000e+05 -1.153862e-03 -115.386213 -115.386213 1.000000 5.673685e-01
2 5.000000e-03 1.000000e+05 -1.121552e-03 -112.155177 -112.155177 1.000000 5.685132e-01
2 5.000000e-03 1.000000e+05 -1.178591e-03 -112.155177 -117.859103 0.003333 5.677994e-01
3 5.000000e-03 1.000000e+05 -1.126534e-03 -112.653370 -112.653370 0.607627 5.672667e-01
4 5.000000e-03 1.000000e+05 -1.122254e-03 -112.225376 -112.225376 1.000000 5.688235e-01
5 5.000000e-03 1.000000e+05 -1.132753e-03 -113.275299 -113.275299 0.349965 5.686579e-01
5 5.000000e-03 1.000000e+05 -1.157130e-03 -113.275299 -115.713035 0.087358 5.685923e-01
6 5.000000e-03 1.000000e+05 -1.131986e-03 -113.198558 -113.198558 1.000000 5.675569e-01
6 5.000000e-03 1.000000e+05 -1.329830e-03 -113.198558 -132.983016 0.000000 5.685214e-01
6 5.000000e-03 1.000000e+05 -1.254917e-03 -113.198558 -125.491749 0.000005 5.686787e-01
7 5.000000e-03 1.000000e+05 -1.118125e-03 -111.812487 -111.812487 1.000000 5.674710e-01
7 5.000000e-03 1.000000e+05 -1.305413e-03 -111.812487 -130.541294 0.000000 5.683545e-01
8 5.000000e-03 1.000000e+05 -1.085688e-03 -108.568824 -108.568824 1.000000 5.684560e-01
8 5.000000e-03 1.000000e+05 -1.103445e-03 -108.568824 -110.344538 0.169362 5.676048e-01
9 5.000000e-03 1.000000e+05 -1.068785e-03 -106.878472 -106.878472 1.000000 5.680789e-01
10 5.000000e-03 1.000000e+05 -1.050957e-03 -105.095696 -105.095696 1.000000 5.673311e-01
11 5.000000e-03 1.000000e+05 -1.059562e-03 -105.956236 -105.956236 0.422934 5.686290e-01
11 5.000000e-03 1.000000e+05 -1.091193e-03 -105.956236 -109.119290 0.042296 5.673800e-01
12 5.000000e-03 1.000000e+05 -1.046021e-03 -104.602100 -104.602100 1.000000 5.674025e-01
13 5.000000e-03 1.000000e+05 -1.042907e-03 -104.290705 -104.290705 1.000000 5.686956e-01
14 5.000000e-03 1.000000e+05 -1.024337e-03 -102.433681 -102.433681 1.000000 5.674271e-01
15 5.000000e-03 1.000000e+05 -1.031037e-03 -103.103691 -103.103691 0.511704 5.693371e-01
16 5.000000e-03 1.000000e+05 -1.007994e-03 -100.799419 -100.799419 1.000000 5.675338e-01
17 5.000000e-03 1.000000e+05 -1.008645e-03 -100.864517 -100.864517 0.936975 5.684074e-01
17 5.000000e-03 1.000000e+05 -1.037787e-03 -100.864517 -103.778741 0.054246 5.674476e-01
18 5.000000e-03 1.000000e+05 -9.828499e-04 -98.284994 -98.284994 1.000000 5.678598e-01
18 5.000000e-03 1.000000e+05 -1.021005e-03 -98.284994 -102.100524 0.022026 5.674113e-01
19 5.000000e-03 1.000000e+05 -9.940981e-04 -99.409810 -99.409810 0.324712 5.675640e-01
20 5.000000e-03 1.000000e+05 -9.790710e-04 -97.907105 -97.907105 1.000000 5.689039e-01
21 5.000000e-03 1.000000e+05 -9.697945e-04 -96.979447 -96.979447 1.000000 5.676173e-01
22 5.000000e-03 1.000000e+05 -9.753145e-04 -97.531455 -97.531455 0.575792 5.684282e-01
22 5.000000e-03 1.000000e+05 -1.004821e-03 -97.531455 -100.482091 0.052306 5.674137e-01
22 5.000000e-03 1.000000e+05 -9.905550e-04 -97.531455 -99.055501 0.217829 5.680276e-01
22 5.000000e-03 1.000000e+05 -1.004351e-03 -97.531455 -100.435065 0.054825 5.684369e-01
22 5.000000e-03 1.000000e+05 -1.000935e-03 -97.531455 -100.093487 0.077148 5.674631e-01
22 5.000000e-03 1.000000e+05 -9.982486e-04 -97.531455 -99.824863 0.100922 5.676888e-01
22 5.000000e-03 1.000000e+05 -9.999851e-04 -97.531455 -99.998514 0.084834 5.682379e-01
22 5.000000e-03 1.000000e+05 -9.977122e-04 -97.531455 -99.771223 0.106483 5.683607e-01
23 5.000000e-03 1.000000e+05 -9.194034e-04 -91.940336 -91.940336 1.000000 5.679698e-01
23 5.000000e-03 1.000000e+05 -9.443728e-04 -91.940336 -94.437284 0.082336 5.682399e-01
24 5.000000e-03 1.000000e+05 -9.196908e-04 -91.969082 -91.969082 0.971663 5.688208e-01
