accepted delta gamma Lprev Lstar alpha time
1 5.000000e-03 1.000000e+05 -303.449220 -303.449220 1.000000 5.722155e-01
2 5.000000e-03 1.000000e+05 -298.101998 -298.101998 1.000000 5.721735e-01
2 5.000000e-03 1.000000e+05 -298.101998 -303.266656 0.005715 5.724470e-01
2 5.000000e-03 1.000000e+05 -298.101998 -306.382040 0.000254 5.729218e-01
3 5.000000e-03 1.000000e+05 -291.297960 -291.297960 1.000000 5.723528e-01
4 5.000000e-03 1.000000e+05 -289.474538 -289.474538 1.000000 5.722956e-01
4 5.000000e-03 1.000000e+05 -289.474538 -296.107829 0.001316 5.721140e-01
5 5.000000e-03 1.000000e+05 -287.160069 -287.160069 1.000000 5.720124e-01
6 5.000000e-03 1.000000e+05 -286.358309 -286.358309 1.000000 5.732468e-01
6 5.000000e-03 1.000000e+05 -286.358309 -290.063074 0.024606 5.725166e-01
7 5.000000e-03 1.000000e+05 -277.932956 -277.932956 1.000000 5.721627e-01
8 5.000000e-03 1.000000e+05 -272.903973 -272.903973 1.000000 5.731007e-01
8 5.000000e-03 1.000000e+05 -272.903973 -274.263321 0.256828 5.723499e-01
8 5.000000e-03 1.000000e+05 -272.903973 -274.085787 0.306722 5.722955e-01
9 5.000000e-03 1.000000e+05 -274.618399 -274.618399 0.180067 5.719699e-01
10 5.000000e-03 1.000000e+05 -271.081363 -271.081363 1.000000 5.724191e-01
11 5.000000e-03 1.000000e+05 -258.529592 -258.529592 1.000000 5.722065e-01
12 5.000000e-03 1.000000e+05 -260.261020 -260.261020 0.177032 5.718353e-01
13 5.000000e-03 1.000000e+05 -257.203414 -257.203414 1.000000 5.718629e-01
14 5.000000e-03 1.000000e+05 -255.547367 -255.547367 1.000000 5.720509e-01
15 5.000000e-03 1.000000e+05 -248.348258 -248.348258 1.000000 5.721550e-01
15 5.000000e-03 1.000000e+05 -248.348258 -257.944490 0.000068 5.725175e-01
16 5.000000e-03 1.000000e+05 -245.411886 -245.411886 1.000000 5.722500e-01
17 5.000000e-03 1.000000e+05 -241.479452 -241.479452 1.000000 5.724455e-01
17 5.000000e-03 1.000000e+05 -241.479452 -255.066461 0.000001 5.722058e-01
18 5.000000e-03 1.000000e+05 -239.001136 -239.001136 1.000000 5.722492e-01
19 5.000000e-03 1.000000e+05 -237.236091 -237.236091 1.000000 5.718785e-01
20 5.000000e-03 1.000000e+05 -232.576678 -232.576678 1.000000 5.722115e-01
21 5.000000e-03 1.000000e+05 -226.531516 -226.531516 1.000000 5.729997e-01
22 5.000000e-03 1.000000e+05 -219.604693 -219.604693 1.000000 5.721475e-01
23 5.000000e-03 1.000000e+05 -219.235266 -219.235266 1.000000 5.721198e-01
23 5.000000e-03 1.000000e+05 -219.235266 -226.721513 0.000561 5.720774e-01
24 5.000000e-03 1.000000e+05 -216.703033 -216.703033 1.000000 5.721704e-01
25 5.000000e-03 1.000000e+05 -215.600271 -215.600271 1.000000 5.719822e-01
26 5.000000e-03 1.000000e+05 -211.555016 -211.555016 1.000000 5.724545e-01
27 5.000000e-03 1.000000e+05 -209.689644 -209.689644 1.000000 5.720122e-01
28 5.000000e-03 1.000000e+05 -209.828023 -209.828023 0.870769 5.724087e-01
29 5.000000e-03 1.000000e+05 -205.609691 -205.609691 1.000000 5.734551e-01
30 5.000000e-03 1.000000e+05 -204.676265 -204.676265 1.000000 5.723543e-01
30 5.000000e-03 1.000000e+05 -204.676265 -211.877328 0.000746 5.722730e-01
30 5.000000e-03 1.000000e+05 -204.676265 -209.168661 0.011194 5.720914e-01
31 5.000000e-03 1.000000e+05 -204.216708 -204.216708 1.000000 5.723148e-01
32 5.000000e-03 1.000000e+05 -202.005495 -202.005495 1.000000 5.721104e-01
33 5.000000e-03 1.000000e+05 -200.840928 -200.840928 1.000000 5.721941e-01
33 5.000000e-03 1.000000e+05 -200.840928 -204.847548 0.018195 5.722333e-01
34 5.000000e-03 1.000000e+05 -198.191558 -198.191558 1.000000 5.720633e-01
34 5.000000e-03 1.000000e+05 -198.191558 -202.594709 0.012239 5.718762e-01
35 5.000000e-03 1.000000e+05 -197.625401 -197.625401 1.000000 5.719980e-01
36 5.000000e-03 1.000000e+05 -188.930131 -188.930131 1.000000 5.724753e-01
37 5.000000e-03 1.000000e+05 -182.925639 -182.925639 1.000000 5.726297e-01
38 5.000000e-03 1.000000e+05 -182.492415 -182.492415 1.000000 5.721985e-01
38 5.000000e-03 1.000000e+05 -182.492415 -185.390131 0.055149 5.721308e-01
39 5.000000e-03 1.000000e+05 -181.095213 -181.095213 1.000000 5.721762e-01
39 5.000000e-03 1.000000e+05 -181.095213 -181.406505 0.732500 5.720933e-01
40 5.000000e-03 1.000000e+05 -176.396553 -176.396553 1.000000 5.723380e-01
41 5.000000e-03 1.000000e+05 -175.913292 -175.913292 1.000000 5.726202e-01
41 5.000000e-03 1.000000e+05 -175.913292 -177.086143 0.309483 5.721538e-01
42 5.000000e-03 1.000000e+05 -174.697979 -174.697979 1.000000 5.720590e-01
42 5.000000e-03 1.000000e+05 -174.697979 -176.100617 0.245947 5.718608e-01
43 5.000000e-03 1.000000e+05 -173.290652 -173.290652 1.000000 5.723845e-01
44 5.000000e-03 1.000000e+05 -171.231705 -171.231705 1.000000 5.722224e-01
45 5.000000e-03 1.000000e+05 -169.746926 -169.746926 1.000000 5.723832e-01
45 5.000000e-03 1.000000e+05 -169.746926 -172.551096 0.060557 5.723906e-01
46 5.000000e-03 1.000000e+05 -168.325139 -168.325139 1.000000 5.722696e-01
47 5.000000e-03 1.000000e+05 -165.165943 -165.165943 1.000000 5.723757e-01
48 5.000000e-03 1.000000e+05 -160.234593 -160.234593 1.000000 5.727236e-01
48 5.000000e-03 1.000000e+05 -160.234593 -161.192657 0.383635 5.721346e-01
49 5.000000e-03 1.000000e+05 -159.891028 -159.891028 1.000000 5.721668e-01
49 5.000000e-03 1.000000e+05 -159.891028 -165.658980 0.003126 5.721913e-01
49 5.000000e-03 1.000000e+05 -159.891028 -162.949715 0.046949 5.722712e-01
50 5.000000e-03 1.000000e+05 -154.629931 -154.629931 1.000000 5.723504e-01
50 5.000000e-03 1.000000e+05 -154.629931 -157.982628 0.034990 5.721505e-01
51 5.000000e-03 1.000000e+05 -152.577953 -152.577953 1.000000 5.720465e-01
52 5.000000e-03 1.000000e+05 -150.439115 -150.439115 1.000000 5.721747e-01
53 5.000000e-03 1.000000e+05 -153.304757 -153.304757 0.056947 5.720278e-01
54 5.000000e-03 1.000000e+05 -151.005182 -151.005182 1.000000 5.720970e-01
54 5.000000e-03 1.000000e+05 -151.005182 -151.168689 0.849161 5.723681e-01
54 5.000000e-03 1.000000e+05 -151.005182 -153.810774 0.060471 5.722769e-01
54 5.000000e-03 1.000000e+05 -151.005182 -158.587737 0.000509 5.720617e-01
55 5.000000e-03 1.000000e+05 -151.030896 -151.030896 0.974614 5.722078e-01
55 5.000000e-03 1.000000e+05 -151.030896 -154.464363 0.032275 5.722972e-01
56 5.000000e-03 1.000000e+05 -148.959410 -148.959410 1.000000 5.722953e-01
57 5.000000e-03 1.000000e+05 -148.870567 -148.870567 1.000000 5.721923e-01
58 5.000000e-03 1.000000e+05 -149.948051 -149.948051 0.340451 5.720180e-01
58 5.000000e-03 1.000000e+05 -149.948051 -151.983478 0.130625 5.723815e-01
58 5.000000e-03 1.000000e+05 -149.948051 -150.595470 0.523395 5.721012e-01
59 5.000000e-03 1.000000e+05 -148.381787 -148.381787 1.000000 5.720710e-01
59 5.000000e-03 1.000000e+05 -148.381787 -148.877533 0.609117 5.721919e-01
60 5.000000e-03 1.000000e+05 -144.631401 -144.631401 1.000000 5.720214e-01
60 5.000000e-03 1.000000e+05 -144.631401 -148.309453 0.025272 5.720833e-01
61 5.000000e-03 1.000000e+05 -142.033606 -142.033606 1.000000 5.721553e-01
62 5.000000e-03 1.000000e+05 -143.112810 -143.112810 0.339866 5.724164e-01
63 5.000000e-03 1.000000e+05 -143.301786 -143.301786 0.827807 5.722086e-01
64 5.000000e-03 1.000000e+05 -138.074840 -138.074840 1.000000 5.722184e-01
64 5.000000e-03 1.000000e+05 -138.074840 -141.330691 0.038548 5.720839e-01
65 5.000000e-03 1.000000e+05 -139.561827 -139.561827 0.226053 5.723245e-01
65 5.000000e-03 1.000000e+05 -139.561827 -141.445919 0.151967 5.721905e-01
66 5.000000e-03 1.000000e+05 -139.769309 -139.769309 0.812628 5.722223e-01
66 5.000000e-03 1.000000e+05 -139.769309 -144.815275 0.006435 5.718898e-01
67 5.000000e-03 1.000000e+05 -138.919473 -138.919473 1.000000 5.723177e-01
67 5.000000e-03 1.000000e+05 -138.919473 -140.079723 0.313408 5.721243e-01
