accepted delta gamma Lprev Lstar alpha time
0 5.000000e-03 1.000000e+05 -109.609958 -112.632580 0.048673 1.072975e+00
1 5.000000e-03 1.000000e+05 -107.437115 -107.437115 1.000000 1.066158e+00
1 5.000000e-03 1.000000e+05 -107.437115 -108.537947 0.332594 1.066427e+00
2 5.000000e-03 1.000000e+05 -106.850970 -106.850970 1.000000 1.065361e+00
3 5.000000e-03 1.000000e+05 -107.029403 -107.029403 0.836580 1.066767e+00
3 5.000000e-03 1.000000e+05 -107.029403 -109.575340 0.078399 1.060348e+00
3 5.000000e-03 1.000000e+05 -107.029403 -108.875831 0.157800 1.074057e+00
4 5.000000e-03 1.000000e+05 -107.078021 -107.078021 0.952544 1.066276e+00
5 5.000000e-03 1.000000e+05 -105.345471 -105.345471 1.000000 1.057029e+00
5 5.000000e-03 1.000000e+05 -105.345471 -107.406596 0.127311 1.077095e+00
6 5.000000e-03 1.000000e+05 -103.326559 -103.326559 1.000000 1.065012e+00
6 5.000000e-03 1.000000e+05 -103.326559 -107.961204 0.009710 1.058508e+00
6 5.000000e-03 1.000000e+05 -103.326559 -105.073391 0.174325 1.066168e+00
7 5.000000e-03 1.000000e+05 -103.378598 -103.378598 0.949291 1.074649e+00
7 5.000000e-03 1.000000e+05 -103.378598 -107.285521 0.020102 1.057324e+00
8 5.000000e-03 1.000000e+05 -101.522823 -101.522823 1.000000 1.074991e+00
8 5.000000e-03 1.000000e+05 -101.522823 -101.549631 0.973548 1.051655e+00
8 5.000000e-03 1.000000e+05 -101.522823 -102.030386 0.601961 1.073914e+00
8 5.000000e-03 1.000000e+05 -101.522823 -103.858958 0.096701 1.066439e+00
8 5.000000e-03 1.000000e+05 -101.522823 -103.274132 0.173547 1.073792e+00
8 5.000000e-03 1.000000e+05 -101.522823 -104.127590 0.073920 1.061275e+00
9 5.000000e-03 1.000000e+05 -99.586384 -99.586384 1.000000 1.064583e+00
10 5.000000e-03 1.000000e+05 -99.167484 -99.167484 1.000000 1.074416e+00
11 5.000000e-03 1.000000e+05 -99.102763 -99.102763 1.000000 1.062836e+00
11 5.000000e-03 1.000000e+05 -99.102763 -102.468678 0.034530 1.069105e+00
12 5.000000e-03 1.000000e+05 -99.131016 -99.131016 0.972142 1.066428e+00
13 5.000000e-03 1.000000e+05 -97.754884 -97.754884 1.000000 1.059358e+00
13 5.000000e-03 1.000000e+05 -97.754884 -103.011203 0.005214 1.074887e+00
13 5.000000e-03 1.000000e+05 -97.754884 -99.490236 0.176338 1.062740e+00
14 5.000000e-03 1.000000e+05 -96.842932 -96.842932 1.000000 1.060884e+00
14 5.000000e-03 1.000000e+05 -96.842932 -100.369006 0.029420 1.074886e+00
14 5.000000e-03 1.000000e+05 -96.842932 -98.474578 0.195607 1.052869e+00
14 5.000000e-03 1.000000e+05 -96.842932 -98.991440 0.116658 1.069207e+00
14 5.000000e-03 1.000000e+05 -96.842932 -102.170536 0.004856 1.069594e+00
15 5.000000e-03 1.000000e+05 -96.848845 -96.848845 0.994105 1.071174e+00
16 5.000000e-03 1.000000e+05 -95.206650 -95.206650 1.000000 1.062391e+00
17 5.000000e-03 1.000000e+05 -94.575129 -94.575129 1.000000 1.065385e+00
17 5.000000e-03 1.000000e+05 -94.575129 -96.119351 0.213478 1.074931e+00
18 5.000000e-03 1.000000e+05 -87.398746 -87.398746 1.000000 1.062505e+00
19 5.000000e-03 1.000000e+05 -86.944948 -86.944948 1.000000 1.071853e+00
