1.49693065321391e-06,1.49760877196316e-06,1.49940588667925e-06,1.49794804878475e-06,1.49767723687278e-06,1.5016112622981e-06,1.49687954855065e-06,1.49769545558974e-06,1.50273052242527e-06,1.49967725321391e-06
1.49702106772935e-06,1.49774441595847e-06,1.49953013466002e-06,1.49794804878475e-06,1.49801631723151e-06,1.5014078111199e-06,1.49706039239629e-06,1.4975598264092e-06,1.50279832960816e-06,1.49976766772935e-06
1.49711148224479e-06,1.49788005995377e-06,1.49962054917546e-06,1.49794804878475e-06,1.4982982702354e-06,1.50120435994171e-06,1.49724123624194e-06,1.49742419722866e-06,1.50286613679104e-06,1.49985808224479e-06
1.49720189676023e-06,1.49801570394908e-06,1.49971096369089e-06,1.49794804878475e-06,1.49852432874615e-06,1.50100090876352e-06,1.49727163503305e-06,1.49728856804812e-06,1.50293326681603e-06,1.49994849676023e-06
1.49729231127567e-06,1.49817393656096e-06,1.49980137820633e-06,1.49794804878475e-06,1.49875038725689e-06,1.50079745758532e-06,1.4972490277005e-06,1.49715293886758e-06,1.50291060022442e-06,1.50003891127567e-06
1.4973827257911e-06,1.49839999507171e-06,1.49989179272177e-06,1.49799357911712e-06,1.49897644576764e-06,1.50059400640713e-06,1.49722642036794e-06,1.49701730968704e-06,1.5028879336328e-06,1.5001293257911e-06
1.49747314030654e-06,1.49862605358245e-06,1.49998220723721e-06,1.49808399363256e-06,1.49920250427838e-06,1.50042531594234e-06,1.49720381303539e-06,1.49688083180248e-06,1.50286526704119e-06,1.50021974030654e-06
1.49758616046406e-06,1.49883515839894e-06,1.50006697425216e-06,1.49819701379008e-06,1.49946811908341e-06,1.50024447736654e-06,1.49723771565005e-06,1.49673388834372e-06,1.50284826659087e-06,1.50027625047553e-06
1.49776700563244e-06,1.49899339606941e-06,1.50020284211987e-06,1.49837785895846e-06,1.49985241691806e-06,1.49999582451933e-06,1.49744116831633e-06,1.49682431833535e-06,1.50284826659087e-06,1.50023103547971e-06
1.49794785080081e-06,1.49915163373988e-06,1.50040629478615e-06,1.49855870412683e-06,1.5002025574157e-06,1.49974717167211e-06,1.49764462098261e-06,1.49691474832697e-06,1.50284826659087e-06,1.5001858204839e-06
1.49812869596919e-06,1.49930987141035e-06,1.50060974745243e-06,1.49873954929521e-06,1.50054164025454e-06,1.49949851882489e-06,1.49784807364889e-06,1.4970051783186e-06,1.50285993925077e-06,1.50014060548809e-06
1.49830954113756e-06,1.49943421615567e-06,1.50081320011871e-06,1.49892039446358e-06,1.50088072309339e-06,1.49924986597767e-06,1.49805152631517e-06,1.49709560831022e-06,1.50290527276558e-06,1.50009539049228e-06
1.49849038630594e-06,1.4995246461473e-06,1.50101665278499e-06,1.49916938620852e-06,1.50121980593223e-06,1.49900206329204e-06,1.49825497898145e-06,1.49718603830184e-06,1.50295060628038e-06,1.50005017549647e-06
1.49867123147431e-06,1.49961507613892e-06,1.50122010545127e-06,1.49944066136852e-06,1.50155888877107e-06,1.49879861062576e-06,1.49845843164773e-06,1.49725301014416e-06,1.50299593979519e-06,1.50000496050065e-06
