1.4980041255228e-06,1.49177970975297e-06,1.4914635172613e-06,1.49683908312311e-06,1.49595836962699e-06,1.49244346657331e-06,1.4957668974318e-06,1.50112234654153e-06,1.49883078159506e-06,1.49543847887437e-06,1.5036032378408e-06,1.50938609874361e-06,1.50772079646466e-06,1.5036121499875e-06,1.49889965948064e-06,1.50290345401276e-06,1.50506411448526e-06,1.50253763811653e-06,1.49576712644607e-06,1.49953782249503e-06,1.50586397108919e-06,1.50630870654341e-06,1.5049529888069e-06,1.49823734021166e-06,1.5004303713408e-06,1.50664216953779e-06,1.50816636822425e-06,1.50670198049989e-06,1.50169209995579e-06,1.49507665438577e-06,1.49810520275728e-06,1.50411832763858e-06,1.50444553809256e-06,1.50200347157861e-06,1.49615639886724e-06,1.49186513983796e-06,1.49523864334037e-06,1.49778879027915e-06,1.49679187671993e-06,1.49262374967596e-06,1.49601367047073e-06,1.50089089786765e-06,1.50051658973487e-06,1.4973068815078e-06,1.48898342137804e-06,1.49410502468148e-06,1.49893556932671e-06,1.50223727217836e-06,1.49893919024583e-06,1.4911241255228e-06
1.49774350824677e-06,1.49143085198191e-06,1.4914286314842e-06,1.49653126744277e-06,1.49536120720712e-06,1.49239833882246e-06,1.49628402777478e-06,1.50156765322576e-06,1.49945667347842e-06,1.49563958511886e-06,1.50405594238195e-06,1.50959746551078e-06,1.50826255206207e-06,1.50393227829506e-06,1.49906382784349e-06,1.5026120551687e-06,1.50467448618371e-06,1.50232216714029e-06,1.49556602020158e-06,1.5000200670609e-06,1.50629286093713e-06,1.50678930955809e-06,1.50529158605528e-06,1.49848769696501e-06,1.50034213084576e-06,1.50633435385745e-06,1.50795500145708e-06,1.50632028905626e-06,1.50142327426162e-06,1.49502329966784e-06,1.49818523483417e-06,1.50419630761093e-06,1.50457880887115e-06,1.50212454574621e-06,1.4962754209303e-06,1.49179536828375e-06,1.49474819035636e-06,1.49726139941349e-06,1.49637950751069e-06,1.49247805025393e-06,1.49660467657699e-06,1.50136288191084e-06,1.50096805273271e-06,1.49758197488467e-06,1.48931586231282e-06,1.49398189840934e-06,1.49906074770338e-06,1.50232756477792e-06,1.49898199107405e-06,1.49116106340444e-06
1.49748289097075e-06,1.49108199421086e-06,1.49139374570709e-06,1.49622345176243e-06,1.49482195367191e-06,1.49236550514989e-06,1.49680115811776e-06,1.50201295990999e-06,1.50008256536179e-06,1.49581502167824e-06,1.50452177011154e-06,1.50980883227795e-06,1.50880430765947e-06,1.50425240660261e-06,1.49922799620634e-06,1.50229273929386e-06,1.50429484684462e-06,1.50210669616405e-06,1.49536491395709e-06,1.50050231162677e-06,1.50668810839719e-06,1.50736389882806e-06,1.50563018330366e-06,1.49873805371835e-06,1.50025389035073e-06,1.5060265381771e-06,1.50772688112133e-06,1.50593859761264e-06,1.50115444856745e-06,1.49496994494992e-06,1.49826526691106e-06,1.5042816016532e-06,1.50470193514329e-06,1.50224561991381e-06,1.49639444299337e-06,1.49172559672954e-06,1.49425096108857e-06,1.49676795109747e-06,1.49596908660356e-06,1.4923323508319e-06,1.49719568268325e-06,1.50183486595404e-06,1.50141090709179e-06,1.4978138626972e-06,1.48964830324759e-06,1.49385877213721e-06,1.49918592608005e-06,1.50240107293801e-06,1.49907023156909e-06,1.49119800128608e-06
1.49722227369473e-06,1.4907331364398e-06,1.49135885992999e-06,1.49581923393316e-06,1.49430687543347e-06,1.49233267147732e-06,1.49731828846073e-06,1.50245826659422e-06,1.5006797179589e-06,1.49593199163677e-06,1.50498759784112e-06,1.51002019904511e-06,1.50934606325687e-06,1.50457214732626e-06,1.4992245483352e-06,1.5019664546727e-06,1.50391520750553e-06,1.50189122518781e-06,1.4951638077126e-06,1.50100951447731e-06,1.50703286195917e-06,1.50793848809803e-06,1.50596878055203e-06,1.4989884104717e-06,1.50015673422298e-06,1.50573302473866e-06,1.50749704541335e-06,1.50555690616901e-06,1.50088562287329e-06,1.49491659023199e-06,1.49831400403034e-06,1.5043739463573e-06,1.50482506141542e-06,1.50236669408141e-06,1.49651346505643e-06,1.49163911740729e-06,1.49369278865488e-06,1.49627544600892e-06,1.49555866569644e-06,1.49218665140988e-06,1.49778668878951e-06,1.50231819336739e-06,1.50184800535787e-06,1.49804575050972e-06,1.48998074418235e-06,1.49373564586507e-06,1.49931672031769e-06,1.50240928135615e-06,1.49915847206412e-06,1.49123493916772e-06
1.4969616564187e-06,1.4903860642194e-06,1.4913070504069e-06,1.49539239618975e-06,1.49379179719503e-06,1.49229983780475e-06,1.49783541880371e-06,1.50292895985719e-06,1.50123583828805e-06,1.4960489615953e-06,1.50545342557071e-06,1.51023156581228e-06,1.50988976654115e-06,1.50485738985671e-06,1.49920402728985e-06,1.50164017005153e-06,1.50353556816644e-06,1.50167575421157e-06,1.49504457217002e-06,1.50154100955204e-06,1.50737761552115e-06,1.508513077368e-06,1.50630737780041e-06,1.49924577389744e-06,1.49998435744199e-06,1.50543957379006e-06,1.50726720970536e-06,1.50517521472539e-06,1.50061679717912e-06,1.49491009881382e-06,1.4983406813893e-06,1.50446629106141e-06,1.50494818768756e-06,1.50248776824901e-06,1.4966324871195e-06,1.49148520956712e-06,1.4931346162212e-06,1.49578294092037e-06,1.49514824478932e-06,1.49204095198785e-06,1.49833572621646e-06,1.50280659424687e-06,1.50228510362396e-06,1.49827763832225e-06,1.49031318511712e-06,1.49361251959293e-06,1.49946036763518e-06,1.50241748977429e-06,1.49924671255915e-06,1.49127187704936e-06
1.49667473121798e-06,1.4901276294469e-06,1.49129225044171e-06,1.49496790739735e-06,1.49330511895895e-06,1.49224043333727e-06,1.49828804998335e-06,1.5034125708509e-06,1.50174740710513e-06,1.4962261061462e-06,1.50587287921788e-06,1.51045368877927e-06,1.51042995857779e-06,1.50515070496218e-06,1.49921111959961e-06,1.50130346877014e-06,1.50316062179954e-06,1.50141072148776e-06,1.49496070234172e-06,1.50205452450715e-06,1.5076918868414e-06,1.50907046757421e-06,1.50660684501489e-06,1.49952713786891e-06,1.49981875548841e-06,1.50514482338658e-06,1.507019141294e-06,1.50480524981139e-06,1.50035337154971e-06,1.49490938624615e-06,1.49838845907912e-06,1.50456488683724e-06,1.50507600170329e-06,1.50262509596449e-06,1.49676062549157e-06,1.49134953842112e-06,1.49265017147065e-06,1.49531310457002e-06,1.49474939644891e-06,1.49216984209754e-06,1.49886057552039e-06,1.5032650323934e-06,1.5027117772909e-06,1.4985228092914e-06,1.49060804606314e-06,1.49349226011597e-06,1.49960297145345e-06,1.50240980752552e-06,1.49934302767795e-06,1.49130620953349e-06
1.49620688971111e-06,1.4899265396764e-06,1.49154258668662e-06,1.49455957204705e-06,1.49301374398537e-06,1.49204607547975e-06,1.49869843727008e-06,1.5038209062012e-06,1.5019526007485e-06,1.4968170638391e-06,1.50596267147567e-06,1.51068760953271e-06,1.51084650167382e-06,1.5054995341559e-06,1.49940810549725e-06,1.50089513341984e-06,1.50288716164739e-06,1.50088132188787e-06,1.49476576838052e-06,1.50244439242955e-06,1.50779653559952e-06,1.50951651393406e-06,1.50679151929392e-06,1.49979594154172e-06,1.49969974317526e-06,1.50484113679439e-06,1.50664457308197e-06,1.50460823785765e-06,1.50021383987222e-06,1.49481910104307e-06,1.49858134110388e-06,1.50470647045116e-06,1.50520158838782e-06,1.50291852287451e-06,1.4969514555799e-06,1.49133927873895e-06,1.49267274277142e-06,1.49499751950154e-06,1.49448469664896e-06,1.49234220475797e-06,1.49928327442573e-06,1.50351742057474e-06,1.50306676229392e-06,1.49886939601467e-06,1.49084401875301e-06,1.49339171523072e-06,1.49973839925807e-06,1.5022928471488e-06,1.49949109890916e-06,1.49132262502496e-06
1.49573904820423e-06,1.4897254499059e-06,1.49179292293152e-06,1.49415123669675e-06,1.49280605548699e-06,1.49186960894645e-06,1.49910882455682e-06,1.5042292415515e-06,1.50215779439186e-06,1.49734952870108e-06,1.50603038537798e-06,1.51092153028614e-06,1.51126304476986e-06,1.50584836334963e-06,1.49960156823502e-06,1.50036124340419e-06,1.50262861765675e-06,1.50035192228799e-06,1.49457083441932e-06,1.50283426035194e-06,1.50793576711537e-06,1.50997204382234e-06,1.50697619357295e-06,1.50006474521453e-06,1.49958073086211e-06,1.50453544029812e-06,1.5062382896681e-06,1.50441945970575e-06,1.50007430819473e-06,1.49472881583998e-06,1.49877422312865e-06,1.50485979935546e-06,1.50529392552733e-06,1.50321194978452e-06,1.49714228566823e-06,1.49132901905678e-06,1.49268367639556e-06,1.49466715773572e-06,1.49421999684902e-06,1.4925145674184e-06,1.49970597333107e-06,1.50376980875608e-06,1.50343217709163e-06,1.49922232908126e-06,1.49107999144288e-06,1.49329117034547e-06,1.49987382706269e-06,1.50219220139896e-06,1.49962447477735e-06,1.49133904051643e-06
1.49527120669736e-06,1.4895243601354e-06,1.49203592955307e-06,1.49369677087332e-06,1.49261522539866e-06,1.49169314241316e-06,1.49951921184355e-06,1.5046375769018e-06,1.50247130451053e-06,1.49780505858935e-06,1.50609809928029e-06,1.51115545103958e-06,1.51167958786589e-06,1.50619493017467e-06,1.49969595731097e-06,1.49981748024927e-06,1.50237007366611e-06,1.4998225226881e-06,1.49437590045813e-06,1.50316043192194e-06,1.50810607783936e-06,1.51042757371061e-06,1.50716086785198e-06,1.50033354888734e-06,1.49944596264986e-06,1.50421533821447e-06,1.50583200625424e-06,1.50423068155386e-06,1.49993477651724e-06,1.4946385306369e-06,1.49898027799663e-06,1.50501985039728e-06,1.50538626266685e-06,1.50350537669454e-06,1.49733311575656e-06,1.49132409940316e-06,1.49265494928549e-06,1.4943367959699e-06,1.49395529704908e-06,1.49268693007882e-06,1.5001286722364e-06,1.50405072154854e-06,1.50380152564969e-06,1.49957526214785e-06,1.49131596413275e-06,1.49319062546022e-06,1.4999791994935e-06,1.50212448749665e-06,1.49975785064554e-06,1.4913554560079e-06
1.49480336519048e-06,1.48934793224823e-06,1.49211595507399e-06,1.49323918904861e-06,1.49242439531033e-06,1.49151667587986e-06,1.49992959913029e-06,1.50496949127558e-06,1.5028775879244e-06,1.49826058847763e-06,1.5061658131826e-06,1.51138937179302e-06,1.51209613096193e-06,1.50652734387693e-06,1.49979034638692e-06,1.49927371709435e-06,1.50211152967547e-06,1.49929312308821e-06,1.4944407801673e-06,1.50344975495908e-06,1.50827638856336e-06,1.51088310359889e-06,1.50734554213101e-06,1.50060793452779e-06,1.4992592364344e-06,1.50389523613082e-06,1.50542572284037e-06,1.50404190340196e-06,1.49979524483975e-06,1.4946327364791e-06,1.4991916274493e-06,1.50517990143911e-06,1.50547859980636e-06,1.50379880360455e-06,1.49747262849766e-06,1.49133025521246e-06,1.49262622217541e-06,1.49400643420408e-06,1.49369059724913e-06,1.49286427541226e-06,1.50051841534802e-06,1.50433799264926e-06,1.50417087420775e-06,1.49992819521444e-06,1.49155193682262e-06,1.49315382552736e-06,1.50004486145938e-06,1.50205677359434e-06,1.49989122651373e-06,1.49137187149937e-06
