1.49691736460793e-06,1.4973735732931e-06,1.49828296108861e-06,1.49995532009737e-06,1.50162301357851e-06,1.50284522769437e-06,1.50332606460793e-06,1.5019246889949e-06,1.50016478314821e-06,1.49816565174899e-06,1.49696315881995e-06,1.49759548335718e-06,1.49825379393657e-06,1.49949145643807e-06,1.499380353082e-06,1.49901188025919e-06,1.49832748146658e-06,1.4986330889806e-06,1.49987212857065e-06,1.50057946460793e-06,1.50016766140947e-06,1.49994114218817e-06,1.49939259807327e-06,1.49805607720696e-06,1.49647245865872e-06,1.49676342629253e-06,1.4985885854384e-06,1.50026124458426e-06,1.50169294432967e-06,1.50241046460793e-06,1.50215141217933e-06,1.50097467327639e-06,1.49912232872019e-06,1.49793476017877e-06,1.49889704991399e-06,1.49991540978098e-06,1.49999673770509e-06,1.49926298363643e-06,1.49843637516507e-06,1.49795252972578e-06,1.4969183964542e-06,1.4969889011588e-06,1.49716655319792e-06,1.49717931588734e-06,1.4976639482668e-06,1.49817984049435e-06,1.49840791830279e-06,1.49855567318701e-06,1.4992534737796e-06,1.50084831663145e-06,1.50176187396523e-06,1.50107863047195e-06,1.50039324116324e-06,1.49935876460793e-06,1.50024476033222e-06,1.50159797369212e-06,1.50140576302783e-06,1.50063313019015e-06,1.50070643298349e-06,1.50232037642255e-06,1.5029599765076e-06,1.50184112451148e-06,1.50052141330869e-06,1.49940020619095e-06,1.49838298332908e-06,1.49739552501807e-06,1.49686625994467e-06,1.49755057672779e-06,1.49804271614951e-06,1.49750394967009e-06,1.49796773796277e-06,1.49885535983045e-06,1.49951136460793e-06,1.4995237618862e-06,1.49811555236691e-06,1.4967462382051e-06,1.49670644312979e-06,1.49768216698377e-06,1.49955127591259e-06,1.49975332477368e-06,1.49902441678155e-06,1.49947436902904e-06,1.5008480116811e-06,1.50148187109364e-06,1.50098979250254e-06,1.49981656460793e-06,1.49990330697448e-06,1.50109283774618e-06,1.50271723381929e-06,1.50396771560624e-06,1.50479736344684e-06,1.5049648098059e-06,1.50384412551231e-06,1.50302106460793e-06,1.50286045444846e-06,1.50240663680509e-06,1.50225796460793e-06,1.50210399639887e-06,1.50148759914568e-06,1.49966396460793e-06
1.49700777912337e-06,1.4975770244713e-06,1.49851056030322e-06,1.50000053476247e-06,1.5015643989711e-06,1.50280002784403e-06,1.50326714586706e-06,1.50185688181202e-06,1.500154496552e-06,1.49827867359698e-06,1.49706062699083e-06,1.49773112735249e-06,1.49842629378848e-06,1.49953667110317e-06,1.49943737376907e-06,1.49903448759175e-06,1.49828227484536e-06,1.49852005231785e-06,1.49969271497574e-06,1.50033079876464e-06,1.49999252835634e-06,1.49991853485562e-06,1.49951684605404e-06,1.49821431372005e-06,1.49655293395349e-06,1.49678603362509e-06,1.49848500442188e-06,1.49996736407586e-06,1.50126343464073e-06,1.50204877691665e-06,1.5019027611508e-06,1.50079382943075e-06,1.49898669953965e-06,1.49793476017877e-06,1.49898746442943e-06,1.50007364629407e-06,1.50010977436785e-06,1.49921776897133e-06,1.49823292398688e-06,1.49772647121503e-06,1.49678276727366e-06,1.49680805731316e-06,1.49694050950194e-06,1.49738276706554e-06,1.49800302862553e-06,1.49838329167254e-06,1.49852094015078e-06,1.49848785118936e-06,1.49929867362994e-06,1.50084831663145e-06,1.50171665930013e-06,1.50103343062161e-06,1.50034802649814e-06,1.49935876460793e-06,1.50010913115168e-06,1.50139452251393e-06,1.50124752651474e-06,1.50054270085995e-06,1.50075164764859e-06,1.50218473242724e-06,1.50282440658613e-06,1.50186373184404e-06,1.50065704248923e-06,1.49969407188458e-06,1.49869947117003e-06,1.49762158352881e-06,1.49704710379032e-06,1.49746016221235e-06,1.49788446482165e-06,1.4973909278221e-06,1.49789993077988e-06,1.49883276731267e-06,1.49939832794518e-06,1.49945593988855e-06,1.49820596688235e-06,1.4969044747182e-06,1.49677426512744e-06,1.49754653780323e-06,1.49932521740185e-06,1.49952726626293e-06,1.49884357293591e-06,1.49938393969883e-06,1.50068977516801e-06,1.501301027248e-06,1.50087677065455e-06,1.49972613527773e-06,1.49976766297918e-06,1.50111543026396e-06,1.50278504100218e-06,1.50399038219785e-06,1.50475217841127e-06,1.5049648098059e-06,1.50391197713949e-06,1.50288540579786e-06,1.50263436630818e-06,1.50213537844401e-06,1.50203190609719e-06,1.50203617440122e-06,1.50144238448058e-06,1.49975437912337e-06
1.49709819363881e-06,1.49778047564949e-06,1.49873661881397e-06,1.50004574942757e-06,1.50149657697345e-06,1.50275482799369e-06,1.50322196083149e-06,1.50178907462913e-06,1.50013188921945e-06,1.49839169544497e-06,1.49719625617137e-06,1.4978667713478e-06,1.49856192296902e-06,1.49958188576828e-06,1.49950519576673e-06,1.4990570949243e-06,1.49823706018026e-06,1.49840701565509e-06,1.49944406394721e-06,1.50008213292134e-06,1.49992472117345e-06,1.49989592752306e-06,1.49960726056948e-06,1.49837255023314e-06,1.49668857794879e-06,1.49680864095764e-06,1.49828155324369e-06,1.49967348356746e-06,1.50083392495179e-06,1.50168708922536e-06,1.50169846225155e-06,1.5006129855851e-06,1.49893353780557e-06,1.49793476017877e-06,1.49915438307859e-06,1.50023188280716e-06,1.5001351031909e-06,1.49917255430623e-06,1.49804554154245e-06,1.49750041270429e-06,1.49663265382485e-06,1.49662721346751e-06,1.4968835888697e-06,1.49758621824373e-06,1.49828498162942e-06,1.49858674285074e-06,1.49860435691889e-06,1.4984200291917e-06,1.49932713962711e-06,1.50084831663145e-06,1.50168529267982e-06,1.50098823077127e-06,1.50030836764637e-06,1.49935876460793e-06,1.4999532627516e-06,1.50119107133573e-06,1.50109533494501e-06,1.50045227152974e-06,1.50079423527773e-06,1.50204908843194e-06,1.50268883666465e-06,1.50188633917659e-06,1.50079267166978e-06,1.49998793757821e-06,1.49901595901098e-06,1.49784764203955e-06,1.49722794763596e-06,1.49736974769691e-06,1.4977262134938e-06,1.49727790597411e-06,1.49783212359699e-06,1.49881017479488e-06,1.49928529128242e-06,1.4993881178909e-06,1.49829638139779e-06,1.49706271123129e-06,1.49684208712509e-06,1.49741090862268e-06,1.4990991588911e-06,1.49930120775219e-06,1.49866272909027e-06,1.49929351036863e-06,1.50053153865492e-06,1.50112018340235e-06,1.50076374880656e-06,1.49963570594753e-06,1.49963201898387e-06,1.50113802278175e-06,1.50285284818507e-06,1.50401304878947e-06,1.5047069933757e-06,1.5049648098059e-06,1.50397982876668e-06,1.50274974698779e-06,1.5024082781679e-06,1.50186412008293e-06,1.50180584758644e-06,1.50196835240357e-06,1.50139716981548e-06,1.49984479363881e-06
1.49718860815425e-06,1.49798392682769e-06,1.49896267732471e-06,1.50009096409267e-06,1.5014287549758e-06,1.50270962814336e-06,1.50317677579592e-06,1.50172126744624e-06,1.5001092818869e-06,1.49850471729296e-06,1.49733188535191e-06,1.4980024153431e-06,1.49869755214956e-06,1.49962710043338e-06,1.49957301776438e-06,1.49907970225685e-06,1.49819184551516e-06,1.49829397899233e-06,1.49919541291868e-06,1.49983346707805e-06,1.49985691399056e-06,1.49987332019051e-06,1.49969767508492e-06,1.49853078674624e-06,1.4968242219441e-06,1.49683124829019e-06,1.49807810206549e-06,1.49937960305907e-06,1.50040441526285e-06,1.50132540153408e-06,1.50149501107335e-06,1.50043214173946e-06,1.49888833795523e-06,1.49793476017877e-06,1.49933522692424e-06,1.50039011932026e-06,1.5001351031909e-06,1.49912733964113e-06,1.4978646976968e-06,1.49727435419355e-06,1.49647441731176e-06,1.49644636962187e-06,1.49695139605259e-06,1.49778966942192e-06,1.49851104014017e-06,1.49879019402893e-06,1.49864955676923e-06,1.49835220719405e-06,1.49932713962711e-06,1.50084831663145e-06,1.50168529267982e-06,1.50094303092094e-06,1.50028576031382e-06,1.49935876460793e-06,1.49968198957575e-06,1.50098762015754e-06,1.50100492042958e-06,1.50036184219954e-06,1.50074902061263e-06,1.50191344443663e-06,1.50268463018416e-06,1.50190894650914e-06,1.50092830085032e-06,1.50028180327184e-06,1.49935126634397e-06,1.4980737005503e-06,1.49725834642707e-06,1.49727933318147e-06,1.49762939861498e-06,1.49716488412612e-06,1.49775030634908e-06,1.4987875822771e-06,1.49918489728766e-06,1.49932029589324e-06,1.49838680330801e-06,1.49722094774438e-06,1.49687190704473e-06,1.49727527944214e-06,1.49888123801997e-06,1.49907514924145e-06,1.49848188524463e-06,1.49920308103842e-06,1.5003827744146e-06,1.50093933955671e-06,1.50064734749199e-06,1.49954527661732e-06,1.49951052369966e-06,1.50116061529953e-06,1.50291997821005e-06,1.50403571538108e-06,1.50466180834013e-06,1.5049648098059e-06,1.50404768039386e-06,1.50261408817772e-06,1.50218219002763e-06,1.50159286172185e-06,1.5015797890757e-06,1.50190053040591e-06,1.50135195515038e-06,1.49993520815425e-06
1.49727902266969e-06,1.49821409484627e-06,1.49918873583546e-06,1.50011251876981e-06,1.50136093297814e-06,1.50263355201617e-06,1.50313159076035e-06,1.50168851499491e-06,1.50008667455435e-06,1.49858881370072e-06,1.49746751453245e-06,1.49816064795499e-06,1.4988331813301e-06,1.49967231236241e-06,1.49964083976203e-06,1.49909453894781e-06,1.49814663085006e-06,1.49817982511657e-06,1.49894676189015e-06,1.49958480123475e-06,1.49978910680767e-06,1.49985071285796e-06,1.49978808960036e-06,1.49868902325933e-06,1.49695986593941e-06,1.49685385562274e-06,1.4978746508873e-06,1.49908572255067e-06,1.49997490557391e-06,1.50096371384279e-06,1.50129155989516e-06,1.50025129789382e-06,1.49884313810489e-06,1.49793476017877e-06,1.49951607076988e-06,1.50054835583335e-06,1.5001351031909e-06,1.49908212497603e-06,1.49768385385116e-06,1.4970482956828e-06,1.49631618079866e-06,1.49626552577623e-06,1.49701920323547e-06,1.49799312060012e-06,1.49873709865091e-06,1.49899364520712e-06,1.49869475661956e-06,1.4982843851964e-06,1.49932713962711e-06,1.50084831663145e-06,1.50168529267982e-06,1.5008978310706e-06,1.50026315298127e-06,1.49935876460793e-06,1.4994107163999e-06,1.50078416897934e-06,1.50091450591414e-06,1.50027141286933e-06,1.50070380594753e-06,1.50177780044133e-06,1.50268463018416e-06,1.50193155384169e-06,1.50106393003086e-06,1.50057566896548e-06,1.49969034670271e-06,1.49829975906104e-06,1.49723573909452e-06,1.49718891866604e-06,1.49756157661732e-06,1.49705186227813e-06,1.49765987701888e-06,1.49876498975931e-06,1.49909446795746e-06,1.49925247389559e-06,1.49847723263822e-06,1.49737918425747e-06,1.49684929971218e-06,1.4971396502616e-06,1.49867780165654e-06,1.4988490907307e-06,1.49830104139898e-06,1.49911265170822e-06,1.50026973775185e-06,1.50075849571107e-06,1.50051171831145e-06,1.49945484728712e-06,1.49953313103221e-06,1.50118320781732e-06,1.50289731161844e-06,1.5040583819727e-06,1.50461662330456e-06,1.5049648098059e-06,1.50401833181115e-06,1.50247842936765e-06,1.50193805561499e-06,1.50132160336076e-06,1.50142061399669e-06,1.50183270840826e-06,1.50130674048528e-06,1.50002562266969e-06
1.49736943718513e-06,1.49846276068957e-06,1.4994147943462e-06,1.50011251876981e-06,1.50129311098049e-06,1.50252051535342e-06,1.50308640572478e-06,1.50171112232746e-06,1.5000640672218e-06,1.49861142103328e-06,1.49760314371299e-06,1.49838670646573e-06,1.49896881051064e-06,1.49971751221275e-06,1.49970866175968e-06,1.49904933909747e-06,1.49810141618495e-06,1.49804419593603e-06,1.49869811086162e-06,1.49935827620412e-06,1.49972129962479e-06,1.49997245965861e-06,1.49987850411579e-06,1.498770938226e-06,1.49709550993471e-06,1.49678897918501e-06,1.4976711997091e-06,1.49869569526439e-06,1.49954539588497e-06,1.50067423489072e-06,1.50108810871697e-06,1.5000963918755e-06,1.49879793825456e-06,1.49798029051115e-06,1.49969691461552e-06,1.50068684792171e-06,1.5001351031909e-06,1.49897862572823e-06,1.49750301000552e-06,1.49684951870523e-06,1.49615794428557e-06,1.49607414568628e-06,1.49708701041836e-06,1.49821868166334e-06,1.49896315716166e-06,1.49918824618864e-06,1.4987399564699e-06,1.49821970320556e-06,1.49932713962711e-06,1.50084831663145e-06,1.50168529267982e-06,1.50085263122027e-06,1.50024054564871e-06,1.49935876460793e-06,1.49913944322405e-06,1.50058071780115e-06,1.5008240913987e-06,1.50018098353913e-06,1.50065859128242e-06,1.50164215644602e-06,1.50268463018416e-06,1.50195416117424e-06,1.5011995592114e-06,1.50086953465911e-06,1.50002942706144e-06,1.49852581757179e-06,1.49721313176197e-06,1.4970985041506e-06,1.49749375461967e-06,1.49693884043014e-06,1.49756944768868e-06,1.49874239724153e-06,1.49900403862725e-06,1.49918465189794e-06,1.49856766196842e-06,1.49753742077056e-06,1.49682669237963e-06,1.49700402108106e-06,1.49847436529311e-06,1.49862303221996e-06,1.49812019755334e-06,1.49902222237802e-06,1.50015670108909e-06,1.50057765186542e-06,1.50037608913091e-06,1.49936441795691e-06,1.49955573836476e-06,1.5012058003351e-06,1.50287464502682e-06,1.50408104856431e-06,1.50457143826899e-06,1.5049648098059e-06,1.50397314677558e-06,1.50234277055757e-06,1.50168940458646e-06,1.50105034499968e-06,1.50128497000139e-06,1.50176488641061e-06,1.50126152582017e-06,1.50011603718513e-06
1.49745985170057e-06,1.49871142653287e-06,1.49964085285695e-06,1.50011251876981e-06,1.50122528898284e-06,1.50240747869066e-06,1.50304122068921e-06,1.50173372966001e-06,1.50004145988925e-06,1.49863402836583e-06,1.49773877289353e-06,1.49861276497648e-06,1.49910443969118e-06,1.49976271206308e-06,1.49977648375734e-06,1.49900413924713e-06,1.49805620151985e-06,1.49790856675549e-06,1.49844945983309e-06,1.49913221769338e-06,1.4996534924419e-06,1.50010808883915e-06,1.49996891863123e-06,1.49883876022366e-06,1.49723115393002e-06,1.49669856466957e-06,1.49746774853091e-06,1.49826618557545e-06,1.49911588619603e-06,1.50042558386219e-06,1.50088465753877e-06,1.49996076269496e-06,1.49875273840422e-06,1.49807070502658e-06,1.49987775846116e-06,1.50079988458447e-06,1.5001351031909e-06,1.49877517455004e-06,1.49732216615988e-06,1.49671388952469e-06,1.49599970777248e-06,1.49584810199031e-06,1.49715481760125e-06,1.49855776202207e-06,1.4991892156724e-06,1.49930126803663e-06,1.49878515632024e-06,1.49826490305589e-06,1.49932713962711e-06,1.50080540658525e-06,1.50168529267982e-06,1.50080741820033e-06,1.50021793831616e-06,1.49924634541446e-06,1.49886817004821e-06,1.50041202733636e-06,1.50073367688326e-06,1.50018668701633e-06,1.50061337661732e-06,1.50150655758293e-06,1.50268463018416e-06,1.50203879109664e-06,1.50133518839194e-06,1.50117424105164e-06,1.50036850742017e-06,1.4987329253277e-06,1.49719052442942e-06,1.49698373285007e-06,1.49742593262202e-06,1.49683933644846e-06,1.49747901835847e-06,1.49870202965294e-06,1.49891360929705e-06,1.49913835170057e-06,1.49865809129863e-06,1.4976893767202e-06,1.49680408504708e-06,1.49686754319651e-06,1.49827092892968e-06,1.49839697370921e-06,1.4979393537077e-06,1.49893179304781e-06,1.50004366442634e-06,1.50039680801978e-06,1.50024045995037e-06,1.49927398862671e-06,1.49957834569731e-06,1.50122839285289e-06,1.50285197843521e-06,1.50410371515592e-06,1.50452625323341e-06,1.5049648098059e-06,1.50392796174001e-06,1.5022071117475e-06,1.50144075355793e-06,1.5007790866386e-06,1.50114932600608e-06,1.50169706441295e-06,1.50121631115507e-06,1.50020645170057e-06
1.49757287185809e-06,1.49894313872324e-06,1.49987256045646e-06,1.50015772601997e-06,1.50118781905528e-06,1.50233964907139e-06,1.50301433036546e-06,1.5017619846997e-06,1.50002450388456e-06,1.49865663573971e-06,1.49788005369125e-06,1.49882186979297e-06,1.4992287700847e-06,1.49980791199606e-06,1.49983300314061e-06,1.4990210969685e-06,1.49808444716481e-06,1.49784075005389e-06,1.49826861737346e-06,1.49892876424608e-06,1.49959133280084e-06,1.50022111649429e-06,1.50005368564618e-06,1.49891788138031e-06,1.49736114310076e-06,1.49665900860816e-06,1.49733210600426e-06,1.49791579056651e-06,1.49874853707951e-06,1.50014867553306e-06,1.50064730147682e-06,1.49980817915886e-06,1.49867363025609e-06,1.49818372518411e-06,1.50008120811423e-06,1.50090161501212e-06,1.50015770496428e-06,1.49861693025001e-06,1.49716392746035e-06,1.49656130598859e-06,1.49583016823169e-06,1.49569551827376e-06,1.49726783215827e-06,1.49891944477416e-06,1.49945483047743e-06,1.49943124419885e-06,1.49885861309918e-06,1.49832140572726e-06,1.4993327909963e-06,1.50075454046828e-06,1.50165703953724e-06,1.50077915756014e-06,1.50020098231147e-06,1.49911071598594e-06,1.49864210362652e-06,1.50023118876057e-06,1.50061500535655e-06,1.50025450724087e-06,1.50061902048889e-06,1.50141617985018e-06,1.50267332744577e-06,1.5021518150484e-06,1.50145386741627e-06,1.5014568212561e-06,1.50068498292211e-06,1.49893637498076e-06,1.49722442704407e-06,1.49688199492479e-06,1.49737506460793e-06,1.49681108131916e-06,1.49742249707808e-06,1.4986002955219e-06,1.49884578527827e-06,1.49921746734632e-06,1.49873156668659e-06,1.49775719884186e-06,1.49680407944657e-06,1.49672059973775e-06,1.49811834711025e-06,1.49824209058323e-06,1.49778676267398e-06,1.49881497562428e-06,1.49995323303368e-06,1.50026654712476e-06,1.50008787641427e-06,1.49914520968247e-06,1.49956139719024e-06,1.5012695155182e-06,1.5028349779849e-06,1.504096990308e-06,1.50452058325893e-06,1.50499012484037e-06,1.50388840577069e-06,1.50205635362191e-06,1.50119774974057e-06,1.50052113356309e-06,1.50099107998938e-06,1.50161366009617e-06,1.5011597973723e-06,1.50026296186955e-06
1.49775371702646e-06,1.49912398389162e-06,1.50012121330367e-06,1.50033857118834e-06,1.50127824904691e-06,1.50240745675023e-06,1.5029690857399e-06,1.50180718488064e-06,1.50009079938133e-06,1.49867924323762e-06,1.49801766569697e-06,1.49898010746343e-06,1.49935726999699e-06,1.499853112177e-06,1.49989052845393e-06,1.49922454963478e-06,1.49831712658681e-06,1.49797639504133e-06,1.49824799617557e-06,1.49879313407352e-06,1.49957197100487e-06,1.5002663314901e-06,1.5001895535139e-06,1.49903090405497e-06,1.49744455787466e-06,1.49677204609769e-06,1.4973833494427e-06,1.49780276789185e-06,1.49852001237101e-06,1.49978698519631e-06,1.50032912535272e-06,1.49960472649258e-06,1.49850742694303e-06,1.49836457035248e-06,1.50034380233252e-06,1.50096942269097e-06,1.50024753475495e-06,1.4985943227521e-06,1.4970735122836e-06,1.49635785332231e-06,1.49562671556541e-06,1.49576334076748e-06,1.49751648500549e-06,1.49934894278975e-06,1.49983912831209e-06,1.49961208936722e-06,1.49901685076965e-06,1.49841182090401e-06,1.49935539849421e-06,1.50068671797457e-06,1.50154401686258e-06,1.50080176505805e-06,1.50020098231147e-06,1.49897508581338e-06,1.4985516736349e-06,1.49998253591335e-06,1.50041155269027e-06,1.50039015222831e-06,1.50077725815936e-06,1.50146139484599e-06,1.50262811244996e-06,1.50219701522934e-06,1.50152168990999e-06,1.50163766642447e-06,1.50093363576933e-06,1.49920765014076e-06,1.49742787971035e-06,1.49694981741851e-06,1.49737506460793e-06,1.49690149649591e-06,1.49746771207389e-06,1.49853247302818e-06,1.49884578527827e-06,1.49926268234213e-06,1.4987541741845e-06,1.49782502133557e-06,1.49687188712542e-06,1.49681102972937e-06,1.49811834711025e-06,1.49817426808951e-06,1.49771894018026e-06,1.49879238294125e-06,1.49993062553577e-06,1.5001309169522e-06,1.49988442374799e-06,1.498986972012e-06,1.49942576701768e-06,1.50129212301611e-06,1.5028349779849e-06,1.504096990308e-06,1.50463347259972e-06,1.50501279159777e-06,1.50386573901329e-06,1.50194331613238e-06,1.50097168957639e-06,1.50027246590099e-06,1.5007650198252e-06,1.50147802992361e-06,1.50106938219555e-06,1.50021774687374e-06
1.49793456219484e-06,1.49930482905999e-06,1.50036986615089e-06,1.50051941635671e-06,1.50136867903853e-06,1.50247526442907e-06,1.50292384111434e-06,1.50185238506157e-06,1.50015862187505e-06,1.49870185073552e-06,1.49815329586953e-06,1.4991383451339e-06,1.49949290016955e-06,1.49989831235794e-06,1.49995833613278e-06,1.49942800230106e-06,1.498543186751e-06,1.49811204002876e-06,1.49820278117976e-06,1.49865750390095e-06,1.49957197100487e-06,1.50031154648591e-06,1.50039300618018e-06,1.49914392672962e-06,1.49748975805559e-06,1.49688508358722e-06,1.4974059569406e-06,1.4976897452172e-06,1.49818092953217e-06,1.49942529485957e-06,1.50008045769062e-06,1.4994012738263e-06,1.4984169969514e-06,1.49854541552085e-06,1.5005246475009e-06,1.50103723036981e-06,1.50031535724867e-06,1.4985717152542e-06,1.49689621537219e-06,1.49615440065603e-06,1.4955642014811e-06,1.49583116326119e-06,1.49783980261879e-06,1.49977844080535e-06,1.50018926880973e-06,1.49979293453559e-06,1.49912853843095e-06,1.49850223608076e-06,1.49939202736095e-06,1.50061889548085e-06,1.50141841846563e-06,1.50082437255595e-06,1.50017857462937e-06,1.49883945564082e-06,1.49841612504156e-06,1.49973388306613e-06,1.50027709512918e-06,1.50052579721575e-06,1.50092918737094e-06,1.50150660984181e-06,1.50258289745415e-06,1.50224221541027e-06,1.50160028844758e-06,1.50181851159284e-06,1.50118416604608e-06,1.49947892530076e-06,1.49763133237663e-06,1.49701763991222e-06,1.49737506460793e-06,1.49699191167266e-06,1.49751292706971e-06,1.49846465053446e-06,1.49884578527827e-06,1.49930789733794e-06,1.49877678168241e-06,1.49789284382929e-06,1.49693969480426e-06,1.49690145972099e-06,1.49811834711025e-06,1.49810644559579e-06,1.49765111768654e-06,1.49876979025822e-06,1.49990801803786e-06,1.49999528677964e-06,1.49968097108171e-06,1.49882873434153e-06,1.49929013684512e-06,1.50131473051401e-06,1.5028349779849e-06,1.504096990308e-06,1.5047463619405e-06,1.50503545835518e-06,1.50384307225589e-06,1.50183027864285e-06,1.5007456294122e-06,1.5000237982389e-06,1.50053895966101e-06,1.50134239975104e-06,1.5009789670188e-06,1.50017253187793e-06
