accepted delta gamma Lprev Lstar alpha time
0 5.000000e-03 1.000000e+05 -109.632079 -114.349288 0.008940 5.759327e-01
1 5.000000e-03 1.000000e+05 -108.037906 -108.037906 1.000000 5.736857e-01
1 5.000000e-03 1.000000e+05 -108.037906 -109.661277 0.197233 5.748079e-01
1 5.000000e-03 1.000000e+05 -108.037906 -109.427750 0.249114 5.738395e-01
1 5.000000e-03 1.000000e+05 -108.037906 -112.101893 0.017180 5.735193e-01
1 5.000000e-03 1.000000e+05 -108.037906 -110.693730 0.070241 5.742890e-01
2 5.000000e-03 1.000000e+05 -107.584387 -107.584387 1.000000 5.740471e-01
3 5.000000e-03 1.000000e+05 -105.637746 -105.637746 1.000000 5.732409e-01
4 5.000000e-03 1.000000e+05 -104.108751 -104.108751 1.000000 5.747860e-01
4 5.000000e-03 1.000000e+05 -104.108751 -104.934266 0.438009 5.735481e-01
4 5.000000e-03 1.000000e+05 -104.108751 -105.509549 0.246400 5.734317e-01
5 5.000000e-03 1.000000e+05 -103.802301 -103.802301 1.000000 5.753748e-01
6 5.000000e-03 1.000000e+05 -103.171208 -103.171208 1.000000 5.732916e-01
7 5.000000e-03 1.000000e+05 -98.600136 -98.600136 1.000000 5.739581e-01
8 5.000000e-03 1.000000e+05 -96.451230 -96.451230 1.000000 5.738548e-01
8 5.000000e-03 1.000000e+05 -96.451230 -100.581354 0.016081 5.746218e-01
8 5.000000e-03 1.000000e+05 -96.451230 -99.997110 0.028843 5.730896e-01
8 5.000000e-03 1.000000e+05 -96.451230 -100.253252 0.022326 5.734324e-01
9 5.000000e-03 1.000000e+05 -96.311900 -96.311900 1.000000 5.733366e-01
10 5.000000e-03 1.000000e+05 -95.407431 -95.407431 1.000000 5.731908e-01
10 5.000000e-03 1.000000e+05 -95.407431 -97.383465 0.138618 5.735418e-01
11 5.000000e-03 1.000000e+05 -96.186277 -96.186277 0.458936 5.747396e-01
12 5.000000e-03 1.000000e+05 -97.886028 -97.886028 0.182729 5.733299e-01
13 5.000000e-03 1.000000e+05 -95.312639 -95.312639 1.000000 5.740648e-01
14 5.000000e-03 1.000000e+05 -92.209692 -92.209692 1.000000 5.735072e-01
14 5.000000e-03 1.000000e+05 -92.209692 -94.620766 0.089719 5.738274e-01
14 5.000000e-03 1.000000e+05 -92.209692 -94.196306 0.137159 5.732706e-01
15 5.000000e-03 1.000000e+05 -92.237532 -92.237532 0.972544 5.735853e-01
16 5.000000e-03 1.000000e+05 -91.638639 -91.638639 1.000000 5.744062e-01
