accepted delta gamma Lprev Lstar alpha time
1 5.000000e-03 1.000000e+05 -151.837639 -151.837639 1.000000 5.748166e-01
1 5.000000e-03 1.000000e+05 -151.837639 -153.568580 0.177118 5.727789e-01
2 5.000000e-03 1.000000e+05 -146.445557 -146.445557 1.000000 5.735595e-01
3 5.000000e-03 1.000000e+05 -143.609162 -143.609162 1.000000 5.742439e-01
3 5.000000e-03 1.000000e+05 -143.609162 -145.570434 0.140679 5.745592e-01
4 5.000000e-03 1.000000e+05 -140.256179 -140.256179 1.000000 5.726871e-01
5 5.000000e-03 1.000000e+05 -137.847895 -137.847895 1.000000 5.736068e-01
6 5.000000e-03 1.000000e+05 -136.291091 -136.291091 1.000000 5.741123e-01
6 5.000000e-03 1.000000e+05 -136.291091 -137.787033 0.224037 5.740860e-01
7 5.000000e-03 1.000000e+05 -130.799825 -130.799825 1.000000 5.747838e-01
8 5.000000e-03 1.000000e+05 -128.046047 -128.046047 1.000000 5.732227e-01
8 5.000000e-03 1.000000e+05 -128.046047 -130.784530 0.064668 5.742653e-01
9 5.000000e-03 1.000000e+05 -126.587692 -126.587692 1.000000 5.747369e-01
10 5.000000e-03 1.000000e+05 -125.208398 -125.208398 1.000000 5.727826e-01
11 5.000000e-03 1.000000e+05 -115.687640 -115.687640 1.000000 5.729211e-01
12 5.000000e-03 1.000000e+05 -113.437883 -113.437883 1.000000 5.741885e-01
12 5.000000e-03 1.000000e+05 -113.437883 -120.129966 0.001241 5.748062e-01
13 5.000000e-03 1.000000e+05 -112.405025 -112.405025 1.000000 5.722939e-01
13 5.000000e-03 1.000000e+05 -112.405025 -119.754786 0.000643 5.730470e-01
14 5.000000e-03 1.000000e+05 -112.316137 -112.316137 1.000000 5.741563e-01
15 5.000000e-03 1.000000e+05 -108.652298 -108.652298 1.000000 5.744736e-01
16 5.000000e-03 1.000000e+05 -108.556950 -108.556950 1.000000 5.725081e-01
16 5.000000e-03 1.000000e+05 -108.556950 -109.114933 0.572362 5.731744e-01
16 5.000000e-03 1.000000e+05 -108.556950 -112.229921 0.025401 5.740359e-01
16 5.000000e-03 1.000000e+05 -108.556950 -110.348781 0.166655 5.744075e-01
17 5.000000e-03 1.000000e+05 -105.047423 -105.047423 1.000000 5.727176e-01
17 5.000000e-03 1.000000e+05 -105.047423 -106.982674 0.144388 5.733171e-01
18 5.000000e-03 1.000000e+05 -101.799293 -101.799293 1.000000 5.742853e-01
19 5.000000e-03 1.000000e+05 -100.243089 -100.243089 1.000000 5.747406e-01
20 5.000000e-03 1.000000e+05 -101.990400 -101.990400 0.174242 5.724113e-01
20 5.000000e-03 1.000000e+05 -101.990400 -103.007545 0.361626 5.736309e-01
21 5.000000e-03 1.000000e+05 -96.026258 -96.026258 1.000000 5.740698e-01
21 5.000000e-03 1.000000e+05 -96.026258 -98.625232 0.074350 5.744578e-01
22 5.000000e-03 1.000000e+05 -95.275647 -95.275647 1.000000 5.726558e-01
22 5.000000e-03 1.000000e+05 -95.275647 -96.889093 0.199200 5.731091e-01
22 5.000000e-03 1.000000e+05 -95.275647 -98.163419 0.055700 5.746411e-01
23 5.000000e-03 1.000000e+05 -92.143734 -92.143734 1.000000 5.743993e-01
24 5.000000e-03 1.000000e+05 -89.673756 -89.673756 1.000000 5.728484e-01
24 5.000000e-03 1.000000e+05 -89.673756 -93.595650 0.019804 5.731077e-01
24 5.000000e-03 1.000000e+05 -89.673756 -92.510767 0.058601 5.740465e-01
25 5.000000e-03 1.000000e+05 -89.836216 -89.836216 0.850050 5.745102e-01
26 5.000000e-03 1.000000e+05 -90.870800 -90.870800 0.355374 5.727837e-01
27 5.000000e-03 1.000000e+05 -87.255501 -87.255501 1.000000 5.733131e-01
28 5.000000e-03 1.000000e+05 -85.162648 -85.162648 1.000000 5.741600e-01
