accepted delta gamma error Lprev Lstar alpha time
1 1.000000e-01 1.000000e+04 -1.474709e-03 -14.747087 -14.747087 1.000000 1.011072e+00
2 9.523810e-02 1.000000e+04 -1.381958e-03 -13.819585 -13.819585 1.000000 1.010007e+00
2 9.090909e-02 1.000000e+04 -1.591472e-03 -13.819585 -15.914719 0.123054 1.010648e+00
3 8.695652e-02 1.000000e+04 -9.856326e-04 -9.856326 -9.856326 1.000000 1.009622e+00
3 8.333333e-02 1.000000e+04 -1.205855e-03 -9.856326 -12.058547 0.110557 1.010557e+00
4 8.000000e-02 1.000000e+04 -9.708317e-04 -9.708317 -9.708317 1.000000 1.010296e+00
5 7.692308e-02 1.000000e+04 -8.775546e-04 -8.775546 -8.775546 1.000000 1.010108e+00
6 7.407407e-02 1.000000e+04 -7.704706e-04 -7.704706 -7.704706 1.000000 1.009902e+00
7 7.142857e-02 1.000000e+04 -8.600930e-04 -8.600930 -8.600930 0.408108 1.010826e+00
7 6.896552e-02 1.000000e+04 -1.126543e-03 -8.600930 -11.265431 0.069634 1.009978e+00
8 6.666667e-02 1.000000e+04 -9.513343e-04 -9.513343 -9.513343 0.401554 1.009574e+00
9 6.451613e-02 1.000000e+04 -9.960114e-04 -9.960114 -9.960114 0.639691 1.011091e+00
10 6.250000e-02 1.000000e+04 -9.492196e-04 -9.492196 -9.492196 1.000000 1.009697e+00
11 6.060606e-02 1.000000e+04 -9.502438e-04 -9.502438 -9.502438 0.989810 1.009629e+00
12 5.882353e-02 1.000000e+04 -8.935551e-04 -8.935551 -8.935551 1.000000 1.009092e+00
12 5.714286e-02 1.000000e+04 -1.105520e-03 -8.935551 -11.055200 0.120074 1.010237e+00
13 5.555556e-02 1.000000e+04 -8.928640e-04 -8.928640 -8.928640 1.000000 1.010625e+00
14 5.405405e-02 1.000000e+04 -8.756799e-04 -8.756799 -8.756799 1.000000 1.009425e+00
14 5.263158e-02 1.000000e+04 -9.635279e-04 -8.756799 -9.635279 0.415414 1.010230e+00
15 5.128205e-02 1.000000e+04 -8.111909e-04 -8.111909 -8.111909 1.000000 1.009513e+00
16 5.000000e-02 1.000000e+04 -7.967888e-04 -7.967888 -7.967888 1.000000 1.008638e+00
17 4.878049e-02 1.000000e+04 -8.766756e-04 -8.766756 -8.766756 0.449838 1.010881e+00
18 4.761905e-02 1.000000e+04 -8.613738e-04 -8.613738 -8.613738 1.000000 1.009637e+00
19 4.651163e-02 1.000000e+04 -9.370381e-04 -9.370381 -9.370381 0.469239 1.009471e+00
20 4.545455e-02 1.000000e+04 -9.278316e-04 -9.278316 -9.278316 1.000000 1.009325e+00
21 4.444444e-02 1.100000e+04 -1.003980e-03 -11.043778 -11.043778 0.432735 1.009145e+00
22 4.347826e-02 1.100000e+04 -9.949133e-04 -10.944046 -10.944046 1.000000 1.010321e+00
23 4.255319e-02 1.100000e+04 -9.609436e-04 -10.570380 -10.570380 1.000000 1.010420e+00
24 4.166667e-02 1.100000e+04 -8.401650e-04 -9.241814 -9.241814 1.000000 1.009609e+00
24 4.081633e-02 1.100000e+04 -9.295193e-04 -9.241814 -10.224712 0.374225 1.009810e+00
25 4.000000e-02 1.100000e+04 -7.833751e-04 -8.617126 -8.617126 1.000000 1.009510e+00
