accepted delta gamma error Lprev Lstar alpha time
0 2.000000e-01 5.000000e+05 -1.732301e-04 -86.615054 -86.615054 0.000000 6.939964e-310
0 2.000000e-01 5.000000e+05 -4.394126e-04 -86.615054 -219.706312 0.000000 2.505375e+01
0 2.000000e-01 5.000000e+05 -6.667926e-04 -86.615054 -333.396289 0.000000 2.505799e+01
0 2.000000e-01 5.000000e+05 -3.574133e-04 -86.615054 -178.706671 0.000000 2.504548e+01
0 2.000000e-01 5.000000e+05 -7.143090e-04 -86.615054 -357.154507 0.000000 2.505622e+01
0 2.000000e-01 5.000000e+05 -4.697319e-04 -86.615054 -234.865967 0.000000 2.504588e+01
0 2.000000e-01 5.000000e+05 -5.476187e-04 -86.615054 -273.809348 0.000000 2.505636e+01
0 2.000000e-01 5.000000e+05 -2.827803e-04 -86.615054 -141.390136 0.000000 2.504510e+01
0 2.000000e-01 5.000000e+05 -2.386090e-04 -86.615054 -119.304507 0.000000 2.505252e+01
0 2.000000e-01 5.000000e+05 -5.725462e-04 -86.615054 -286.273121 0.000000 2.505039e+01
0 2.000000e-01 5.000000e+05 -3.236439e-04 -86.615054 -161.821937 0.000000 2.505465e+01
0 2.000000e-01 5.000000e+05 -3.390929e-04 -86.615054 -169.546447 0.000000 2.504978e+01
0 2.000000e-01 5.000000e+05 -2.740392e-04 -86.615054 -137.019579 0.000000 2.505624e+01
0 2.000000e-01 5.000000e+05 -3.414534e-04 -86.615054 -170.726685 0.000000 2.504467e+01
0 2.000000e-01 5.000000e+05 -6.088814e-04 -86.615054 -304.440683 0.000000 2.505532e+01
0 2.000000e-01 5.000000e+05 -3.043202e-04 -86.615054 -152.160124 0.000000 2.504643e+01
0 2.000000e-01 5.000000e+05 -2.049497e-04 -86.615054 -102.474862 0.000000 2.505260e+01
0 2.000000e-01 5.000000e+05 -2.268624e-04 -86.615054 -113.431217 0.000000 2.505127e+01
0 2.000000e-01 5.000000e+05 -2.402548e-04 -86.615054 -120.127421 0.000000 2.505432e+01
