accepted delta gamma error Lprev Lstar alpha time
0 1.000000e-01 1.000000e+04 -2.402934e-03 -24.029345 -24.029345 0.000000 6.918743e-310
0 1.000000e-01 1.000000e+04 -2.637623e-03 -24.029345 -26.376227 0.095667 9.972553e-01
0 9.523810e-02 1.000000e+04 -2.516924e-03 -24.029345 -25.169241 0.319852 9.970027e-01
1 9.090909e-02 1.000000e+04 -2.260128e-03 -22.601282 -22.601282 1.000000 9.968653e-01
2 8.695652e-02 1.000000e+04 -2.338813e-03 -23.388133 -23.388133 0.455276 9.968809e-01
3 8.333333e-02 1.000000e+04 -2.096171e-03 -20.961714 -20.961714 1.000000 9.969029e-01
4 8.000000e-02 1.000000e+04 -2.069970e-03 -20.699697 -20.699697 1.000000 9.964290e-01
4 7.692308e-02 1.000000e+04 -2.293090e-03 -20.699697 -22.930899 0.107399 9.969545e-01
4 7.407407e-02 1.000000e+04 -2.120290e-03 -20.699697 -21.202895 0.604594 9.963692e-01
5 7.142857e-02 1.000000e+04 -2.053843e-03 -20.538430 -20.538430 1.000000 9.976154e-01
5 6.896552e-02 1.000000e+04 -2.559285e-03 -20.538430 -25.592854 0.006381 9.968229e-01
6 6.666667e-02 1.000000e+04 -1.916521e-03 -19.165210 -19.165210 1.000000 9.969403e-01
7 6.451613e-02 1.000000e+04 -1.701222e-03 -17.012220 -17.012220 1.000000 9.970460e-01
7 6.250000e-02 1.000000e+04 -2.070213e-03 -17.012220 -20.702133 0.024974 9.965619e-01
7 6.060606e-02 1.000000e+04 -1.745422e-03 -17.012220 -17.454215 0.642752 9.967404e-01
8 5.882353e-02 1.000000e+04 -1.757678e-03 -17.576777 -17.576777 0.568611 9.969251e-01
9 5.714286e-02 1.000000e+04 -1.743410e-03 -17.434097 -17.434097 1.000000 9.975908e-01
10 5.555556e-02 1.000000e+04 -1.715469e-03 -17.154691 -17.154691 1.000000 9.966616e-01
11 5.405405e-02 1.000000e+04 -1.703018e-03 -17.030179 -17.030179 1.000000 9.967143e-01
