accepted	delta			Lprev	Lstar	alpha	time
4			2.722323e-01	-40.696778	-94.382199	0.000000	1.100807e+00
4			2.719855e-01	-40.696778	-69.496705	0.000000	1.092159e+00
4			2.717391e-01	-40.696778	-67.595559	0.000000	1.084742e+00
4			2.714932e-01	-40.696778	-69.470949	0.000000	1.359835e+00
4			2.712477e-01	-40.696778	-90.513161	0.000000	1.174862e+00
4			2.710027e-01	-40.696778	-97.153096	0.000000	1.086792e+00
4			2.707581e-01	-40.696778	-51.591483	0.000019	1.093248e+00
4			2.705140e-01	-40.696778	-60.120433	0.000000	1.162017e+00
4			2.702703e-01	-40.696778	-65.481011	0.000000	1.434277e+00
4			2.700270e-01	-40.696778	-56.288589	0.000000	1.093850e+00
4			2.697842e-01	-40.696778	-47.124323	0.001616	1.100662e+00
4			2.695418e-01	-40.696778	-68.258678	0.000000	1.527073e+00
4			2.692998e-01	-40.696778	-77.294216	0.000000	1.098499e+00
4			2.690583e-01	-40.696778	-87.734923	0.000000	1.092245e+00
4			2.688172e-01	-40.696778	-76.906997	0.000000	1.093891e+00
4			2.685765e-01	-40.696778	-55.775789	0.000000	1.154238e+00
4			2.683363e-01	-40.696778	-88.076563	0.000000	1.072107e+00
4			2.680965e-01	-40.696778	-81.046255	0.000000	1.095072e+00
4			2.678571e-01	-40.696778	-78.121396	0.000000	1.694088e+00
4			2.676182e-01	-40.696778	-62.557345	0.000000	1.336042e+00
4			2.673797e-01	-40.696778	-99.515922	0.000000	1.098802e+00
4			2.671416e-01	-40.696778	-60.484428	0.000000	1.089609e+00
4			2.669039e-01	-40.696778	-75.775044	0.000000	1.308551e+00
4			2.666667e-01	-40.696778	-94.208423	0.000000	1.119330e+00
4			2.664298e-01	-40.696778	-72.610949	0.000000	1.187746e+00
4			2.661934e-01	-40.696778	-67.116689	0.000000	1.101593e+00
4			2.659574e-01	-40.696778	-63.372683	0.000000	1.091275e+00
4			2.657219e-01	-40.696778	-72.248596	0.000000	1.131149e+00
4			2.654867e-01	-40.696778	-46.468119	0.003116	1.084463e+00
4			2.652520e-01	-40.696778	-80.229763	0.000000	1.434092e+00
4			2.650177e-01	-40.696778	-46.685353	0.002507	1.299342e+00
4			2.647838e-01	-40.696778	-47.511796	0.001097	1.551058e+00
4			2.645503e-01	-40.696778	-58.264098	0.000000	1.075958e+00
4			2.643172e-01	-40.696778	-63.729212	0.000000	1.283810e+00
4			2.640845e-01	-40.696778	-55.626007	0.000000	1.243996e+00
4			2.638522e-01	-40.696778	-102.132334	0.000000	1.092165e+00
4			2.636204e-01	-40.696778	-68.959403	0.000000	1.084262e+00
4			2.633889e-01	-40.696778	-73.239345	0.000000	1.233136e+00
4			2.631579e-01	-40.696778	-76.164228	0.000000	1.256554e+00
4			2.629273e-01	-40.696778	-50.347908	0.000064	1.093761e+00
4			2.626970e-01	-40.696778	-64.950259	0.000000	1.094327e+00
4			2.624672e-01	-40.696778	-61.310834	0.000000	1.131338e+00
4			2.622378e-01	-40.696778	-61.256959	0.000000	1.086916e+00
4			2.620087e-01	-40.696778	-60.923561	0.000000	1.119238e+00
4			2.617801e-01	-40.696778	-81.929138	0.000000	1.590517e+00
4			2.615519e-01	-40.696778	-50.609565	0.000050	1.200370e+00
4			2.613240e-01	-40.696778	-45.619618	0.007278	1.093237e+00
4			2.610966e-01	-40.696778	-110.111091	0.000000	1.098858e+00
4			2.608696e-01	-40.696778	-69.657596	0.000000	1.088898e+00
4			2.606429e-01	-40.696778	-52.265550	0.000009	1.164943e+00
4			2.604167e-01	-40.696778	-107.637487	0.000000	1.259064e+00
4			2.601908e-01	-40.696778	-65.598006	0.000000	1.094884e+00
4			2.599653e-01	-40.696778	-58.889411	0.000000	1.091412e+00
4			2.597403e-01	-40.696778	-54.764010	0.000001	1.690222e+00
4			2.595156e-01	-40.696778	-67.641988	0.000000	1.091827e+00
4			2.592913e-01	-40.696778	-67.814459	0.000000	1.434477e+00
4			2.590674e-01	-40.696778	-49.159635	0.000211	1.087384e+00
4			2.588438e-01	-40.696778	-58.920557	0.000000	1.068389e+00
4			2.586207e-01	-40.696778	-79.819418	0.000000	1.094269e+00
4			2.583979e-01	-40.696778	-68.332835	0.000000	1.244454e+00
4			2.581756e-01	-40.696778	-66.002326	0.000000	1.081667e+00
4			2.579536e-01	-40.696778	-72.257203	0.000000	1.087111e+00
4			2.577320e-01	-40.696778	-72.638975	0.000000	1.081303e+00
4			2.575107e-01	-40.696778	-53.785816	0.000002	1.081445e+00
4			2.572899e-01	-40.696778	-53.123549	0.000004	1.093678e+00
4			2.570694e-01	-40.696778	-61.733831	0.000000	1.093849e+00
4			2.568493e-01	-40.696778	-67.659310	0.000000	1.092042e+00
4			2.566296e-01	-40.696778	-60.090763	0.000000	1.079347e+00
4			2.564103e-01	-40.696778	-77.656701	0.000000	1.088325e+00
4			2.561913e-01	-40.696778	-55.757346	0.000000	1.159583e+00
4			2.559727e-01	-40.696778	-66.106814	0.000000	1.079995e+00
4			2.557545e-01	-40.696778	-85.375299	0.000000	1.134757e+00
4			2.555366e-01	-40.696778	-92.506372	0.000000	1.448858e+00
4			2.553191e-01	-40.696778	-85.859111	0.000000	1.397470e+00
4			2.551020e-01	-40.696778	-72.847859	0.000000	1.087803e+00
4			2.548853e-01	-40.696778	-73.279953	0.000000	1.323169e+00
4			2.546689e-01	-40.696778	-50.471748	0.000057	1.106758e+00
4			2.544529e-01	-40.696778	-66.413131	0.000000	1.084691e+00
4			2.542373e-01	-40.696778	-64.634721	0.000000	1.091481e+00
4			2.540220e-01	-40.696778	-74.684799	0.000000	1.125809e+00
4			2.538071e-01	-40.696778	-65.917743	0.000000	1.936046e+00
4			2.535926e-01	-40.696778	-72.822127	0.000000	1.242796e+00
4			2.533784e-01	-40.696778	-76.151979	0.000000	1.119222e+00
4			2.531646e-01	-40.696778	-44.131284	0.032241	1.097044e+00
4			2.529511e-01	-40.696778	-51.429068	0.000022	1.098670e+00
4			2.527380e-01	-40.696778	-59.521976	0.000000	1.668846e+00
4			2.525253e-01	-40.696778	-92.644756	0.000000	1.084763e+00
4			2.523129e-01	-40.696778	-83.546902	0.000000	1.170126e+00
4			2.521008e-01	-40.696778	-72.427123	0.000000	1.092691e+00
4			2.518892e-01	-40.696778	-62.292727	0.000000	1.083662e+00
4			2.516779e-01	-40.696778	-43.871192	0.041819	1.073415e+00
4			2.514669e-01	-40.696778	-74.758700	0.000000	1.126801e+00
4			2.512563e-01	-40.696778	-74.728327	0.000000	1.464171e+00
4			2.510460e-01	-40.696778	-94.289589	0.000000	1.182597e+00
4			2.508361e-01	-40.696778	-98.433022	0.000000	1.595451e+00
4			2.506266e-01	-40.696778	-80.778238	0.000000	1.197993e+00
4			2.504174e-01	-40.696778	-76.470978	0.000000	1.098644e+00
4			2.502085e-01	-40.696778	-60.812661	0.000000	1.092848e+00
4			2.500000e-01	-40.696778	-67.224821	0.000000	1.096377e+00
4			2.497918e-01	-40.696778	-53.145293	0.000004	1.104272e+00
4			2.495840e-01	-40.696778	-72.915499	0.000000	1.088365e+00
4			2.493766e-01	-40.696778	-57.732470	0.000000	1.103815e+00
4			2.491694e-01	-40.696778	-65.129939	0.000000	1.119582e+00
5			2.489627e-01	-40.443814	-40.443814	1.000000	1.174899e+00
5			2.487562e-01	-40.443814	-49.308054	0.000141	1.122599e+00
5			2.485501e-01	-40.443814	-65.218818	0.000000	1.366308e+00
6			2.483444e-01	-40.282146	-40.282146	1.000000	1.100974e+00
6			2.481390e-01	-40.282146	-54.796206	0.000000	1.091857e+00
6			2.479339e-01	-40.282146	-84.577053	0.000000	1.073948e+00
6			2.477291e-01	-40.282146	-90.670530	0.000000	1.499668e+00
6			2.475248e-01	-40.282146	-61.925203	0.000000	1.085463e+00
6			2.473207e-01	-40.282146	-75.480843	0.000000	1.088140e+00
6			2.471170e-01	-40.282146	-63.871214	0.000000	1.102092e+00
6			2.469136e-01	-40.282146	-40.893052	0.542859	1.106086e+00
6			2.467105e-01	-40.282146	-48.755772	0.000209	1.091013e+00
6			2.465078e-01	-40.282146	-90.070171	0.000000	1.096765e+00
6			2.463054e-01	-40.282146	-42.111754	0.160476	1.095605e+00
6			2.461034e-01	-40.282146	-92.446868	0.000000	1.186144e+00
6			2.459016e-01	-40.282146	-59.508040	0.000000	1.112296e+00
6			2.457002e-01	-40.282146	-69.187023	0.000000	1.084523e+00
6			2.454992e-01	-40.282146	-70.085962	0.000000	1.071676e+00
6			2.452984e-01	-40.282146	-58.663417	0.000000	1.091804e+00
6			2.450980e-01	-40.282146	-90.374362	0.000000	1.229189e+00
6			2.448980e-01	-40.282146	-59.683784	0.000000	1.160429e+00
6			2.446982e-01	-40.282146	-76.489266	0.000000	1.129400e+00
6			2.444988e-01	-40.282146	-66.163163	0.000000	1.092430e+00
6			2.442997e-01	-40.282146	-57.892738	0.000000	1.102413e+00
6			2.441009e-01	-40.282146	-67.066810	0.000000	1.083124e+00
6			2.439024e-01	-40.282146	-54.120709	0.000001	1.159132e+00
7			2.437043e-01	-36.204157	-36.204157	1.000000	1.132045e+00
7			2.435065e-01	-36.204157	-57.837291	0.000000	1.096152e+00
7			2.433090e-01	-36.204157	-58.665406	0.000000	1.597576e+00
7			2.431118e-01	-36.204157	-45.546336	0.000088	1.097951e+00
7			2.429150e-01	-36.204157	-85.677631	0.000000	1.096707e+00
7			2.427184e-01	-36.204157	-56.806192	0.000000	1.234241e+00
7			2.425222e-01	-36.204157	-98.584069	0.000000	1.083331e+00
7			2.423263e-01	-36.204157	-89.828652	0.000000	1.442514e+00
7			2.421308e-01	-36.204157	-43.311259	0.000819	1.090432e+00
7			2.419355e-01	-36.204157	-64.838434	0.000000	1.092556e+00
7			2.417405e-01	-36.204157	-69.740974	0.000000	1.084220e+00
7			2.415459e-01	-36.204157	-40.953425	0.008658	1.097118e+00
7			2.413516e-01	-36.204157	-95.194755	0.000000	1.092691e+00
7			2.411576e-01	-36.204157	-71.487648	0.000000	1.093271e+00
7			2.409639e-01	-36.204157	-44.045627	0.000393	1.107831e+00
7			2.407705e-01	-36.204157	-53.025427	0.000000	1.082157e+00
7			2.405774e-01	-36.204157	-70.481318	0.000000	1.101962e+00
7			2.403846e-01	-36.204157	-81.357009	0.000000	1.095336e+00
7			2.401922e-01	-36.204157	-40.556873	0.012872	1.092516e+00
7			2.400000e-01	-36.204157	-65.321078	0.000000	1.161532e+00
7			2.398082e-01	-36.204157	-73.964680	0.000000	1.203078e+00
7			2.396166e-01	-36.204157	-100.334194	0.000000	1.627033e+00
7			2.394254e-01	-36.204157	-75.021610	0.000000	1.084943e+00
7			2.392344e-01	-36.204157	-69.019104	0.000000	1.090709e+00
7			2.390438e-01	-36.204157	-47.358428	0.000014	1.075779e+00
7			2.388535e-01	-36.204157	-80.570549	0.000000	1.356939e+00
7			2.386635e-01	-36.204157	-61.120587	0.000000	1.100515e+00
7			2.384738e-01	-36.204157	-75.001798	0.000000	1.127957e+00
7			2.382844e-01	-36.204157	-79.247795	0.000000	1.089953e+00
7			2.380952e-01	-36.204157	-66.150887	0.000000	1.071890e+00
7			2.379064e-01	-36.204157	-60.574377	0.000000	1.099951e+00
7			2.377179e-01	-36.204157	-77.924210	0.000000	1.095035e+00
7			2.375297e-01	-36.204157	-66.926152	0.000000	1.100313e+00
7			2.373418e-01	-36.204157	-75.449367	0.000000	1.092571e+00
7			2.371542e-01	-36.204157	-65.831567	0.000000	1.263026e+00
7			2.369668e-01	-36.204157	-83.933081	0.000000	1.192572e+00
7			2.367798e-01	-36.204157	-54.168861	0.000000	1.091332e+00
7			2.365931e-01	-36.204157	-69.583491	0.000000	1.100094e+00
7			2.364066e-01	-36.204157	-56.445305	0.000000	1.084107e+00
7			2.362205e-01	-36.204157	-52.191232	0.000000	1.093914e+00
7			2.360346e-01	-36.204157	-87.708751	0.000000	1.095059e+00
7			2.358491e-01	-36.204157	-66.099907	0.000000	1.261534e+00
7			2.356638e-01	-36.204157	-60.543114	0.000000	1.094427e+00
7			2.354788e-01	-36.204157	-89.768817	0.000000	1.095060e+00
7			2.352941e-01	-36.204157	-53.820745	0.000000	1.090395e+00
7			2.351097e-01	-36.204157	-76.446886	0.000000	1.201401e+00
7			2.349256e-01	-36.204157	-60.732764	0.000000	1.133614e+00
7			2.347418e-01	-36.204157	-50.093751	0.000001	1.103514e+00
7			2.345582e-01	-36.204157	-51.768200	0.000000	1.082438e+00
7			2.343750e-01	-36.204157	-62.300095	0.000000	1.099682e+00
7			2.341920e-01	-36.204157	-45.357233	0.000106	1.092025e+00
7			2.340094e-01	-36.204157	-66.633270	0.000000	1.332731e+00
7			2.338270e-01	-36.204157	-59.236016	0.000000	1.082418e+00
7			2.336449e-01	-36.204157	-67.578171	0.000000	1.072238e+00
7			2.334630e-01	-36.204157	-76.988813	0.000000	1.121003e+00
7			2.332815e-01	-36.204157	-105.537863	0.000000	1.100801e+00
7			2.331002e-01	-36.204157	-51.262554	0.000000	1.094188e+00
7			2.329193e-01	-36.204157	-58.622788	0.000000	1.094835e+00
7			2.327386e-01	-36.204157	-51.924780	0.000000	1.234994e+00
7			2.325581e-01	-36.204157	-67.575804	0.000000	1.081486e+00
7			2.323780e-01	-36.204157	-134.810155	0.000000	1.093691e+00
7			2.321981e-01	-36.204157	-61.134826	0.000000	1.203169e+00
7			2.320186e-01	-36.204157	-79.468965	0.000000	1.086005e+00
7			2.318393e-01	-36.204157	-42.995685	0.001123	1.098244e+00
7			2.316602e-01	-36.204157	-94.402224	0.000000	1.089629e+00
7			2.314815e-01	-36.204157	-72.962650	0.000000	1.094917e+00
7			2.313030e-01	-36.204157	-45.983058	0.000057	1.088613e+00
7			2.311248e-01	-36.204157	-112.149984	0.000000	1.106678e+00
7			2.309469e-01	-36.204157	-52.804157	0.000000	1.088541e+00
7			2.307692e-01	-36.204157	-59.298444	0.000000	1.075186e+00
7			2.305919e-01	-36.204157	-59.076427	0.000000	1.076279e+00
7			2.304147e-01	-36.204157	-46.991488	0.000021	1.086148e+00
7			2.302379e-01	-36.204157	-49.535836	0.000002	1.100903e+00
7			2.300613e-01	-36.204157	-54.488265	0.000000	1.237106e+00
7			2.298851e-01	-36.204157	-38.731959	0.079834	1.127913e+00
7			2.297090e-01	-36.204157	-48.073477	0.000007	1.091860e+00
7			2.295333e-01	-36.204157	-55.192925	0.000000	1.099542e+00
7			2.293578e-01	-36.204157	-61.154738	0.000000	1.082634e+00
7			2.291826e-01	-36.204157	-57.380816	0.000000	1.293620e+00
7			2.290076e-01	-36.204157	-61.799852	0.000000	1.089782e+00
7			2.288330e-01	-36.204157	-50.549054	0.000001	1.108547e+00
7			2.286585e-01	-36.204157	-60.202061	0.000000	1.094346e+00
7			2.284844e-01	-36.204157	-81.873026	0.000000	2.358851e+00
7			2.283105e-01	-36.204157	-67.347452	0.000000	1.098816e+00
7			2.281369e-01	-36.204157	-50.605505	0.000001	1.099176e+00
7			2.279635e-01	-36.204157	-57.259790	0.000000	1.073625e+00
7			2.277904e-01	-36.204157	-68.961560	0.000000	1.094736e+00
7			2.276176e-01	-36.204157	-56.382178	0.000000	1.102794e+00
7			2.274450e-01	-36.204157	-69.653829	0.000000	1.081663e+00
7			2.272727e-01	-36.204157	-78.162741	0.000000	1.068876e+00
7			2.271007e-01	-36.204157	-99.296075	0.000000	1.093618e+00
7			2.269289e-01	-36.204157	-57.335742	0.000000	1.104751e+00
7			2.267574e-01	-36.204157	-76.759707	0.000000	1.146151e+00
7			2.265861e-01	-36.204157	-65.429728	0.000000	1.101242e+00
7			2.264151e-01	-36.204157	-52.129099	0.000000	1.092283e+00
7			2.262443e-01	-36.204157	-63.170992	0.000000	1.370080e+00
7			2.260739e-01	-36.204157	-76.129369	0.000000	1.676063e+00
7			2.259036e-01	-36.204157	-52.102627	0.000000	1.080932e+00
7			2.257336e-01	-36.204157	-84.305308	0.000000	1.088831e+00
7			2.255639e-01	-36.204157	-47.942462	0.000008	1.097937e+00
7			2.253944e-01	-36.204157	-46.063193	0.000052	1.130533e+00
7			2.252252e-01	-36.204157	-91.352762	0.000000	1.093365e+00
7			2.250563e-01	-36.204157	-44.267734	0.000315	1.089961e+00
7			2.248876e-01	-36.204157	-48.942174	0.000003	1.101471e+00
7			2.247191e-01	-36.204157	-57.689489	0.000000	1.093174e+00
7			2.245509e-01	-36.204157	-62.585082	0.000000	1.359515e+00
7			2.243829e-01	-36.204157	-59.158550	0.000000	1.291508e+00
7			2.242152e-01	-36.204157	-59.912198	0.000000	1.093089e+00
7			2.240478e-01	-36.204157	-59.935448	0.000000	1.336470e+00
7			2.238806e-01	-36.204157	-49.051746	0.000003	1.160417e+00
7			2.237136e-01	-36.204157	-64.711005	0.000000	1.092455e+00
7			2.235469e-01	-36.204157	-94.777339	0.000000	1.102675e+00
7			2.233805e-01	-36.204157	-57.324039	0.000000	1.354713e+00
7			2.232143e-01	-36.204157	-78.021651	0.000000	1.110163e+00
7			2.230483e-01	-36.204157	-71.407608	0.000000	1.110941e+00
7			2.228826e-01	-36.204157	-50.868246	0.000000	1.076918e+00
7			2.227171e-01	-36.204157	-59.692839	0.000000	1.095035e+00
7			2.225519e-01	-36.204157	-70.788115	0.000000	1.085462e+00
7			2.223870e-01	-36.204157	-52.097297	0.000000	1.096160e+00
7			2.222222e-01	-36.204157	-77.417214	0.000000	1.092801e+00
7			2.220577e-01	-36.204157	-81.585794	0.000000	1.089741e+00
7			2.218935e-01	-36.204157	-71.063332	0.000000	1.370318e+00
7			2.217295e-01	-36.204157	-39.669993	0.031247	1.098849e+00
7			2.215657e-01	-36.204157	-76.274946	0.000000	1.498357e+00
7			2.214022e-01	-36.204157	-50.834356	0.000000	1.098030e+00
7			2.212389e-01	-36.204157	-75.276690	0.000000	1.090828e+00
7			2.210759e-01	-36.204157	-58.732059	0.000000	1.098660e+00
7			2.209131e-01	-36.204157	-48.973783	0.000003	1.106844e+00
7			2.207506e-01	-36.204157	-67.747593	0.000000	1.088502e+00
7			2.205882e-01	-36.204157	-79.439252	0.000000	1.097750e+00
7			2.204262e-01	-36.204157	-116.326232	0.000000	1.083311e+00
7			2.202643e-01	-36.204157	-63.614888	0.000000	1.083463e+00
7			2.201027e-01	-36.204157	-102.391441	0.000000	1.076246e+00
7			2.199413e-01	-36.204157	-100.937066	0.000000	1.094612e+00
7			2.197802e-01	-36.204157	-81.432960	0.000000	1.159892e+00
7			2.196193e-01	-36.204157	-42.384356	0.002070	1.095041e+00
7			2.194587e-01	-36.204157	-73.688826	0.000000	1.092265e+00
7			2.192982e-01	-36.204157	-64.021576	0.000000	1.099217e+00
7			2.191381e-01	-36.204157	-57.708252	0.000000	1.094276e+00
7			2.189781e-01	-36.204157	-78.771850	0.000000	1.095124e+00
7			2.188184e-01	-36.204157	-58.096592	0.000000	1.091845e+00
7			2.186589e-01	-36.204157	-51.701807	0.000000	1.089545e+00
7			2.184996e-01	-36.204157	-50.701417	0.000001	1.108176e+00
7			2.183406e-01	-36.204157	-64.939291	0.000000	1.089530e+00
7			2.181818e-01	-36.204157	-51.384379	0.000000	1.079746e+00
7			2.180233e-01	-36.204157	-77.649715	0.000000	1.081987e+00
7			2.178649e-01	-36.204157	-77.631339	0.000000	1.079129e+00
7			2.177068e-01	-36.204157	-104.527410	0.000000	1.083425e+00
7			2.175489e-01	-36.204157	-77.032027	0.000000	1.094711e+00
7			2.173913e-01	-36.204157	-42.259855	0.002344	1.126042e+00
7			2.172339e-01	-36.204157	-47.507904	0.000012	1.106389e+00
7			2.170767e-01	-36.204157	-86.052133	0.000000	1.157047e+00
7			2.169197e-01	-36.204157	-63.801534	0.000000	1.094381e+00
7			2.167630e-01	-36.204157	-47.832512	0.000009	1.157131e+00
7			2.166065e-01	-36.204157	-81.585628	0.000000	1.078428e+00
7			2.164502e-01	-36.204157	-80.046935	0.000000	1.088674e+00
7			2.162942e-01	-36.204157	-77.117424	0.000000	1.098254e+00
7			2.161383e-01	-36.204157	-61.022077	0.000000	1.100500e+00
7			2.159827e-01	-36.204157	-39.988148	0.022732	1.091907e+00
7			2.158273e-01	-36.204157	-57.376463	0.000000	1.163132e+00
7			2.156722e-01	-36.204157	-105.771202	0.000000	1.294327e+00
7			2.155172e-01	-36.204157	-56.588298	0.000000	1.163591e+00
7			2.153625e-01	-36.204157	-77.485872	0.000000	1.888763e+00
7			2.152080e-01	-36.204157	-86.739202	0.000000	1.876112e+00
7			2.150538e-01	-36.204157	-98.862159	0.000000	1.154246e+00
7			2.148997e-01	-36.204157	-65.809652	0.000000	1.093754e+00
