accepted	delta			Lprev	Lstar	alpha	time
7			2.147459e-01	-36.204157	-47.866806	0.000009	1.094039e+00
7			2.145923e-01	-36.204157	-71.826442	0.000000	1.069014e+00
7			2.144389e-01	-36.204157	-64.821324	0.000000	1.098366e+00
7			2.142857e-01	-36.204157	-64.527282	0.000000	1.096542e+00
7			2.141328e-01	-36.204157	-47.696314	0.000010	1.128657e+00
7			2.139800e-01	-36.204157	-64.184974	0.000000	1.085386e+00
7			2.138275e-01	-36.204157	-43.899958	0.000455	1.094146e+00
7			2.136752e-01	-36.204157	-65.996947	0.000000	1.096850e+00
7			2.135231e-01	-36.204157	-89.179797	0.000000	1.332098e+00
7			2.133713e-01	-36.204157	-62.610203	0.000000	1.130874e+00
7			2.132196e-01	-36.204157	-79.794556	0.000000	1.085621e+00
7			2.130682e-01	-36.204157	-61.874821	0.000000	1.072841e+00
7			2.129170e-01	-36.204157	-81.337196	0.000000	1.092587e+00
7			2.127660e-01	-36.204157	-103.173770	0.000000	1.193585e+00
7			2.126152e-01	-36.204157	-70.538832	0.000000	1.088586e+00
7			2.124646e-01	-36.204157	-59.598585	0.000000	1.100509e+00
7			2.123142e-01	-36.204157	-58.970695	0.000000	1.093384e+00
7			2.121641e-01	-36.204157	-54.236702	0.000000	1.098868e+00
7			2.120141e-01	-36.204157	-63.676421	0.000000	1.100218e+00
7			2.118644e-01	-36.204157	-65.607258	0.000000	1.094255e+00
7			2.117149e-01	-36.204157	-43.439825	0.000720	1.294676e+00
7			2.115656e-01	-36.204157	-61.304676	0.000000	1.192926e+00
7			2.114165e-01	-36.204157	-58.661342	0.000000	1.100169e+00
7			2.112676e-01	-36.204157	-66.562789	0.000000	1.093033e+00
7			2.111189e-01	-36.204157	-49.772668	0.000001	1.100328e+00
7			2.109705e-01	-36.204157	-56.777159	0.000000	1.529366e+00
7			2.108222e-01	-36.204157	-56.173678	0.000000	1.114786e+00
7			2.106742e-01	-36.204157	-93.391584	0.000000	1.109677e+00
7			2.105263e-01	-36.204157	-89.206335	0.000000	1.101303e+00
7			2.103787e-01	-36.204157	-50.229643	0.000001	1.093182e+00
7			2.102313e-01	-36.204157	-47.937985	0.000008	1.092405e+00
7			2.100840e-01	-36.204157	-57.604517	0.000000	1.092729e+00
7			2.099370e-01	-36.204157	-69.514496	0.000000	1.090248e+00
7			2.097902e-01	-36.204157	-58.264506	0.000000	1.103459e+00
7			2.096436e-01	-36.204157	-111.136527	0.000000	1.093085e+00
7			2.094972e-01	-36.204157	-60.583821	0.000000	1.126455e+00
7			2.093510e-01	-36.204157	-68.883992	0.000000	1.098776e+00
7			2.092050e-01	-36.204157	-65.700387	0.000000	1.100452e+00
7			2.090592e-01	-36.204157	-56.200958	0.000000	1.093395e+00
7			2.089136e-01	-36.204157	-58.252929	0.000000	1.100241e+00
7			2.087683e-01	-36.204157	-64.729412	0.000000	1.083577e+00
7			2.086231e-01	-36.204157	-64.629853	0.000000	1.072625e+00
7			2.084781e-01	-36.204157	-85.289275	0.000000	1.085202e+00
7			2.083333e-01	-36.204157	-71.381182	0.000000	1.091356e+00
7			2.081888e-01	-36.204157	-58.747890	0.000000	1.102156e+00
7			2.080444e-01	-36.204157	-76.248521	0.000000	1.101990e+00
7			2.079002e-01	-36.204157	-62.910552	0.000000	1.093201e+00
7			2.077562e-01	-36.204157	-54.494919	0.000000	1.085145e+00
7			2.076125e-01	-36.204157	-54.622742	0.000000	1.094054e+00
7			2.074689e-01	-36.204157	-59.005167	0.000000	1.095475e+00
7			2.073255e-01	-36.204157	-80.821582	0.000000	1.122833e+00
7			2.071823e-01	-36.204157	-67.007264	0.000000	1.081843e+00
7			2.070393e-01	-36.204157	-67.820384	0.000000	1.082327e+00
7			2.068966e-01	-36.204157	-61.381427	0.000000	1.092847e+00
7			2.067540e-01	-36.204157	-56.296582	0.000000	1.108815e+00
7			2.066116e-01	-36.204157	-65.909988	0.000000	1.080181e+00
7			2.064694e-01	-36.204157	-74.646375	0.000000	1.091517e+00
7			2.063274e-01	-36.204157	-40.864196	0.009466	1.100135e+00
7			2.061856e-01	-36.204157	-77.792687	0.000000	1.092916e+00
7			2.060440e-01	-36.204157	-62.262155	0.000000	1.091812e+00
7			2.059025e-01	-36.204157	-75.459864	0.000000	1.082451e+00
7			2.057613e-01	-36.204157	-73.332486	0.000000	1.103221e+00
7			2.056203e-01	-36.204157	-77.011404	0.000000	1.165634e+00
7			2.054795e-01	-36.204157	-62.985970	0.000000	1.083362e+00
7			2.053388e-01	-36.204157	-82.201745	0.000000	1.094501e+00
7			2.051984e-01	-36.204157	-55.340886	0.000000	1.090260e+00
7			2.050581e-01	-36.204157	-74.618445	0.000000	1.080947e+00
7			2.049180e-01	-36.204157	-61.611265	0.000000	1.088248e+00
7			2.047782e-01	-36.204157	-66.607766	0.000000	1.086327e+00
7			2.046385e-01	-36.204157	-71.819401	0.000000	1.071016e+00
7			2.044990e-01	-36.204157	-47.274220	0.000016	1.092189e+00
7			2.043597e-01	-36.204157	-83.854181	0.000000	1.092967e+00
7			2.042206e-01	-36.204157	-56.165155	0.000000	1.099655e+00
7			2.040816e-01	-36.204157	-83.186281	0.000000	1.105898e+00
7			2.039429e-01	-36.204157	-82.320238	0.000000	1.092883e+00
7			2.038043e-01	-36.204157	-48.253858	0.000006	1.093403e+00
7			2.036660e-01	-36.204157	-55.627482	0.000000	1.090387e+00
7			2.035278e-01	-36.204157	-72.553112	0.000000	1.093562e+00
7			2.033898e-01	-36.204157	-82.510886	0.000000	1.093062e+00
7			2.032520e-01	-36.204157	-81.173956	0.000000	1.095661e+00
7			2.031144e-01	-36.204157	-69.281083	0.000000	1.091561e+00
7			2.029770e-01	-36.204157	-66.312799	0.000000	1.076380e+00
7			2.028398e-01	-36.204157	-44.083880	0.000378	1.085222e+00
7			2.027027e-01	-36.204157	-77.735173	0.000000	1.095141e+00
7			2.025658e-01	-36.204157	-70.089110	0.000000	1.099206e+00
7			2.024291e-01	-36.204157	-74.222112	0.000000	1.083056e+00
7			2.022927e-01	-36.204157	-60.068419	0.000000	1.079813e+00
7			2.021563e-01	-36.204157	-46.129935	0.000049	1.092732e+00
7			2.020202e-01	-36.204157	-62.323194	0.000000	1.091541e+00
7			2.018843e-01	-36.204157	-50.289522	0.000001	1.100528e+00
7			2.017485e-01	-36.204157	-84.915388	0.000000	1.121869e+00
7			2.016129e-01	-36.204157	-73.403578	0.000000	1.072233e+00
7			2.014775e-01	-36.204157	-49.367586	0.000002	1.081134e+00
7			2.013423e-01	-36.204157	-53.260636	0.000000	1.092627e+00
7			2.012072e-01	-36.204157	-63.443291	0.000000	1.091025e+00
7			2.010724e-01	-36.204157	-107.141001	0.000000	1.073261e+00
7			2.009377e-01	-36.204157	-58.627852	0.000000	1.109415e+00
7			2.008032e-01	-36.204157	-59.955028	0.000000	1.076529e+00
7			2.006689e-01	-36.204157	-80.681833	0.000000	1.089553e+00
7			2.005348e-01	-36.204157	-75.916789	0.000000	1.108993e+00
7			2.004008e-01	-36.204157	-56.515872	0.000000	1.092791e+00
7			2.002670e-01	-36.204157	-49.809637	0.000001	1.095676e+00
7			2.001334e-01	-36.204157	-64.512566	0.000000	1.083871e+00
7			2.000000e-01	-36.204157	-72.124829	0.000000	1.094376e+00
7			1.998668e-01	-36.204157	-72.817578	0.000000	1.105812e+00
7			1.997337e-01	-36.204157	-70.598358	0.000000	1.084866e+00
7			1.996008e-01	-36.204157	-58.839989	0.000000	1.094034e+00
7			1.994681e-01	-36.204157	-75.128823	0.000000	1.069371e+00
7			1.993355e-01	-36.204157	-55.085331	0.000000	1.086538e+00
7			1.992032e-01	-36.204157	-70.032614	0.000000	1.099323e+00
7			1.990710e-01	-36.204157	-61.012049	0.000000	1.086427e+00
7			1.989390e-01	-36.204157	-63.729067	0.000000	1.099244e+00
7			1.988072e-01	-36.204157	-46.436476	0.000036	1.086476e+00
7			1.986755e-01	-36.204157	-71.273963	0.000000	1.101050e+00
7			1.985440e-01	-36.204157	-56.728258	0.000000	1.100200e+00
7			1.984127e-01	-36.204157	-57.505840	0.000000	1.092816e+00
7			1.982816e-01	-36.204157	-39.914012	0.024481	1.093985e+00
7			1.981506e-01	-36.204157	-59.714233	0.000000	1.089446e+00
7			1.980198e-01	-36.204157	-65.072841	0.000000	1.101828e+00
7			1.978892e-01	-36.204157	-61.057230	0.000000	1.124856e+00
7			1.977587e-01	-36.204157	-84.678558	0.000000	1.099552e+00
7			1.976285e-01	-36.204157	-60.820024	0.000000	1.090745e+00
7			1.974984e-01	-36.204157	-55.760357	0.000000	1.087808e+00
7			1.973684e-01	-36.204157	-63.958248	0.000000	1.109299e+00
7			1.972387e-01	-36.204157	-57.943205	0.000000	1.093152e+00
7			1.971091e-01	-36.204157	-90.894980	0.000000	1.085711e+00
7			1.969796e-01	-36.204157	-67.420066	0.000000	1.101773e+00
7			1.968504e-01	-36.204157	-41.343956	0.005859	1.084594e+00
7			1.967213e-01	-36.204157	-56.127847	0.000000	1.095198e+00
7			1.965924e-01	-36.204157	-41.607508	0.004501	1.093859e+00
7			1.964637e-01	-36.204157	-97.218190	0.000000	1.534309e+00
7			1.963351e-01	-36.204157	-95.332184	0.000000	1.091806e+00
7			1.962067e-01	-36.204157	-73.556927	0.000000	1.098809e+00
7			1.960784e-01	-36.204157	-37.646760	0.236312	1.097572e+00
7			1.959504e-01	-36.204157	-122.507863	0.000000	1.098644e+00
7			1.958225e-01	-36.204157	-71.203259	0.000000	1.098982e+00
7			1.956947e-01	-36.204157	-61.782762	0.000000	1.099840e+00
7			1.955671e-01	-36.204157	-70.375046	0.000000	1.102659e+00
7			1.954397e-01	-36.204157	-52.231530	0.000000	1.078310e+00
7			1.953125e-01	-36.204157	-60.236786	0.000000	1.092699e+00
7			1.951854e-01	-36.204157	-77.596568	0.000000	1.092275e+00
7			1.950585e-01	-36.204157	-51.239786	0.000000	1.097587e+00
7			1.949318e-01	-36.204157	-66.283544	0.000000	1.098874e+00
7			1.948052e-01	-36.204157	-45.949782	0.000059	1.096677e+00
7			1.946788e-01	-36.204157	-74.810953	0.000000	1.096559e+00
7			1.945525e-01	-36.204157	-51.270093	0.000000	1.089345e+00
7			1.944264e-01	-36.204157	-61.240305	0.000000	1.090782e+00
7			1.943005e-01	-36.204157	-78.958386	0.000000	1.101575e+00
7			1.941748e-01	-36.204157	-81.219912	0.000000	1.094838e+00
7			1.940492e-01	-36.204157	-63.527356	0.000000	1.092636e+00
7			1.939237e-01	-36.204157	-63.209318	0.000000	1.089209e+00
7			1.937984e-01	-36.204157	-46.849374	0.000024	1.101963e+00
7			1.936733e-01	-36.204157	-41.613133	0.004476	1.098473e+00
7			1.935484e-01	-36.204157	-62.637186	0.000000	1.098971e+00
7			1.934236e-01	-36.204157	-59.640486	0.000000	1.106093e+00
7			1.932990e-01	-36.204157	-54.916795	0.000000	1.098687e+00
7			1.931745e-01	-36.204157	-73.140293	0.000000	1.100146e+00
7			1.930502e-01	-36.204157	-93.992971	0.000000	1.656902e+00
7			1.929260e-01	-36.204157	-57.610468	0.000000	1.084548e+00
7			1.928021e-01	-36.204157	-81.008398	0.000000	1.096813e+00
7			1.926782e-01	-36.204157	-59.044637	0.000000	1.093101e+00
7			1.925546e-01	-36.204157	-43.062060	0.001051	1.102079e+00
7			1.924310e-01	-36.204157	-47.201062	0.000017	1.083942e+00
7			1.923077e-01	-36.204157	-88.461246	0.000000	1.086479e+00
7			1.921845e-01	-36.204157	-41.142630	0.007166	1.093997e+00
7			1.920615e-01	-36.204157	-51.307969	0.000000	1.100444e+00
7			1.919386e-01	-36.204157	-63.333077	0.000000	1.098969e+00
7			1.918159e-01	-36.204157	-57.565601	0.000000	1.104862e+00
7			1.916933e-01	-36.204157	-60.574380	0.000000	1.085009e+00
7			1.915709e-01	-36.204157	-49.084523	0.000003	1.094538e+00
7			1.914486e-01	-36.204157	-54.382067	0.000000	1.102802e+00
7			1.913265e-01	-36.204157	-60.790726	0.000000	1.111083e+00
7			1.912046e-01	-36.204157	-71.903729	0.000000	1.073692e+00
7			1.910828e-01	-36.204157	-57.641247	0.000000	1.085310e+00
7			1.909612e-01	-36.204157	-63.338280	0.000000	1.091763e+00
7			1.908397e-01	-36.204157	-45.277976	0.000115	1.076322e+00
8			1.907184e-01	-38.381480	-38.381480	0.113345	1.094525e+00
8			1.905972e-01	-38.381480	-73.295555	0.000000	1.092874e+00
8			1.904762e-01	-38.381480	-45.238789	0.001052	1.094826e+00
8			1.903553e-01	-38.381480	-63.336350	0.000000	1.084801e+00
8			1.902346e-01	-38.381480	-49.848163	0.000010	1.092573e+00
8			1.901141e-01	-38.381480	-71.643006	0.000000	1.079630e+00
8			1.899937e-01	-38.381480	-74.545371	0.000000	1.092378e+00
8			1.898734e-01	-38.381480	-61.672402	0.000000	1.094894e+00
8			1.897533e-01	-38.381480	-74.316693	0.000000	1.093273e+00
8			1.896334e-01	-38.381480	-65.832668	0.000000	1.089653e+00
8			1.895136e-01	-38.381480	-77.096605	0.000000	1.065383e+00
8			1.893939e-01	-38.381480	-63.759617	0.000000	1.094466e+00
8			1.892744e-01	-38.381480	-77.043447	0.000000	1.093921e+00
8			1.891551e-01	-38.381480	-56.342351	0.000000	1.093524e+00
8			1.890359e-01	-38.381480	-72.630973	0.000000	1.106393e+00
8			1.889169e-01	-38.381480	-88.003973	0.000000	1.091464e+00
8			1.887980e-01	-38.381480	-70.917985	0.000000	1.093225e+00
8			1.886792e-01	-38.381480	-54.218844	0.000000	1.083886e+00
8			1.885607e-01	-38.381480	-52.621469	0.000001	1.094632e+00
8			1.884422e-01	-38.381480	-75.069309	0.000000	1.061273e+00
8			1.883239e-01	-38.381480	-65.228063	0.000000	1.103127e+00
8			1.882058e-01	-38.381480	-56.973783	0.000000	1.085430e+00
8			1.880878e-01	-38.381480	-58.361637	0.000000	1.127392e+00
8			1.879699e-01	-38.381480	-53.082113	0.000000	1.066443e+00
8			1.878522e-01	-38.381480	-68.683159	0.000000	1.090506e+00
8			1.877347e-01	-38.381480	-56.667472	0.000000	1.064521e+00
8			1.876173e-01	-38.381480	-72.650581	0.000000	1.096593e+00
8			1.875000e-01	-38.381480	-53.942378	0.000000	1.096618e+00
8			1.873829e-01	-38.381480	-93.100434	0.000000	1.089664e+00
8			1.872659e-01	-38.381480	-44.561004	0.002071	1.091188e+00
8			1.871491e-01	-38.381480	-59.430721	0.000000	1.102896e+00
8			1.870324e-01	-38.381480	-71.556793	0.000000	1.094724e+00
8			1.869159e-01	-38.381480	-76.899479	0.000000	1.062039e+00
8			1.867995e-01	-38.381480	-65.293881	0.000000	1.091571e+00
8			1.866833e-01	-38.381480	-66.424244	0.000000	1.085604e+00
8			1.865672e-01	-38.381480	-53.625141	0.000000	1.077911e+00
8			1.864512e-01	-38.381480	-68.608854	0.000000	1.086751e+00
8			1.863354e-01	-38.381480	-54.035974	0.000000	1.088021e+00
8			1.862197e-01	-38.381480	-66.954757	0.000000	1.073939e+00
8			1.861042e-01	-38.381480	-82.799494	0.000000	1.101238e+00
8			1.859888e-01	-38.381480	-56.256566	0.000000	1.090951e+00
8			1.858736e-01	-38.381480	-62.331684	0.000000	1.103386e+00
8			1.857585e-01	-38.381480	-72.151732	0.000000	1.092191e+00
8			1.856436e-01	-38.381480	-75.863800	0.000000	1.082497e+00
8			1.855288e-01	-38.381480	-71.853125	0.000000	1.072592e+00
8			1.854141e-01	-38.381480	-56.387973	0.000000	1.090556e+00
8			1.852996e-01	-38.381480	-69.848543	0.000000	1.084632e+00
8			1.851852e-01	-38.381480	-60.334193	0.000000	1.087204e+00
8			1.850709e-01	-38.381480	-64.702704	0.000000	1.076853e+00
8			1.849568e-01	-38.381480	-99.569646	0.000000	1.094147e+00
8			1.848429e-01	-38.381480	-65.267175	0.000000	1.162330e+00
8			1.847291e-01	-38.381480	-100.590627	0.000000	1.090810e+00
8			1.846154e-01	-38.381480	-62.491730	0.000000	1.089471e+00
8			1.845018e-01	-38.381480	-92.387624	0.000000	1.070353e+00
8			1.843884e-01	-38.381480	-72.534010	0.000000	1.092716e+00
8			1.842752e-01	-38.381480	-57.807669	0.000000	1.084987e+00
8			1.841621e-01	-38.381480	-51.295447	0.000002	1.100649e+00
8			1.840491e-01	-38.381480	-66.213221	0.000000	1.090009e+00
8			1.839362e-01	-38.381480	-63.010670	0.000000	1.079102e+00
8			1.838235e-01	-38.381480	-59.071281	0.000000	1.085489e+00
8			1.837110e-01	-38.381480	-101.329671	0.000000	1.089913e+00
8			1.835985e-01	-38.381480	-47.978760	0.000068	1.101034e+00
8			1.834862e-01	-38.381480	-50.622411	0.000005	1.098235e+00
8			1.833741e-01	-38.381480	-55.466140	0.000000	1.091167e+00
8			1.832621e-01	-38.381480	-71.971861	0.000000	1.087941e+00
8			1.831502e-01	-38.381480	-78.893941	0.000000	1.076986e+00
8			1.830384e-01	-38.381480	-66.733725	0.000000	1.092449e+00
8			1.829268e-01	-38.381480	-59.663282	0.000000	1.082909e+00
8			1.828154e-01	-38.381480	-74.601994	0.000000	1.091203e+00
8			1.827040e-01	-38.381480	-71.998219	0.000000	1.092339e+00
8			1.825928e-01	-38.381480	-52.593444	0.000001	1.090116e+00
8			1.824818e-01	-38.381480	-51.229778	0.000003	1.065674e+00
8			1.823708e-01	-38.381480	-65.174420	0.000000	1.094878e+00
8			1.822600e-01	-38.381480	-58.248365	0.000000	1.098248e+00
8			1.821494e-01	-38.381480	-58.297367	0.000000	1.084031e+00
8			1.820388e-01	-38.381480	-72.215501	0.000000	1.086159e+00
8			1.819284e-01	-38.381480	-79.158429	0.000000	1.089453e+00
8			1.818182e-01	-38.381480	-63.698092	0.000000	1.124288e+00
8			1.817081e-01	-38.381480	-94.635903	0.000000	1.091959e+00
8			1.815981e-01	-38.381480	-42.971212	0.010156	1.268847e+00
8			1.814882e-01	-38.381480	-82.371549	0.000000	1.092711e+00
8			1.813785e-01	-38.381480	-66.875077	0.000000	1.082147e+00
8			1.812689e-01	-38.381480	-79.637939	0.000000	1.099849e+00
8			1.811594e-01	-38.381480	-63.564972	0.000000	1.071079e+00
8			1.810501e-01	-38.381480	-52.305109	0.000001	1.097342e+00
8			1.809409e-01	-38.381480	-64.252792	0.000000	1.083787e+00
8			1.808318e-01	-38.381480	-80.073593	0.000000	1.079405e+00
8			1.807229e-01	-38.381480	-61.623864	0.000000	1.091111e+00
8			1.806141e-01	-38.381480	-88.247192	0.000000	1.091324e+00
8			1.805054e-01	-38.381480	-64.677343	0.000000	1.097415e+00
8			1.803969e-01	-38.381480	-59.257247	0.000000	1.102224e+00
8			1.802885e-01	-38.381480	-68.172275	0.000000	1.098925e+00
8			1.801802e-01	-38.381480	-86.153052	0.000000	1.093989e+00
8			1.800720e-01	-38.381480	-93.001967	0.000000	1.086720e+00
8			1.799640e-01	-38.381480	-82.433570	0.000000	1.089637e+00
8			1.798561e-01	-38.381480	-49.758248	0.000011	1.090700e+00
8			1.797484e-01	-38.381480	-64.484194	0.000000	1.084316e+00
8			1.796407e-01	-38.381480	-67.991887	0.000000	1.094107e+00
8			1.795332e-01	-38.381480	-57.423724	0.000000	1.063875e+00
8			1.794258e-01	-38.381480	-84.780421	0.000000	1.092353e+00
8			1.793186e-01	-38.381480	-51.783111	0.000002	1.095593e+00
8			1.792115e-01	-38.381480	-47.085968	0.000166	1.089636e+00
8			1.791045e-01	-38.381480	-77.421821	0.000000	1.093689e+00
8			1.789976e-01	-38.381480	-99.488953	0.000000	1.073302e+00
8			1.788909e-01	-38.381480	-50.750660	0.000004	1.141748e+00
8			1.787843e-01	-38.381480	-47.063435	0.000170	1.070573e+00
8			1.786778e-01	-38.381480	-56.111878	0.000000	1.090429e+00
8			1.785714e-01	-38.381480	-47.673637	0.000092	1.066983e+00
8			1.784652e-01	-38.381480	-92.804278	0.000000	1.090813e+00
8			1.783591e-01	-38.381480	-60.997022	0.000000	1.096125e+00
8			1.782531e-01	-38.381480	-70.362608	0.000000	1.069354e+00
8			1.781473e-01	-38.381480	-55.541328	0.000000	1.092549e+00
8			1.780415e-01	-38.381480	-62.812601	0.000000	1.082631e+00
8			1.779359e-01	-38.381480	-57.759629	0.000000	1.082648e+00
8			1.778305e-01	-38.381480	-83.544302	0.000000	1.110306e+00
8			1.777251e-01	-38.381480	-59.182067	0.000000	1.088628e+00
8			1.776199e-01	-38.381480	-88.871750	0.000000	1.087058e+00
8			1.775148e-01	-38.381480	-49.577622	0.000014	1.094485e+00
8			1.774098e-01	-38.381480	-59.696776	0.000000	1.077961e+00
8			1.773050e-01	-38.381480	-80.799526	0.000000	1.086577e+00
8			1.772002e-01	-38.381480	-51.706690	0.000002	1.090312e+00
8			1.770956e-01	-38.381480	-57.298035	0.000000	1.128728e+00
8			1.769912e-01	-38.381480	-55.730142	0.000000	1.094275e+00
8			1.768868e-01	-38.381480	-67.397652	0.000000	1.070158e+00
8			1.767826e-01	-38.381480	-99.744583	0.000000	1.085501e+00
8			1.766784e-01	-38.381480	-60.907944	0.000000	1.099230e+00
8			1.765745e-01	-38.381480	-52.631142	0.000001	1.084391e+00
8			1.764706e-01	-38.381480	-53.110968	0.000000	1.079119e+00
8			1.763668e-01	-38.381480	-51.474956	0.000002	1.092793e+00
8			1.762632e-01	-38.381480	-68.265450	0.000000	1.092090e+00
8			1.761597e-01	-38.381480	-58.373786	0.000000	1.106975e+00
8			1.760563e-01	-38.381480	-102.194232	0.000000	1.140490e+00
8			1.759531e-01	-38.381480	-61.894888	0.000000	1.095194e+00
8			1.758499e-01	-38.381480	-59.889532	0.000000	1.076519e+00
8			1.757469e-01	-38.381480	-53.087854	0.000000	1.100445e+00
8			1.756440e-01	-38.381480	-61.793527	0.000000	1.083441e+00
8			1.755413e-01	-38.381480	-51.547400	0.000002	1.100606e+00
8			1.754386e-01	-38.381480	-44.247533	0.002834	1.091940e+00
8			1.753361e-01	-38.381480	-70.455773	0.000000	1.099672e+00
8			1.752336e-01	-38.381480	-60.352071	0.000000	1.100753e+00
8			1.751313e-01	-38.381480	-77.687210	0.000000	1.092427e+00
8			1.750292e-01	-38.381480	-62.378108	0.000000	1.078882e+00
8			1.749271e-01	-38.381480	-60.212321	0.000000	1.097917e+00
8			1.748252e-01	-38.381480	-54.545174	0.000000	1.098641e+00
8			1.747234e-01	-38.381480	-53.250946	0.000000	1.090879e+00
8			1.746217e-01	-38.381480	-84.701902	0.000000	1.098288e+00
8			1.745201e-01	-38.381480	-59.081528	0.000000	1.098790e+00
8			1.744186e-01	-38.381480	-63.102179	0.000000	1.086096e+00
8			1.743173e-01	-38.381480	-53.834308	0.000000	1.072551e+00
8			1.742160e-01	-38.381480	-83.663102	0.000000	1.070598e+00
8			1.741149e-01	-38.381480	-63.322998	0.000000	1.083720e+00
8			1.740139e-01	-38.381480	-45.991309	0.000496	1.080261e+00
8			1.739130e-01	-38.381480	-45.932512	0.000526	1.090222e+00
8			1.738123e-01	-38.381480	-58.243352	0.000000	1.098908e+00
8			1.737116e-01	-38.381480	-55.177223	0.000000	1.098294e+00
8			1.736111e-01	-38.381480	-49.982919	0.000009	1.068678e+00
8			1.735107e-01	-38.381480	-80.477958	0.000000	1.092330e+00
8			1.734104e-01	-38.381480	-58.290843	0.000000	1.083506e+00
8			1.733102e-01	-38.381480	-54.877103	0.000000	1.093550e+00
8			1.732102e-01	-38.381480	-64.122042	0.000000	1.158830e+00
8			1.731102e-01	-38.381480	-70.882944	0.000000	1.063153e+00
8			1.730104e-01	-38.381480	-60.658445	0.000000	1.086721e+00
8			1.729107e-01	-38.381480	-78.064817	0.000000	1.083135e+00
8			1.728111e-01	-38.381480	-101.438423	0.000000	1.100391e+00
8			1.727116e-01	-38.381480	-73.871866	0.000000	1.080515e+00
8			1.726122e-01	-38.381480	-66.353563	0.000000	1.093712e+00
8			1.725129e-01	-38.381480	-51.090318	0.000003	1.092564e+00
8			1.724138e-01	-38.381480	-50.988143	0.000003	1.082964e+00
8			1.723148e-01	-38.381480	-67.373505	0.000000	1.080450e+00
8			1.722158e-01	-38.381480	-46.803570	0.000220	1.089786e+00
8			1.721170e-01	-38.381480	-71.146108	0.000000	1.100525e+00
8			1.720183e-01	-38.381480	-58.150227	0.000000	1.093953e+00
8			1.719198e-01	-38.381480	-66.861104	0.000000	1.101045e+00
8			1.718213e-01	-38.381480	-61.525455	0.000000	1.089428e+00
8			1.717230e-01	-38.381480	-63.543628	0.000000	1.101484e+00
8			1.716247e-01	-38.381480	-111.089781	0.000000	1.073480e+00
8			1.715266e-01	-38.381480	-42.142476	0.023261	1.092350e+00
8			1.714286e-01	-38.381480	-49.787470	0.000011	1.082773e+00
8			1.713307e-01	-38.381480	-68.859988	0.000000	1.072904e+00
8			1.712329e-01	-38.381480	-65.966006	0.000000	1.103308e+00
8			1.711352e-01	-38.381480	-65.309350	0.000000	1.092699e+00
8			1.710376e-01	-38.381480	-60.885648	0.000000	1.088073e+00
8			1.709402e-01	-38.381480	-58.900615	0.000000	1.092526e+00
8			1.708428e-01	-38.381480	-48.980728	0.000025	1.099658e+00
8			1.707456e-01	-38.381480	-57.405003	0.000000	1.067500e+00
8			1.706485e-01	-38.381480	-56.295011	0.000000	1.085418e+00
8			1.705514e-01	-38.381480	-60.426869	0.000000	1.105341e+00
8			1.704545e-01	-38.381480	-51.161095	0.000003	1.095017e+00
8			1.703578e-01	-38.381480	-85.542205	0.000000	1.364343e+00
8			1.702611e-01	-38.381480	-56.140024	0.000000	1.063417e+00
8			1.701645e-01	-38.381480	-57.680117	0.000000	1.084193e+00
8			1.700680e-01	-38.381480	-74.590937	0.000000	1.090191e+00
8			1.699717e-01	-38.381480	-53.976824	0.000000	1.090080e+00
8			1.698754e-01	-38.381480	-86.457740	0.000000	1.083229e+00
8			1.697793e-01	-38.381480	-49.683036	0.000012	1.094693e+00
8			1.696833e-01	-38.381480	-59.782299	0.000000	1.085362e+00
8			1.695873e-01	-38.381480	-61.683257	0.000000	1.093283e+00
8			1.694915e-01	-38.381480	-60.015592	0.000000	1.072632e+00
8			1.693958e-01	-38.381480	-74.519391	0.000000	1.092092e+00
8			1.693002e-01	-38.381480	-55.675682	0.000000	1.095139e+00
8			1.692047e-01	-38.381480	-56.227229	0.000000	1.092790e+00
8			1.691094e-01	-38.381480	-60.726428	0.000000	1.099041e+00
8			1.690141e-01	-38.381480	-52.349008	0.000001	1.103852e+00
8			1.689189e-01	-38.381480	-60.232170	0.000000	1.117632e+00
8			1.688239e-01	-38.381480	-52.898669	0.000000	1.100258e+00
8			1.687289e-01	-38.381480	-60.188823	0.000000	1.068116e+00
8			1.686341e-01	-38.381480	-96.846854	0.000000	1.101374e+00
8			1.685393e-01	-38.381480	-47.016811	0.000178	1.087045e+00
8			1.684447e-01	-38.381480	-55.827980	0.000000	1.094464e+00
8			1.683502e-01	-38.381480	-49.901009	0.000010	1.092527e+00
8			1.682557e-01	-38.381480	-52.312362	0.000001	1.098668e+00
8			1.681614e-01	-38.381480	-75.691971	0.000000	1.101117e+00
8			1.680672e-01	-38.381480	-52.837151	0.000001	1.091905e+00
8			1.679731e-01	-38.381480	-56.171100	0.000000	1.097946e+00
8			1.678791e-01	-38.381480	-51.064694	0.000003	1.100367e+00
8			1.677852e-01	-38.381480	-60.610265	0.000000	1.082980e+00
8			1.676914e-01	-38.381480	-65.435958	0.000000	1.101204e+00
8			1.675978e-01	-38.381480	-55.355135	0.000000	1.092951e+00
