accepted delta gamma error Lprev Lstar alpha time
0 1.000000e-01 1.000000e+04 -3.179067e-03 -28.575638 -31.790672 0.040154 1.008806e+00
0 9.900990e-02 1.000000e+04 -2.994746e-03 -28.575638 -29.947464 0.253643 1.008265e+00
0 9.803922e-02 1.000000e+04 -2.997134e-03 -28.575638 -29.971342 0.247659 1.008317e+00
1 9.708738e-02 1.000000e+04 -2.710528e-03 -27.105275 -27.105275 1.000000 1.007759e+00
2 9.615385e-02 1.000000e+04 -2.431482e-03 -24.314815 -24.314815 1.000000 1.008237e+00
2 9.523810e-02 1.000000e+04 -2.919122e-03 -24.314815 -29.191218 0.007624 1.007770e+00
2 9.433962e-02 1.000000e+04 -2.496556e-03 -24.314815 -24.965558 0.521658 1.008765e+00
2 9.345794e-02 1.000000e+04 -2.629738e-03 -24.314815 -26.297375 0.137716 1.007250e+00
2 9.259259e-02 1.000000e+04 -2.529694e-03 -24.314815 -25.296942 0.374514 1.008392e+00
3 9.174312e-02 1.000000e+04 -2.229194e-03 -22.291941 -22.291941 1.000000 1.008036e+00
4 9.090909e-02 1.000000e+04 -2.267921e-03 -22.679205 -22.679205 0.678912 1.007487e+00
5 9.009009e-02 1.000000e+04 -1.954356e-03 -19.543560 -19.543560 1.000000 1.008356e+00
5 8.928571e-02 1.000000e+04 -2.071314e-03 -19.543560 -20.713140 0.310497 1.007890e+00
5 8.849558e-02 1.000000e+04 -2.253852e-03 -19.543560 -22.538519 0.050039 1.008040e+00
5 8.771930e-02 1.000000e+04 -2.040508e-03 -19.543560 -20.405085 0.422517 1.007599e+00
6 8.695652e-02 1.000000e+04 -1.948569e-03 -19.485689 -19.485689 1.000000 1.008400e+00
6 8.620690e-02 1.000000e+04 -2.093117e-03 -19.485689 -20.931170 0.235633 1.007956e+00
7 8.547009e-02 1.000000e+04 -1.543546e-03 -15.435463 -15.435463 1.000000 1.007454e+00
8 8.474576e-02 1.000000e+04 -1.459345e-03 -14.593445 -14.593445 1.000000 1.007918e+00
8 8.403361e-02 1.000000e+04 -1.992608e-03 -14.593445 -19.926079 0.004831 1.007769e+00
8 8.333333e-02 1.000000e+04 -1.824306e-03 -14.593445 -18.243057 0.026001 1.008104e+00
8 8.264463e-02 1.000000e+04 -1.848144e-03 -14.593445 -18.481443 0.020486 1.007844e+00
8 8.196721e-02 1.000000e+04 -1.820512e-03 -14.593445 -18.205120 0.027007 1.007789e+00
8 8.130081e-02 1.000000e+04 -2.406369e-03 -14.593445 -24.063691 0.000077 1.007369e+00
9 8.064516e-02 1.000000e+04 -1.284478e-03 -12.844778 -12.844778 1.000000 1.007698e+00
9 8.000000e-02 1.000000e+04 -1.670627e-03 -12.844778 -16.706269 0.021037 1.007411e+00
9 7.936508e-02 1.000000e+04 -1.428406e-03 -12.844778 -14.284060 0.237098 1.007374e+00
9 7.874016e-02 1.000000e+04 -1.556886e-03 -12.844778 -15.568865 0.065606 1.008412e+00
10 7.812500e-02 1.000000e+04 -1.314722e-03 -13.147222 -13.147222 0.739010 1.007548e+00
10 7.751938e-02 1.000000e+04 -1.480298e-03 -13.147222 -14.802982 0.190947 1.007413e+00
11 7.692308e-02 1.000000e+04 -1.445834e-03 -14.458335 -14.458335 0.269520 1.007943e+00
11 7.633588e-02 1.000000e+04 -1.956870e-03 -14.458335 -19.568702 0.006034 1.008020e+00
11 7.575758e-02 1.000000e+04 -1.948661e-03 -14.458335 -19.486611 0.006550 1.007628e+00
11 7.518797e-02 1.000000e+04 -1.693894e-03 -14.458335 -16.938938 0.083693 1.007476e+00
11 7.462687e-02 1.000000e+04 -1.575265e-03 -14.458335 -15.752651 0.274085 1.007897e+00
12 7.407407e-02 1.000000e+04 -1.408218e-03 -14.082179 -14.082179 1.000000 1.007556e+00
13 7.352941e-02 1.000000e+04 -1.531932e-03 -15.319316 -15.319316 0.290214 1.008311e+00
13 7.299270e-02 1.000000e+04 -1.721438e-03 -15.319316 -17.214383 0.150308 1.007963e+00
13 7.246377e-02 1.000000e+04 -1.607356e-03 -15.319316 -16.073558 0.470367 1.007739e+00
14 7.194245e-02 1.000000e+04 -1.396740e-03 -13.967401 -13.967401 1.000000 1.007690e+00
14 7.142857e-02 1.000000e+04 -1.588043e-03 -13.967401 -15.880431 0.147632 1.007609e+00
15 7.092199e-02 1.000000e+04 -1.460447e-03 -14.604473 -14.604473 0.528839 1.007728e+00
