accepted	Lprev	Lstar	alpha	minimum	time
361		-90.657524	-92.459414	0.164987	2.013381e-08	1.541405e+00
361		-90.657524	-95.144006	0.011260	1.960613e-08	1.580949e+00
361		-90.657524	-92.936032	0.102437	1.977254e-08	1.550297e+00
362		-91.505067	-91.505067	0.428467	1.965524e-08	1.541488e+00
363		-90.318232	-90.318232	1.000000	1.948851e-08	1.581735e+00
364		-89.409492	-89.409492	1.000000	1.958104e-08	1.529210e+00
365		-89.563971	-89.563971	0.856861	1.975176e-08	1.501333e+00
366		-90.622611	-90.622611	0.346927	1.931852e-08	1.541296e+00
366		-90.622611	-92.578926	0.141378	1.911291e-08	1.541526e+00
366		-90.622611	-94.573149	0.019244	1.913308e-08	1.568172e+00
366		-90.622611	-92.198439	0.206836	1.963109e-08	1.520724e+00
366		-90.622611	-93.280427	0.070101	1.885868e-08	1.541446e+00
366		-90.622611	-95.060600	0.011820	1.876013e-08	1.541517e+00
366		-90.622611	-92.725302	0.122127	1.924891e-08	1.641518e+00
366		-90.622611	-92.173943	0.211965	1.903127e-08	1.548000e+00
366		-90.622611	-92.507830	0.151796	1.910350e-08	1.563859e+00
366		-90.622611	-93.437026	0.059940	1.934973e-08	1.521495e+00
366		-90.622611	-92.000730	0.252052	1.962454e-08	1.540643e+00
366		-90.622611	-93.554912	0.053274	1.931917e-08	1.493797e+00
366		-90.622611	-94.482280	0.021075	1.910973e-08	1.493067e+00
367		-90.744746	-90.744746	0.885029	1.951649e-08	1.581303e+00
367		-90.744746	-92.043174	0.272960	1.938411e-08	1.529130e+00
367		-90.744746	-92.401024	0.190848	1.963125e-08	1.502160e+00
368		-91.097049	-91.097049	0.703067	1.925152e-08	1.536919e+00
369		-88.968222	-88.968222	1.000000	1.960207e-08	1.495832e+00
369		-88.968222	-91.353298	0.092082	1.933001e-08	1.540957e+00
369		-88.968222	-95.456533	0.001521	1.953721e-08	1.540539e+00
369		-88.968222	-90.912526	0.143087	1.948584e-08	1.492318e+00
369		-88.968222	-92.763541	0.022476	1.960322e-08	1.511932e+00
370		-88.950102	-88.950102	1.000000	1.967528e-08	1.533145e+00
370		-88.950102	-91.221893	0.103127	1.945051e-08	1.528221e+00
371		-89.624837	-89.624837	0.509292	1.931193e-08	1.497310e+00
372		-87.752925	-87.752925	1.000000	1.939067e-08	1.629047e+00
373		-87.928705	-87.928705	0.838802	1.965724e-08	1.498378e+00
373		-87.928705	-88.900820	0.378282	1.960290e-08	1.540514e+00
373		-87.928705	-89.673792	0.174630	1.992064e-08	1.548208e+00
374		-86.708134	-86.708134	1.000000	1.964655e-08	1.541732e+00
374		-86.708134	-88.364041	0.190919	1.948860e-08	1.542045e+00
375		-85.556937	-85.556937	1.000000	1.996070e-08	1.541137e+00
376		-85.844965	-85.844965	0.749741	2.005511e-08	1.541421e+00
376		-85.844965	-88.243667	0.090836	2.000448e-08	1.539602e+00
376		-85.844965	-88.500050	0.070293	2.051230e-08	1.542497e+00
377		-85.690424	-85.690424	1.000000	2.017031e-08	1.541633e+00
378		-86.705700	-86.705700	0.362302	2.002109e-08	1.541280e+00
378		-86.705700	-89.832957	0.043838	2.046448e-08	1.567936e+00
379		-85.806103	-85.806103	1.000000	1.968037e-08	1.521019e+00
380		-88.670792	-88.670792	0.057001	1.930901e-08	1.541155e+00
380		-88.670792	-91.665077	0.050072	1.923858e-08	1.541395e+00
381		-88.231654	-88.231654	1.000000	1.946482e-08	1.489800e+00
382		-89.129898	-89.129898	0.407284	1.959888e-08	1.529119e+00
383		-89.653936	-89.653936	0.592125	1.964354e-08	1.549233e+00
384		-88.691297	-88.691297	1.000000	2.007042e-08	1.621280e+00
384		-88.691297	-89.792218	0.332564	2.007639e-08	1.539517e+00
384		-88.691297	-94.901455	0.002009	1.988931e-08	1.512045e+00
384		-88.691297	-91.191789	0.082045	1.983510e-08	1.529247e+00
385		-87.769007	-87.769007	1.000000	2.041845e-08	1.492436e+00
385		-87.769007	-90.614329	0.058116	2.025388e-08	1.544141e+00
386		-87.281592	-87.281592	1.000000	2.083783e-08	1.569497e+00
386		-87.281592	-88.708993	0.239932	2.077842e-08	1.552235e+00
386		-87.281592	-91.658774	0.012561	2.111012e-08	1.542050e+00
386		-87.281592	-88.888696	0.200467	2.082146e-08	1.559764e+00
387		-86.662700	-86.662700	1.000000	2.089809e-08	1.529175e+00
388		-85.624888	-85.624888	1.000000	2.087927e-08	1.567814e+00
389		-84.975577	-84.975577	1.000000	2.070699e-08	1.502578e+00
389		-84.975577	-86.518242	0.213811	2.081584e-08	1.569123e+00
389		-84.975577	-88.589421	0.026948	2.090325e-08	1.541950e+00
390		-85.906281	-85.906281	0.394276	2.052875e-08	1.546554e+00
391		-86.049466	-86.049466	0.866594	2.065449e-08	1.561201e+00
391		-86.049466	-88.214926	0.114697	2.072473e-08	1.521831e+00
391		-86.049466	-87.350967	0.272123	2.056591e-08	1.529277e+00
392		-86.096539	-86.096539	0.954018	2.085516e-08	1.530350e+00
393		-84.260391	-84.260391	1.000000	2.037235e-08	1.652943e+00
393		-84.260391	-84.905333	0.524693	2.074351e-08	1.541324e+00
393		-84.260391	-86.208176	0.142590	2.050881e-08	1.540964e+00
393		-84.260391	-86.561597	0.100138	2.020350e-08	1.493701e+00
393		-84.260391	-85.042902	0.457256	2.051840e-08	1.541315e+00
394		-84.901011	-84.901011	0.526966	2.052228e-08	1.517903e+00
395		-85.462573	-85.462573	0.570318	2.058029e-08	1.515212e+00
396		-87.630433	-87.630433	0.114422	2.054915e-08	1.543003e+00
396		-87.630433	-90.553531	0.053767	2.076869e-08	1.540098e+00
397		-88.204720	-88.204720	0.563106	2.061096e-08	1.542463e+00
397		-88.204720	-92.619002	0.012103	2.060038e-08	1.555735e+00
397		-88.204720	-90.790962	0.075303	2.048326e-08	1.552205e+00
397		-88.204720	-91.117486	0.054325	2.027862e-08	1.521462e+00
397		-88.204720	-89.075887	0.418463	2.093116e-08	1.551933e+00
398		-86.638674	-86.638674	1.000000	2.029111e-08	1.539382e+00
399		-84.835384	-84.835384	1.000000	2.038967e-08	1.492337e+00
399		-84.835384	-85.465416	0.532575	2.063049e-08	1.540624e+00
399		-84.835384	-85.467676	0.531372	2.096169e-08	1.540876e+00
399		-84.835384	-85.896136	0.346195	2.065648e-08	1.560777e+00
399		-84.835384	-85.497258	0.515884	2.096505e-08	1.620543e+00
399		-84.835384	-86.088141	0.285716	2.038536e-08	1.520947e+00
400		-85.448541	-85.448541	0.541638	2.066148e-08	1.522843e+00
401		-86.577064	-86.577064	0.323511	2.072984e-08	1.540055e+00
401		-86.577064	-88.662196	0.124291	2.098088e-08	1.540263e+00
401		-86.577064	-91.032021	0.011621	2.044521e-08	1.542260e+00
401		-86.577064	-87.330351	0.470816	2.067415e-08	1.541849e+00
402		-87.432185	-87.432185	0.425232	2.111073e-08	1.541751e+00
403		-89.087790	-89.087790	0.190977	2.153450e-08	1.584886e+00
404		-87.573120	-87.573120	1.000000	2.120395e-08	1.497343e+00
404		-87.573120	-90.513843	0.052828	2.105167e-08	1.529890e+00
404		-87.573120	-88.673542	0.332731	2.094979e-08	1.540574e+00
405		-87.718949	-87.718949	0.864305	2.121455e-08	1.529874e+00
405		-87.718949	-90.304303	0.075369	2.144793e-08	1.547366e+00
405		-87.718949	-89.312306	0.203242	2.111637e-08	1.541769e+00
405		-87.718949	-90.204871	0.083249	2.182946e-08	1.489986e+00
405		-87.718949	-91.169299	0.031735	2.125493e-08	1.557519e+00
405		-87.718949	-87.850664	0.876591	2.111420e-08	1.575558e+00
406		-87.067864	-87.067864	1.000000	2.107045e-08	1.500561e+00
406		-87.067864	-88.162069	0.334806	2.142442e-08	1.640936e+00
406		-87.067864	-90.759311	0.024936	2.076555e-08	1.560798e+00
406		-87.067864	-90.758450	0.024957	2.087836e-08	1.523159e+00
406		-87.067864	-88.714964	0.192608	2.064245e-08	1.535027e+00
406		-87.067864	-88.745639	0.186789	2.044499e-08	1.498769e+00
406		-87.067864	-88.852599	0.167842	2.107505e-08	1.558141e+00
407		-88.425706	-88.425706	0.257215	2.135444e-08	1.560616e+00
408		-87.302733	-87.302733	1.000000	2.115794e-08	1.542593e+00
409		-85.616575	-85.616575	1.000000	2.095460e-08	1.529063e+00
410		-85.100504	-85.100504	1.000000	2.072330e-08	1.500611e+00
410		-85.100504	-87.244506	0.117185	2.081580e-08	1.568971e+00
410		-85.100504	-86.359185	0.284029	2.053099e-08	1.553004e+00
411		-85.486047	-85.486047	0.680082	2.051613e-08	1.502438e+00
411		-85.486047	-87.442723	0.141327	2.025007e-08	1.540839e+00
412		-83.616986	-83.616986	1.000000	2.031803e-08	1.539433e+00
412		-83.616986	-84.439246	0.439437	2.071104e-08	1.549371e+00
412		-83.616986	-83.917943	0.740109	2.030319e-08	1.540851e+00
413		-85.038173	-85.038173	0.241427	2.014329e-08	1.493294e+00
414		-83.369483	-83.369483	1.000000	2.003994e-08	1.540728e+00
415		-83.503869	-83.503869	0.874252	2.029807e-08	1.508726e+00
416		-81.664985	-81.664985	1.000000	2.053675e-08	1.572765e+00
416		-81.664985	-84.732027	0.046559	2.035458e-08	1.616285e+00
417		-83.079131	-83.079131	0.243133	2.080584e-08	1.583748e+00
417		-83.079131	-86.121867	0.047704	2.104220e-08	1.520016e+00
417		-83.079131	-84.140297	0.346052	2.092004e-08	1.494602e+00
417		-83.079131	-86.097402	0.048886	2.073010e-08	1.540470e+00
417		-83.079131	-84.627667	0.212559	2.128465e-08	1.501633e+00
418		-82.392733	-82.392733	1.000000	2.066712e-08	1.533112e+00
419		-81.289268	-81.289268	1.000000	2.090101e-08	1.551724e+00
420		-80.995313	-80.995313	1.000000	2.096484e-08	1.530619e+00
420		-80.995313	-84.238201	0.039051	2.150791e-08	1.512745e+00
420		-80.995313	-83.147021	0.116285	2.110470e-08	1.544805e+00
421		-80.136823	-80.136823	1.000000	2.084430e-08	1.520890e+00
422		-79.055052	-79.055052	1.000000	2.060842e-08	1.552138e+00
423		-79.837115	-79.837115	0.457461	2.062425e-08	1.581024e+00
424		-80.385172	-80.385172	0.578072	2.051451e-08	1.560202e+00
424		-80.385172	-82.126477	0.175292	2.034597e-08	1.540530e+00
424		-80.385172	-81.810100	0.240526	2.088801e-08	1.542209e+00
424		-80.385172	-81.826411	0.236634	2.067504e-08	1.521609e+00
425		-82.135351	-82.135351	0.173743	2.072216e-08	1.590069e+00
425		-82.135351	-84.497909	0.094179	2.104295e-08	1.509321e+00
426		-83.138893	-83.138893	0.366579	2.080809e-08	1.520532e+00
427		-83.303559	-83.303559	0.848177	2.121332e-08	1.541061e+00
428		-83.527040	-83.527040	0.799730	2.106804e-08	1.567833e+00
429		-82.912741	-82.912741	1.000000	2.112768e-08	1.501258e+00
429		-82.912741	-86.308080	0.033529	2.088621e-08	1.539090e+00
430		-82.557520	-82.557520	1.000000	2.102637e-08	1.549754e+00
430		-82.557520	-84.300899	0.174928	2.132411e-08	1.568460e+00
430		-82.557520	-82.645283	0.915978	2.108658e-08	1.502324e+00
430		-82.557520	-82.874777	0.728144	2.089657e-08	1.541277e+00
431		-83.467205	-83.467205	0.402651	2.077881e-08	1.541916e+00
432		-82.174217	-82.174217	1.000000	2.064383e-08	1.536883e+00
433		-81.109669	-81.109669	1.000000	2.108784e-08	1.511464e+00
434		-81.359279	-81.359279	0.779105	2.114608e-08	1.532926e+00
434		-81.359279	-83.364444	0.134638	2.097788e-08	1.536741e+00
434		-81.359279	-86.069671	0.009001	2.144473e-08	1.542165e+00
435		-81.863162	-81.863162	0.604180	2.124582e-08	1.568910e+00
435		-81.863162	-85.798417	0.019541	2.106763e-08	1.502104e+00
436		-81.893643	-81.893643	0.969979	2.138355e-08	1.540626e+00
436		-81.893643	-83.897420	0.134825	2.133512e-08	1.581287e+00
436		-81.893643	-84.382928	0.082969	2.104174e-08	1.497119e+00
436		-81.893643	-84.557332	0.069691	2.110072e-08	1.545343e+00
436		-81.893643	-84.526805	0.071851	2.148021e-08	1.569563e+00
437		-80.135991	-80.135991	1.000000	2.119918e-08	1.501811e+00
437		-80.135991	-81.812954	0.186941	2.108393e-08	1.540430e+00
438		-79.152703	-79.152703	1.000000	2.099065e-08	1.541731e+00
439		-78.817828	-78.817828	1.000000	2.100259e-08	1.539704e+00
439		-78.817828	-81.028221	0.109658	2.117360e-08	1.494642e+00
440		-78.033550	-78.033550	1.000000	2.118234e-08	1.581312e+00
440		-78.033550	-80.385713	0.095163	2.077886e-08	1.528971e+00
441		-77.576400	-77.576400	1.000000	2.098484e-08	1.564800e+00
441		-77.576400	-80.075474	0.082161	2.126956e-08	1.541702e+00
441		-77.576400	-83.051627	0.004189	2.079455e-08	1.539926e+00
442		-78.519060	-78.519060	0.389590	2.086944e-08	1.514576e+00
443		-80.339815	-80.339815	0.161904	2.117504e-08	1.540052e+00
443		-80.339815	-85.324210	0.006844	2.125994e-08	1.520505e+00
444		-80.106214	-80.106214	1.000000	2.107002e-08	1.493752e+00
445		-79.167866	-79.167866	1.000000	2.140523e-08	1.541338e+00
445		-79.167866	-82.088998	0.053873	2.152878e-08	1.590170e+00
445		-79.167866	-84.099777	0.007213	2.157758e-08	1.589563e+00
445		-79.167866	-81.537701	0.093496	2.138184e-08	1.489930e+00
445		-79.167866	-80.696361	0.216862	2.161564e-08	1.540045e+00
446		-78.965130	-78.965130	1.000000	2.114155e-08	1.548645e+00
447		-76.855711	-76.855711	1.000000	2.043740e-08	1.560478e+00
447		-76.855711	-81.146960	0.013688	2.048151e-08	1.572281e+00
447		-76.855711	-77.845369	0.371704	2.062239e-08	1.541082e+00
447		-76.855711	-78.560004	0.181901	2.063579e-08	1.541028e+00
448		-77.045176	-77.045176	0.827402	2.038179e-08	1.541110e+00
449		-77.993799	-77.993799	0.387274	2.021261e-08	1.567864e+00
449		-77.993799	-79.109554	0.327668	2.052549e-08	1.520168e+00
449		-77.993799	-80.888134	0.055336	2.043850e-08	1.570906e+00
449		-77.993799	-80.496513	0.081863	2.024818e-08	1.490174e+00
450		-79.000307	-79.000307	0.365493	2.004077e-08	1.561055e+00
451		-77.026947	-77.026947	1.000000	2.007216e-08	1.551936e+00
452		-77.043615	-77.043615	0.983470	1.995728e-08	1.540157e+00
453		-77.685514	-77.685514	0.526292	1.989556e-08	1.502759e+00
454		-76.799270	-76.799270	1.000000	1.970513e-08	1.541004e+00
455		-76.728600	-76.728600	1.000000	1.960712e-08	1.591585e+00
455		-76.728600	-81.971550	0.005285	1.919858e-08	1.542716e+00
455		-76.728600	-80.633209	0.020149	1.988274e-08	1.541465e+00
455		-76.728600	-79.666473	0.052978	1.943969e-08	1.542056e+00
456		-76.735131	-76.735131	0.993490	1.943926e-08	1.540599e+00
457		-73.892180	-73.892180	1.000000	1.994306e-08	1.540915e+00
457		-73.892180	-75.516422	0.197061	1.996590e-08	1.540654e+00
458		-75.050787	-75.050787	0.313923	1.988288e-08	1.559947e+00
458		-75.050787	-75.973345	0.397501	1.989941e-08	1.570247e+00
458		-75.050787	-77.107224	0.127909	2.008583e-08	1.538190e+00
459		-74.921701	-74.921701	1.000000	2.039674e-08	1.523872e+00
459		-74.921701	-75.593053	0.511017	2.043563e-08	1.513823e+00
459		-74.921701	-77.115967	0.111440	2.042326e-08	1.534063e+00
459		-74.921701	-78.357172	0.032210	2.025557e-08	1.541575e+00
459		-74.921701	-76.781253	0.155742	2.026771e-08	1.540849e+00
460		-75.230896	-75.230896	0.734037	2.054999e-08	1.489837e+00
460		-75.230896	-77.761528	0.079609	2.076936e-08	1.545941e+00
460		-75.230896	-77.019640	0.167170	2.036110e-08	1.561530e+00
460		-75.230896	-76.285946	0.348175	2.075482e-08	1.573292e+00
460		-75.230896	-78.048101	0.059773	2.068470e-08	1.541870e+00
460		-75.230896	-77.315063	0.124411	2.066615e-08	1.641043e+00
460		-75.230896	-80.814257	0.003760	2.075035e-08	1.567738e+00
460		-75.230896	-78.562712	0.035728	2.064520e-08	1.521175e+00
460		-75.230896	-78.564592	0.035661	2.023980e-08	1.541247e+00
460		-75.230896	-78.273206	0.047724	2.048711e-08	1.568240e+00
461		-76.237564	-76.237564	0.365435	2.015318e-08	1.540042e+00
462		-75.634842	-75.634842	1.000000	2.058553e-08	1.520980e+00
462		-75.634842	-76.046207	0.662745	2.059657e-08	1.559866e+00
462		-75.634842	-76.146033	0.599780	2.069460e-08	1.576330e+00
463		-76.427314	-76.427314	0.452724	2.027782e-08	1.528651e+00
464		-75.563918	-75.563918	1.000000	2.007303e-08	1.500164e+00
465		-75.069738	-75.069738	1.000000	2.014132e-08	1.580706e+00
466		-76.091293	-76.091293	0.360035	2.016288e-08	1.498240e+00
466		-76.091293	-76.472282	0.683185	1.999643e-08	1.563352e+00
467		-75.679072	-75.679072	1.000000	2.028231e-08	1.537863e+00
468		-73.239392	-73.239392	1.000000	2.011425e-08	1.524650e+00
468		-73.239392	-73.974637	0.479388	1.994381e-08	1.561734e+00
468		-73.239392	-74.202937	0.381538	2.014964e-08	1.572560e+00
468		-73.239392	-75.820451	0.075694	1.996561e-08	1.542293e+00
469		-74.153784	-74.153784	0.400760	2.017190e-08	1.664975e+00
469		-74.153784	-75.543572	0.249128	2.003888e-08	1.524452e+00
470		-73.146486	-73.146486	1.000000	1.991229e-08	1.489059e+00
471		-73.467371	-73.467371	0.725506	1.999411e-08	1.541094e+00
472		-73.400592	-73.400592	1.000000	2.008965e-08	1.493438e+00
472		-73.400592	-75.340806	0.143673	2.009253e-08	1.540722e+00
472		-73.400592	-75.966030	0.076886	2.020265e-08	1.541670e+00
472		-73.400592	-76.282962	0.056002	2.017331e-08	1.548316e+00
473		-74.705918	-74.705918	0.271084	1.999037e-08	1.569494e+00
473		-74.705918	-75.337359	0.531825	1.979086e-08	1.565081e+00
473		-74.705918	-77.520952	0.059903	2.019033e-08	1.539449e+00
474		-73.694036	-73.694036	1.000000	1.999732e-08	1.539523e+00
475		-72.054908	-72.054908	1.000000	2.044785e-08	1.542688e+00
476		-72.299578	-72.299578	0.782963	2.058308e-08	1.557078e+00
477		-73.492901	-73.492901	0.303212	2.045705e-08	1.555524e+00
477		-73.492901	-73.963229	0.624797	2.066451e-08	1.513970e+00
477		-73.492901	-75.766292	0.102962	2.042685e-08	1.520584e+00
477		-73.492901	-78.821503	0.004851	2.073085e-08	1.552573e+00
478		-73.512282	-73.512282	0.980805	2.025514e-08	1.528543e+00
479		-74.899050	-74.899050	0.249882	2.060984e-08	1.620764e+00
479		-74.899050	-76.821100	0.146307	2.044150e-08	1.540477e+00
479		-74.899050	-80.193647	0.005019	2.065941e-08	1.522574e+00
480		-77.484178	-77.484178	0.075386	2.057660e-08	1.529138e+00
481		-76.131808	-76.131808	1.000000	2.059156e-08	1.549475e+00
482		-74.316616	-74.316616	1.000000	2.059538e-08	1.556808e+00
482		-74.316616	-75.286234	0.379228	2.070940e-08	1.525608e+00
482		-74.316616	-77.566597	0.038775	2.068491e-08	1.588967e+00
483		-74.204703	-74.204703	1.000000	2.047429e-08	1.569117e+00
484		-73.831388	-73.831388	1.000000	2.041341e-08	1.559579e+00
484		-73.831388	-76.532493	0.067131	2.089297e-08	1.500474e+00
484		-73.831388	-77.725327	0.020365	2.044099e-08	1.541938e+00
484		-73.831388	-76.007553	0.113476	2.037032e-08	1.568324e+00
484		-73.831388	-75.746538	0.147320	2.076117e-08	1.520664e+00
484		-73.831388	-76.978127	0.042992	2.056310e-08	1.541023e+00
484		-73.831388	-77.684191	0.021220	2.051988e-08	1.541933e+00
484		-73.831388	-77.842426	0.018115	2.088472e-08	1.530227e+00
485		-75.470744	-75.470744	0.194105	2.036246e-08	1.505991e+00
485		-75.470744	-78.477098	0.049472	2.026589e-08	1.559678e+00
486		-75.136510	-75.136510	1.000000	2.014310e-08	1.521974e+00
487		-75.576945	-75.576945	0.643756	2.002040e-08	1.580133e+00
488		-76.857845	-76.857845	0.277787	2.013421e-08	1.549697e+00
488		-76.857845	-80.660173	0.022319	1.990756e-08	1.541365e+00
488		-76.857845	-79.765860	0.054584	2.000995e-08	1.540364e+00
489		-76.464462	-76.464462	1.000000	1.984156e-08	1.588854e+00
489		-76.464462	-78.492343	0.131614	1.948756e-08	1.559921e+00
490		-74.648308	-74.648308	1.000000	1.974355e-08	1.547808e+00
491		-73.331247	-73.331247	1.000000	2.004743e-08	1.509750e+00
492		-71.982820	-71.982820	1.000000	1.988691e-08	1.500586e+00
492		-71.982820	-73.192758	0.298216	2.014456e-08	1.552697e+00
492		-71.982820	-76.060983	0.016939	2.004965e-08	1.532806e+00
493		-73.397574	-73.397574	0.242985	1.978801e-08	1.492360e+00
493		-73.397574	-74.187269	0.453983	2.000125e-08	1.492376e+00
494		-73.249941	-73.249941	1.000000	2.003079e-08	1.541721e+00
495		-72.324815	-72.324815	1.000000	2.009148e-08	1.556200e+00
495		-72.324815	-72.557437	0.792454	2.003947e-08	1.539996e+00
495		-72.324815	-74.651475	0.097621	2.016561e-08	1.557396e+00
495		-72.324815	-74.881824	0.077536	2.047056e-08	1.501986e+00
495		-72.324815	-73.522638	0.301851	2.025718e-08	1.541207e+00
495		-72.324815	-74.139497	0.162890	2.053853e-08	1.640664e+00
496		-72.957177	-72.957177	0.531336	2.020136e-08	1.542309e+00
496		-72.957177	-74.716084	0.172233	2.051480e-08	1.512090e+00
497		-72.984711	-72.984711	0.972842	2.014714e-08	1.568336e+00
497		-72.984711	-75.390209	0.090220	1.985246e-08	1.501108e+00
497		-72.984711	-74.860891	0.153174	2.004411e-08	1.541855e+00
497		-72.984711	-75.122514	0.117914	2.014164e-08	1.534427e+00
497		-72.984711	-74.606235	0.197597	2.023283e-08	1.492418e+00
497		-72.984711	-75.546445	0.077171	2.003729e-08	1.549101e+00
498		-71.663013	-71.663013	1.000000	2.039571e-08	1.561591e+00
498		-71.663013	-73.157041	0.224467	2.064552e-08	1.553337e+00
499		-71.446693	-71.446693	1.000000	2.049428e-08	1.600370e+00
499		-71.446693	-72.488590	0.352785	2.044961e-08	1.549519e+00
499		-71.446693	-73.491206	0.129443	2.058402e-08	1.540792e+00
499		-71.446693	-72.092521	0.524228	2.038456e-08	1.542811e+00
499		-71.446693	-72.955285	0.221221	2.071675e-08	1.539517e+00
500		-70.651419	-70.651419	1.000000	2.025979e-08	1.499989e+00
500		-70.651419	-72.808151	0.115703	2.052656e-08	1.558422e+00
500		-70.651419	-72.700368	0.128870	2.035932e-08	1.591836e+00
501		-71.278973	-71.278973	0.533896	2.024769e-08	1.630104e+00
502		-71.995691	-71.995691	0.488353	2.023470e-08	1.544900e+00
503		-70.783851	-70.783851	1.000000	2.013568e-08	1.567720e+00
504		-70.674920	-70.674920	1.000000	2.036186e-08	1.502426e+00
504		-70.674920	-72.132637	0.232767	2.051563e-08	1.541767e+00
504		-70.674920	-72.366530	0.184223	2.052238e-08	1.491786e+00
504		-70.674920	-74.952233	0.013880	2.025376e-08	1.500386e+00
504		-70.674920	-71.742879	0.343709	2.045190e-08	1.541123e+00
504		-70.674920	-71.617949	0.389447	2.044031e-08	1.541481e+00
505		-70.168549	-70.168549	1.000000	2.029831e-08	1.542155e+00
505		-70.168549	-70.722876	0.574459	2.034082e-08	1.540741e+00
505		-70.168549	-73.655884	0.030582	2.063409e-08	1.542383e+00
505		-70.168549	-71.857864	0.184646	2.009787e-08	1.540367e+00
505		-70.168549	-72.704265	0.079205	2.030006e-08	1.542420e+00
505		-70.168549	-72.798359	0.072092	1.993803e-08	1.540555e+00
505		-70.168549	-73.572233	0.033251	2.059677e-08	1.509177e+00
505		-70.168549	-70.447664	0.756453	2.058864e-08	1.532967e+00
505		-70.168549	-71.637361	0.230199	1.991641e-08	1.541040e+00
505		-70.168549	-71.014101	0.429320	2.035794e-08	1.509697e+00
505		-70.168549	-72.076078	0.148447	2.045239e-08	1.525227e+00
506		-70.529738	-70.529738	0.696847	2.037570e-08	1.589268e+00
507		-70.737083	-70.737083	0.812740	2.029185e-08	1.537721e+00
507		-70.737083	-76.220668	0.004154	2.067310e-08	1.524097e+00
507		-70.737083	-74.654015	0.019902	2.071341e-08	1.513360e+00
508		-70.023121	-70.023121	1.000000	2.027308e-08	1.539919e+00
508		-70.023121	-71.694633	0.187963	2.012106e-08	1.541021e+00
509		-74.392212	-74.392212	0.012663	2.023309e-08	1.570107e+00
509		-74.392212	-78.387683	0.018399	1.996350e-08	1.510966e+00
509		-74.392212	-75.449176	0.347509	2.010944e-08	1.553075e+00
509		-74.392212	-76.561282	0.114284	2.023500e-08	1.551649e+00
510		-71.979500	-71.979500	1.000000	1.980012e-08	1.549842e+00
511		-72.286557	-72.286557	0.735609	1.988345e-08	1.540450e+00
511		-72.286557	-73.513302	0.293245	1.992312e-08	1.520562e+00
511		-72.286557	-79.528729	0.000716	1.961070e-08	1.573326e+00
512		-71.301159	-71.301159	1.000000	1.996183e-08	1.542498e+00
512		-71.301159	-74.057494	0.063524	2.041201e-08	1.541240e+00
512		-71.301159	-72.676868	0.252660	1.973108e-08	1.541551e+00
513		-70.328708	-70.328708	1.000000	2.030410e-08	1.550109e+00
513		-70.328708	-74.731892	0.012238	2.013224e-08	1.560973e+00
513		-70.328708	-72.107734	0.168802	2.007067e-08	1.613026e+00
513		-70.328708	-74.859156	0.010776	2.036072e-08	1.550140e+00
514		-69.655449	-69.655449	1.000000	2.008504e-08	1.563439e+00
515		-70.078697	-70.078697	0.654917	1.983397e-08	1.520782e+00
516		-70.862886	-70.862886	0.456489	2.029152e-08	1.540181e+00
517		-67.635947	-67.635947	1.000000	2.035929e-08	1.541255e+00
517		-67.635947	-71.198160	0.028376	2.099026e-08	1.541251e+00
518		-68.495200	-68.495200	0.423478	2.037103e-08	1.540751e+00
519		-69.393617	-69.393617	0.407214	2.036696e-08	1.577069e+00
520		-69.531796	-69.531796	0.870942	2.030550e-08	1.540530e+00
520		-69.531796	-76.318339	0.001129	2.040457e-08	1.549234e+00
521		-69.303480	-69.303480	1.000000	2.026092e-08	1.599485e+00
522		-68.866557	-68.866557	1.000000	2.018188e-08	1.581972e+00
523		-69.297342	-69.297342	0.649999	2.065086e-08	1.560740e+00
523		-69.297342	-74.441690	0.005832	2.106067e-08	1.593172e+00
523		-69.297342	-71.535729	0.106630	2.075753e-08	1.560648e+00
524		-69.047451	-69.047451	1.000000	2.055766e-08	1.525095e+00
524		-69.047451	-72.604559	0.028521	2.052820e-08	1.531332e+00
525		-69.861228	-69.861228	0.443181	2.073096e-08	1.532794e+00
525		-69.861228	-71.920956	0.127489	2.104050e-08	1.652992e+00
525		-69.861228	-73.759470	0.020278	2.044945e-08	1.592290e+00
525		-69.861228	-73.240505	0.034072	2.047865e-08	1.592834e+00
525		-69.861228	-73.237030	0.034191	2.043291e-08	1.611384e+00
525		-69.861228	-73.357193	0.030319	2.089909e-08	1.586895e+00
525		-69.861228	-71.976166	0.120641	2.076832e-08	1.590546e+00
525		-69.861228	-73.130142	0.038048	2.095163e-08	1.582877e+00
525		-69.861228	-70.656995	0.451235	2.092674e-08	1.588987e+00
525		-69.861228	-75.798822	0.002638	2.088499e-08	1.629411e+00
525		-69.861228	-70.991757	0.322862	2.070673e-08	1.595705e+00
525		-69.861228	-74.165524	0.013510	2.082346e-08	1.578808e+00
525		-69.861228	-71.276350	0.242896	2.064719e-08	1.584342e+00
526		-71.739430	-71.739430	0.152865	2.045137e-08	1.599308e+00
527		-72.073886	-72.073886	0.715728	2.030604e-08	1.569777e+00
527		-72.073886	-73.446830	0.253360	2.034885e-08	1.569034e+00
527		-72.073886	-73.369300	0.273784	2.036305e-08	1.513798e+00
527		-72.073886	-74.056843	0.137662	1.991544e-08	1.554218e+00
527		-72.073886	-77.367335	0.005024	2.019886e-08	1.529632e+00
528		-72.306401	-72.306401	0.792538	2.036192e-08	1.589469e+00
