accepted	Lprev	Lstar	alpha	minimum	time
672		-69.248455	-71.780721	0.079479	1.960393e-08	1.525740e+00
673		-69.245071	-69.245071	1.000000	1.949245e-08	1.548220e+00
673		-69.245071	-70.468362	0.294260	1.951531e-08	1.562839e+00
673		-69.245071	-70.464426	0.295421	1.969273e-08	1.562321e+00
673		-69.245071	-71.028356	0.168085	1.956493e-08	1.548407e+00
673		-69.245071	-73.184195	0.019465	1.920239e-08	1.499665e+00
674		-69.745430	-69.745430	0.606313	1.968089e-08	1.540682e+00
674		-69.745430	-72.372662	0.072278	1.985525e-08	1.640760e+00
675		-69.848983	-69.848983	0.901629	1.994011e-08	1.540654e+00
675		-69.848983	-70.366141	0.596213	2.004832e-08	1.562491e+00
675		-69.848983	-71.959419	0.121185	1.969520e-08	1.540026e+00
676		-67.430267	-67.430267	1.000000	1.971407e-08	1.567081e+00
676		-67.430267	-69.712188	0.102088	1.976643e-08	1.559752e+00
676		-67.430267	-69.100101	0.188278	2.012513e-08	1.541109e+00
676		-67.430267	-70.362401	0.053283	1.953031e-08	1.541346e+00
676		-67.430267	-68.670336	0.289364	1.946056e-08	1.541109e+00
676		-67.430267	-69.845869	0.089314	1.969442e-08	1.543462e+00
677		-68.818343	-68.818343	0.249555	1.939957e-08	1.561298e+00
677		-68.818343	-71.058194	0.106474	1.975402e-08	1.572963e+00
677		-68.818343	-73.282230	0.011518	1.922642e-08	1.552290e+00
677		-68.818343	-72.064778	0.038913	1.933288e-08	1.554173e+00
677		-68.818343	-71.095325	0.102593	1.941788e-08	1.552606e+00
678		-69.008450	-69.008450	0.826871	1.925366e-08	1.560921e+00
678		-69.008450	-73.502066	0.011180	1.924211e-08	1.568616e+00
678		-69.008450	-70.306873	0.272962	1.900705e-08	1.571480e+00
678		-69.008450	-71.671531	0.069733	1.929300e-08	1.561488e+00
679		-69.400558	-69.400558	0.675631	1.929305e-08	1.639164e+00
679		-69.400558	-74.224791	0.008033	1.939968e-08	1.522788e+00
679		-69.400558	-71.049791	0.192197	1.935124e-08	1.588258e+00
679		-69.400558	-74.480113	0.006223	1.912113e-08	1.501197e+00
680		-69.725438	-69.725438	0.722614	1.934660e-08	1.540750e+00
681		-70.551936	-70.551936	0.437579	1.923815e-08	1.491770e+00
682		-68.415905	-68.415905	1.000000	1.941597e-08	1.540400e+00
682		-68.415905	-70.293471	0.152962	1.901562e-08	1.537233e+00
682		-68.415905	-72.170789	0.023403	1.893157e-08	1.545554e+00
682		-68.415905	-70.146791	0.177128	1.992964e-08	1.540973e+00
683		-66.120847	-66.120847	1.000000	1.952422e-08	1.560504e+00
683		-66.120847	-69.433915	0.036404	1.940663e-08	1.546992e+00
683		-66.120847	-68.610231	0.082961	1.948107e-08	1.596991e+00
683		-66.120847	-67.601018	0.227599	1.920009e-08	1.521390e+00
683		-66.120847	-67.592482	0.229550	1.937731e-08	1.561231e+00
684		-66.379104	-66.379104	0.772396	1.955132e-08	1.570984e+00
685		-64.805070	-64.805070	1.000000	1.984630e-08	1.543346e+00
686		-65.016878	-65.016878	0.809120	2.000626e-08	1.559721e+00
686		-65.016878	-66.972618	0.141460	2.004332e-08	1.555001e+00
686		-65.016878	-68.835960	0.021948	1.994792e-08	1.613134e+00
687		-65.137337	-65.137337	0.886513	1.991179e-08	1.560911e+00
687		-65.137337	-66.889809	0.173345	1.997193e-08	1.520961e+00
687		-65.137337	-68.106340	0.051354	1.982872e-08	1.541642e+00
687		-65.137337	-73.100580	0.000348	2.042068e-08	1.568269e+00
687		-65.137337	-70.751940	0.003644	2.034350e-08	1.520549e+00
687		-65.137337	-66.988839	0.157001	2.000990e-08	1.541679e+00
687		-65.137337	-69.263122	0.016151	2.022826e-08	1.542055e+00
688		-65.267240	-65.267240	0.878181	1.970911e-08	1.568887e+00
688		-65.267240	-69.333378	0.017143	1.960468e-08	1.581200e+00
688		-65.267240	-68.615137	0.035158	1.965987e-08	1.552760e+00
688		-65.267240	-69.515518	0.014289	1.980516e-08	1.541606e+00
688		-65.267240	-66.606841	0.261950	1.992230e-08	1.561553e+00
688		-65.267240	-66.572807	0.271019	1.997091e-08	1.521589e+00
689		-64.918952	-64.918952	1.000000	1.972286e-08	1.568745e+00
689		-64.918952	-66.169345	0.286392	1.988540e-08	1.501541e+00
690		-63.071712	-63.071712	1.000000	1.899295e-08	1.537167e+00
690		-63.071712	-66.778486	0.024557	1.839620e-08	1.516034e+00
690		-63.071712	-64.417840	0.260246	1.914986e-08	1.521929e+00
690		-63.071712	-65.416647	0.095853	1.895658e-08	1.592178e+00
691		-62.685336	-62.685336	1.000000	1.894149e-08	1.541633e+00
692		-62.996619	-62.996619	0.732507	1.928349e-08	1.552117e+00
692		-62.996619	-65.786310	0.061440	1.903063e-08	1.532771e+00
693		-63.292142	-63.292142	0.744142	1.917001e-08	1.541379e+00
693		-63.292142	-67.523089	0.014539	1.919536e-08	1.599759e+00
694		-63.887818	-63.887818	0.551190	1.922790e-08	1.568777e+00
694		-63.887818	-64.571899	0.504554	1.899139e-08	1.572751e+00
694		-63.887818	-65.129320	0.288950	1.928327e-08	1.540552e+00
694		-63.887818	-66.224952	0.096604	1.948780e-08	1.549796e+00
694		-63.887818	-65.608003	0.179033	1.942960e-08	1.554277e+00
694		-63.887818	-64.903777	0.362055	1.888671e-08	1.541469e+00
694		-63.887818	-66.479736	0.074876	1.936087e-08	1.577347e+00
695		-63.846186	-63.846186	1.000000	1.918330e-08	1.569162e+00
696		-62.704093	-62.704093	1.000000	1.907486e-08	1.527729e+00
697		-62.477578	-62.477578	1.000000	1.911688e-08	1.561291e+00
697		-62.477578	-63.403502	0.396165	1.898662e-08	1.519420e+00
698		-62.266529	-62.266529	1.000000	1.981115e-08	1.541488e+00
699		-62.588867	-62.588867	0.724453	1.991492e-08	1.592066e+00
699		-62.588867	-62.869740	0.755125	1.992958e-08	1.581465e+00
699		-62.588867	-66.216089	0.026590	1.997388e-08	1.601699e+00
699		-62.588867	-63.708955	0.326251	1.955195e-08	1.581203e+00
699		-62.588867	-68.779731	0.002048	1.981388e-08	1.500988e+00
699		-62.588867	-67.520017	0.007218	1.999495e-08	1.551552e+00
699		-62.588867	-67.039314	0.011673	1.991653e-08	1.533605e+00
699		-62.588867	-63.971624	0.250886	1.982683e-08	1.548693e+00
699		-62.588867	-64.088790	0.223147	1.960601e-08	1.540196e+00
699		-62.588867	-64.983753	0.091183	2.008696e-08	1.548984e+00
699		-62.588867	-65.696423	0.044710	1.986923e-08	1.541590e+00
699		-62.588867	-64.858217	0.103379	1.980939e-08	1.540781e+00
699		-62.588867	-65.435823	0.058021	1.999420e-08	1.561532e+00
700		-62.989855	-62.989855	0.669659	1.956769e-08	1.540602e+00
700		-62.989855	-63.277893	0.749733	1.984428e-08	1.521406e+00
701		-62.033406	-62.033406	1.000000	1.924806e-08	1.521318e+00
701		-62.033406	-63.708125	0.187361	1.942973e-08	1.520975e+00
701		-62.033406	-64.422858	0.091680	1.882262e-08	1.521277e+00
701		-62.033406	-64.151328	0.120281	1.941365e-08	1.539491e+00
702		-61.750548	-61.750548	1.000000	1.919056e-08	1.541731e+00
702		-61.750548	-62.210462	0.631337	1.928950e-08	1.580530e+00
702		-61.750548	-62.589530	0.432150	1.939126e-08	1.629764e+00
702		-61.750548	-64.152592	0.090533	1.924214e-08	1.501436e+00
702		-61.750548	-63.300184	0.212325	1.930151e-08	1.541341e+00
703		-61.306383	-61.306383	1.000000	1.926176e-08	1.580882e+00
704		-61.667246	-61.667246	0.697075	1.921920e-08	1.589516e+00
705		-61.123061	-61.123061	1.000000	1.923643e-08	1.537365e+00
706		-61.329401	-61.329401	0.813556	1.914451e-08	1.537674e+00
706		-61.329401	-62.786930	0.232811	1.874628e-08	1.550242e+00
707		-62.141599	-62.141599	0.443881	1.933256e-08	1.540869e+00
707		-62.141599	-63.759566	0.198301	1.983455e-08	1.560227e+00
708		-62.967373	-62.967373	0.437896	1.921553e-08	1.569153e+00
709		-62.716475	-62.716475	1.000000	1.917589e-08	1.541542e+00
710		-61.950560	-61.950560	1.000000	1.934925e-08	1.561482e+00
711		-62.237717	-62.237717	0.750394	1.983446e-08	1.550103e+00
712		-61.796140	-61.796140	1.000000	1.967371e-08	1.501208e+00
713		-61.568343	-61.568343	1.000000	1.968181e-08	1.540059e+00
713		-61.568343	-63.758356	0.111915	1.975445e-08	1.572885e+00
714		-62.300129	-62.300129	0.481049	1.947011e-08	1.541027e+00
714		-62.300129	-64.517524	0.108892	1.979460e-08	1.580269e+00
715		-60.920701	-60.920701	1.000000	1.946312e-08	1.602248e+00
716		-62.334099	-62.334099	0.243315	1.933213e-08	1.540999e+00
716		-62.334099	-66.477760	0.015865	1.935271e-08	1.592834e+00
717		-62.863062	-62.863062	0.589216	1.935124e-08	1.581326e+00
718		-61.828058	-61.828058	1.000000	1.955481e-08	1.521852e+00
718		-61.828058	-62.994354	0.311519	1.940529e-08	1.520996e+00
718		-61.828058	-64.578535	0.063897	1.952420e-08	1.509367e+00
719		-63.181244	-63.181244	0.258416	1.930802e-08	1.570076e+00
719		-63.181244	-65.858002	0.068786	1.918531e-08	1.567812e+00
720		-64.422932	-64.422932	0.288896	1.902522e-08	1.591373e+00
720		-64.422932	-67.513089	0.045495	1.885788e-08	1.599845e+00
720		-64.422932	-66.187162	0.171319	1.902092e-08	1.591962e+00
720		-64.422932	-69.690022	0.005159	1.870940e-08	1.534176e+00
720		-64.422932	-65.434236	0.363744	1.940979e-08	1.581023e+00
721		-65.862981	-65.862981	0.236916	1.906846e-08	1.541472e+00
721		-65.862981	-69.668576	0.022246	1.890910e-08	1.541065e+00
721		-65.862981	-69.846448	0.018621	1.901707e-08	1.567908e+00
722		-66.603056	-66.603056	0.477078	1.925373e-08	1.551522e+00
723		-65.999467	-65.999467	1.000000	1.914261e-08	1.525169e+00
724		-65.659118	-65.659118	1.000000	1.894375e-08	1.624978e+00
725		-68.569684	-68.569684	0.054445	1.908066e-08	1.521138e+00
726		-69.041059	-69.041059	0.624143	1.897234e-08	1.512744e+00
727		-66.154308	-66.154308	1.000000	1.927626e-08	1.560219e+00
727		-66.154308	-71.526987	0.004642	1.949665e-08	1.519094e+00
728		-66.724143	-66.724143	0.565619	1.925320e-08	1.541902e+00
729		-66.018375	-66.018375	1.000000	1.903028e-08	1.540424e+00
729		-66.018375	-68.916007	0.055154	1.882714e-08	1.581156e+00
729		-66.018375	-66.692874	0.509411	1.914495e-08	1.550594e+00
729		-66.018375	-67.355007	0.262729	1.912308e-08	1.560871e+00
729		-66.018375	-68.558612	0.078848	1.926270e-08	1.563125e+00
729		-66.018375	-67.615082	0.202562	1.910407e-08	1.529497e+00
729		-66.018375	-71.963365	0.002619	1.944205e-08	1.552940e+00
730		-65.929446	-65.929446	1.000000	1.905969e-08	1.542400e+00
731		-65.038680	-65.038680	1.000000	1.898776e-08	1.540117e+00
731		-65.038680	-66.847899	0.163782	1.883601e-08	1.541757e+00
731		-65.038680	-66.460284	0.241326	1.945802e-08	1.561330e+00
731		-65.038680	-66.663810	0.196886	1.938480e-08	1.572516e+00
732		-67.359901	-67.359901	0.098154	1.898852e-08	1.541820e+00
733		-66.310859	-66.310859	1.000000	1.884000e-08	1.610268e+00
733		-66.310859	-68.249001	0.143971	1.883216e-08	1.540886e+00
733		-66.310859	-68.765786	0.085870	1.866999e-08	1.573115e+00
733		-66.310859	-70.789397	0.011350	1.886391e-08	1.542058e+00
733		-66.310859	-68.198014	0.151502	1.860724e-08	1.541031e+00
733		-66.310859	-68.513740	0.110484	1.905942e-08	1.561437e+00
733		-66.310859	-69.261460	0.052308	1.874195e-08	1.580463e+00
733		-66.310859	-68.617665	0.099579	1.872139e-08	1.581524e+00
733		-66.310859	-71.283009	0.006928	1.836884e-08	1.519396e+00
733		-66.310859	-68.869101	0.077441	1.858399e-08	1.569600e+00
734		-67.598751	-67.598751	0.275852	1.921470e-08	1.540845e+00
735		-65.718338	-65.718338	1.000000	1.932657e-08	1.541456e+00
736		-67.824945	-67.824945	0.121650	1.931243e-08	1.541746e+00
736		-67.824945	-69.565922	0.175349	1.901849e-08	1.540008e+00
736		-67.824945	-69.556680	0.176977	1.943897e-08	1.562222e+00
736		-67.824945	-74.152586	0.001786	1.926222e-08	1.521814e+00
736		-67.824945	-69.598779	0.169681	1.928202e-08	1.568234e+00
736		-67.824945	-69.286833	0.231798	1.941031e-08	1.540012e+00
736		-67.824945	-72.043359	0.014722	1.913856e-08	1.548379e+00
736		-67.824945	-71.811251	0.018568	1.951970e-08	1.570679e+00
736		-67.824945	-74.563239	0.001185	1.914844e-08	1.648989e+00
737		-67.786324	-67.786324	1.000000	1.921209e-08	1.533469e+00
738		-67.811172	-67.811172	0.975458	1.920803e-08	1.548580e+00
738		-67.811172	-69.400708	0.204020	1.911507e-08	1.541396e+00
738		-67.811172	-74.534283	0.001203	1.951459e-08	1.572460e+00
738		-67.811172	-71.788516	0.018735	1.925971e-08	1.541870e+00
738		-67.811172	-75.072923	0.000702	1.917180e-08	1.551932e+00
738		-67.811172	-74.048091	0.001956	1.927322e-08	1.548424e+00
738		-67.811172	-78.001449	0.000038	1.911054e-08	1.550198e+00
739		-67.071955	-67.071955	1.000000	1.958020e-08	1.581518e+00
740		-66.221730	-66.221730	1.000000	1.901491e-08	1.549327e+00
740		-66.221730	-67.287983	0.344296	1.879096e-08	1.589481e+00
740		-66.221730	-67.047413	0.437936	1.913409e-08	1.568978e+00
740		-66.221730	-78.079762	0.000007	1.917938e-08	1.522721e+00
740		-66.221730	-71.218282	0.006761	1.907816e-08	1.549109e+00
741		-68.307369	-68.307369	0.124228	1.914525e-08	1.502368e+00
742		-67.591449	-67.591449	1.000000	1.886930e-08	1.541285e+00
743		-68.242391	-68.242391	0.521554	1.871371e-08	1.541331e+00
744		-68.475699	-68.475699	0.791910	1.862042e-08	1.589008e+00
744		-68.475699	-70.769658	0.100866	1.845624e-08	1.639934e+00
744		-68.475699	-73.562775	0.006176	1.892652e-08	1.542006e+00
744		-68.475699	-74.710423	0.001960	1.886084e-08	1.569547e+00
745		-67.433811	-67.433811	1.000000	1.852494e-08	1.552398e+00
746		-66.697420	-66.697420	1.000000	1.870832e-08	1.541338e+00
747		-65.573143	-65.573143	1.000000	1.914124e-08	1.540157e+00
748		-64.401275	-64.401275	1.000000	1.938205e-08	1.580738e+00
749		-65.293019	-65.293019	0.409940	1.949533e-08	1.501955e+00
750		-65.701040	-65.701040	0.664965	1.951006e-08	1.580127e+00
750		-65.701040	-71.121112	0.004427	1.979931e-08	1.500452e+00
750		-65.701040	-67.567109	0.154731	1.927921e-08	1.530686e+00
751		-66.426752	-66.426752	0.483980	1.956189e-08	1.538017e+00
751		-66.426752	-68.969092	0.078682	1.910266e-08	1.550577e+00
751		-66.426752	-67.723405	0.273445	1.930633e-08	1.589419e+00
752		-66.921387	-66.921387	0.609793	1.953559e-08	1.558439e+00
753		-65.763450	-65.763450	1.000000	1.934677e-08	1.524169e+00
753		-65.763450	-68.267066	0.081789	1.950684e-08	1.568552e+00
753		-65.763450	-67.664127	0.149467	1.982177e-08	1.567408e+00
753		-65.763450	-70.694263	0.007221	1.939208e-08	1.556128e+00
754		-67.448195	-67.448195	0.185492	1.930934e-08	1.632860e+00
754		-67.448195	-69.728262	0.102277	1.954535e-08	1.540525e+00
755		-67.643578	-67.643578	0.822519	1.944410e-08	1.569306e+00
755		-67.643578	-68.906032	0.282959	1.961230e-08	1.552057e+00
755		-67.643578	-69.515130	0.153885	1.920027e-08	1.527051e+00
755		-67.643578	-70.511074	0.056841	1.958707e-08	1.500364e+00
755		-67.643578	-73.398514	0.003167	1.935575e-08	1.499350e+00
756		-66.858242	-66.858242	1.000000	1.982183e-08	1.562139e+00
757		-65.673814	-65.673814	1.000000	1.963688e-08	1.520385e+00
757		-65.673814	-70.173366	0.011114	1.940083e-08	1.589239e+00
757		-65.673814	-66.327127	0.520319	1.948972e-08	1.541089e+00
758		-63.686208	-63.686208	1.000000	1.978289e-08	1.560321e+00
758		-63.686208	-65.803964	0.120301	2.001893e-08	1.549122e+00
759		-64.038554	-64.038554	0.703037	1.973605e-08	1.572242e+00
759		-64.038554	-66.031113	0.136346	1.965326e-08	1.560650e+00
760		-64.313465	-64.313465	0.759640	1.951527e-08	1.549223e+00
761		-62.570109	-62.570109	1.000000	1.965987e-08	1.569029e+00
761		-62.570109	-65.676307	0.044771	1.943654e-08	1.552693e+00
762		-62.064700	-62.064700	1.000000	1.982751e-08	1.592675e+00
762		-62.064700	-63.159340	0.334660	1.987983e-08	1.670717e+00
763		-63.110999	-63.110999	0.351235	1.970775e-08	1.540646e+00
763		-63.110999	-64.628884	0.219175	1.958879e-08	1.543194e+00
763		-63.110999	-65.270403	0.115394	1.967514e-08	1.561545e+00
763		-63.110999	-64.936701	0.161105	1.977211e-08	1.581912e+00
763		-63.110999	-64.224317	0.328467	2.004852e-08	1.568915e+00
763		-63.110999	-64.283786	0.309503	1.960755e-08	1.502559e+00
763		-63.110999	-66.932375	0.021898	1.955838e-08	1.562860e+00
763		-63.110999	-63.670220	0.571654	1.975861e-08	1.573117e+00
764		-63.281637	-63.281637	0.843127	1.964591e-08	1.581704e+00
765		-62.258784	-62.258784	1.000000	1.996968e-08	1.501265e+00
766		-62.902173	-62.902173	0.525508	2.005957e-08	1.560155e+00
767		-63.605520	-63.605520	0.494926	2.015314e-08	1.520015e+00
768		-64.499880	-64.499880	0.408869	2.031672e-08	1.560854e+00
769		-64.363119	-64.363119	1.000000	2.007943e-08	1.568370e+00
769		-64.363119	-66.051843	0.184755	1.999077e-08	1.561145e+00
769		-64.363119	-65.768676	0.245230	2.019070e-08	1.521644e+00
770		-63.256308	-63.256308	1.000000	1.985693e-08	1.568380e+00
771		-63.074912	-63.074912	1.000000	1.948201e-08	1.522724e+00
771		-63.074912	-66.983656	0.020066	1.901216e-08	1.588307e+00
771		-63.074912	-66.935237	0.021061	1.927257e-08	1.579493e+00
771		-63.074912	-65.126628	0.128514	1.930081e-08	1.568763e+00
771		-63.074912	-65.631568	0.077564	1.962324e-08	1.533247e+00
771		-63.074912	-65.079022	0.134780	1.944708e-08	1.572948e+00
771		-63.074912	-63.953588	0.415333	1.919571e-08	1.583006e+00
771		-63.074912	-64.620505	0.213186	1.973643e-08	1.529609e+00
771		-63.074912	-65.148196	0.125772	1.918842e-08	1.550425e+00
772		-62.363888	-62.363888	1.000000	1.949968e-08	1.568840e+00
772		-62.363888	-69.062015	0.001233	1.915209e-08	1.511975e+00
773		-63.138094	-63.138094	0.461070	1.971012e-08	1.567235e+00
773		-63.138094	-64.455955	0.267707	1.952784e-08	1.554020e+00
774		-64.837257	-64.837257	0.182837	1.969796e-08	1.552428e+00
775		-65.295865	-65.295865	0.632163	1.987904e-08	1.531207e+00
775		-65.295865	-67.521927	0.107953	1.963995e-08	1.521076e+00
776		-66.395145	-66.395145	0.333111	2.001702e-08	1.520412e+00
776		-66.395145	-68.312237	0.147034	1.986512e-08	1.559653e+00
776		-66.395145	-69.323753	0.053471	2.004486e-08	1.529113e+00
776		-66.395145	-68.571407	0.113465	1.957002e-08	1.541602e+00
776		-66.395145	-70.581102	0.015208	2.015638e-08	1.541079e+00
776		-66.395145	-68.126484	0.177047	2.002655e-08	1.589828e+00
777		-68.407323	-68.407323	0.133697	2.014368e-08	1.540733e+00
777		-68.407323	-72.097973	0.024956	1.979707e-08	1.580256e+00
778		-69.309238	-69.309238	0.405792	2.031464e-08	1.590798e+00
778		-69.309238	-72.426988	0.044257	2.034989e-08	1.512053e+00
779		-67.592829	-67.592829	1.000000	2.013959e-08	1.520663e+00
779		-67.592829	-72.992995	0.004516	2.000286e-08	1.553194e+00
780		-68.818932	-68.818932	0.293434	1.990794e-08	1.543143e+00
780		-68.818932	-71.253039	0.087676	1.974082e-08	1.559501e+00
780		-68.818932	-70.533826	0.179983	1.978664e-08	1.528580e+00
781		-69.669159	-69.669159	0.427318	1.970512e-08	1.568792e+00
781		-69.669159	-71.125697	0.233042	1.974144e-08	1.520512e+00
781		-69.669159	-71.800699	0.118654	1.956380e-08	1.531405e+00
781		-69.669159	-70.117515	0.638677	1.986245e-08	1.519726e+00
782		-69.903419	-69.903419	0.791156	1.958779e-08	1.553810e+00
782		-69.903419	-74.732789	0.007992	1.957825e-08	1.527995e+00
783		-69.689994	-69.689994	1.000000	1.969517e-08	1.540235e+00
783		-69.689994	-74.116051	0.011962	1.979185e-08	1.500070e+00
784		-70.782172	-70.782172	0.335485	1.982194e-08	1.540280e+00
784		-70.782172	-73.220281	0.087326	1.950699e-08	1.589268e+00
785		-70.167493	-70.167493	1.000000	1.972264e-08	1.541574e+00
785		-70.167493	-73.227000	0.046911	1.942517e-08	1.541369e+00
786		-70.103387	-70.103387	1.000000	1.989295e-08	1.489358e+00
787		-70.009846	-70.009846	1.000000	2.009808e-08	1.568804e+00
788		-69.736933	-69.736933	1.000000	1.987931e-08	1.522415e+00
788		-69.736933	-72.550603	0.059984	1.966745e-08	1.521049e+00
789		-69.102284	-69.102284	1.000000	2.001948e-08	1.513145e+00
789		-69.102284	-74.054370	0.007069	2.011427e-08	1.571404e+00
789		-69.102284	-71.334556	0.107284	2.022579e-08	1.552299e+00
789		-69.102284	-70.268712	0.311477	2.008955e-08	1.580677e+00
789		-69.102284	-69.679910	0.561229	2.006720e-08	1.568733e+00
790		-70.196647	-70.196647	0.334753	1.996680e-08	1.538879e+00
790		-70.196647	-74.912427	0.008953	1.908881e-08	1.519887e+00
791		-69.876116	-69.876116	1.000000	1.963616e-08	1.581114e+00
791		-69.876116	-72.191536	0.098725	1.967809e-08	1.501076e+00
792		-67.929133	-67.929133	1.000000	1.960831e-08	1.550400e+00
792		-67.929133	-71.218036	0.037295	1.983466e-08	1.562793e+00
793		-67.972839	-67.972839	0.957235	1.972317e-08	1.572657e+00
793		-67.972839	-70.976059	0.049627	2.011314e-08	1.591380e+00
793		-67.972839	-68.946220	0.377803	1.985533e-08	1.561809e+00
793		-67.972839	-69.944794	0.139184	1.999068e-08	1.520467e+00
793		-67.972839	-69.793775	0.161874	1.947014e-08	1.493805e+00
793		-67.972839	-70.333633	0.094345	1.982790e-08	1.572310e+00
793		-67.972839	-71.290010	0.036255	1.958142e-08	1.562489e+00
794		-67.400794	-67.400794	1.000000	1.980584e-08	1.541596e+00
795		-66.423232	-66.423232	1.000000	1.989213e-08	1.540616e+00
795		-66.423232	-68.963506	0.078845	1.984803e-08	1.541083e+00
795		-66.423232	-68.405913	0.137700	1.952140e-08	1.580729e+00
795		-66.423232	-67.741875	0.267498	1.959631e-08	1.501724e+00
795		-66.423232	-67.318119	0.408654	1.976331e-08	1.541426e+00
796		-65.288762	-65.288762	1.000000	1.965515e-08	1.542374e+00
796		-65.288762	-68.204469	0.054166	1.984308e-08	1.541319e+00
796		-65.288762	-68.644633	0.034879	1.965559e-08	1.568512e+00
796		-65.288762	-66.855742	0.208674	1.980125e-08	1.559739e+00
796		-65.288762	-68.839756	0.028696	2.005943e-08	1.509519e+00
797		-64.677660	-64.677660	1.000000	1.970455e-08	1.493598e+00
797		-64.677660	-67.589410	0.054381	1.983166e-08	1.580180e+00
798		-65.765044	-65.765044	0.337097	1.966243e-08	1.550080e+00
799		-64.564518	-64.564518	1.000000	1.954188e-08	1.640181e+00
799		-64.564518	-66.415164	0.157136	1.987757e-08	1.561037e+00
799		-64.564518	-67.700706	0.043448	1.964869e-08	1.540820e+00
799		-64.564518	-66.586119	0.132443	1.966275e-08	1.522208e+00
800		-64.294186	-64.294186	1.000000	1.928686e-08	1.589494e+00
800		-64.294186	-65.343090	0.350322	1.927773e-08	1.540393e+00
800		-64.294186	-64.981297	0.503027	1.950691e-08	1.513629e+00
800		-64.294186	-65.913402	0.198054	1.941113e-08	1.521292e+00
800		-64.294186	-68.113564	0.021941	1.913530e-08	1.561677e+00
801		-64.045411	-64.045411	1.000000	1.880333e-08	1.521355e+00
802		-63.865431	-63.865431	1.000000	1.902656e-08	1.540970e+00
802		-63.865431	-64.347992	0.617201	1.935250e-08	1.540625e+00
803		-64.952629	-64.952629	0.337160	1.922274e-08	1.491923e+00
803		-64.952629	-65.660576	0.492655	1.906990e-08	1.567758e+00
804		-64.329985	-64.329985	1.000000	1.936489e-08	1.539678e+00
804		-64.329985	-66.097599	0.170740	1.941381e-08	1.520642e+00
804		-64.329985	-66.689739	0.094443	1.924534e-08	1.493824e+00
804		-64.329985	-65.036449	0.493386	1.944838e-08	1.492804e+00
804		-64.329985	-68.560840	0.014540	1.917325e-08	1.492414e+00
804		-64.329985	-69.071349	0.008727	1.911988e-08	1.613174e+00
805		-64.112644	-64.112644	1.000000	1.884530e-08	1.521289e+00
806		-65.787184	-65.787184	0.187394	1.880765e-08	1.560620e+00
806		-65.787184	-68.074139	0.101575	1.910369e-08	1.571646e+00
807		-66.472680	-66.472680	0.503840	1.861752e-08	1.541033e+00
808		-67.051359	-67.051359	0.560639	1.873998e-08	1.590069e+00
809		-66.849657	-66.849657	1.000000	1.887346e-08	1.549294e+00
809		-66.849657	-71.517864	0.009389	1.864111e-08	1.528839e+00
810		-66.863941	-66.863941	0.985818	1.895596e-08	1.541259e+00
810		-66.863941	-70.248798	0.033882	1.889186e-08	1.492273e+00
811		-66.589653	-66.589653	1.000000	1.933400e-08	1.512598e+00
811		-66.589653	-71.110130	0.010884	1.916242e-08	1.526797e+00
812		-66.080487	-66.080487	1.000000	1.930534e-08	1.549227e+00
812		-66.080487	-69.145017	0.046676	1.912826e-08	1.529581e+00
813		-67.660760	-67.660760	0.205919	1.967206e-08	1.568888e+00
813		-67.660760	-69.192172	0.216230	1.971234e-08	1.564863e+00
814		-66.171631	-66.171631	1.000000	1.984264e-08	1.565821e+00
815		-66.215572	-66.215572	0.957010	1.980335e-08	1.549562e+00
815		-66.215572	-69.616605	0.033339	1.954761e-08	1.588327e+00
815		-66.215572	-68.293222	0.125224	1.916035e-08	1.641575e+00
816		-65.688768	-65.688768	1.000000	1.986674e-08	1.540477e+00
816		-65.688768	-66.131963	0.641982	1.978112e-08	1.567983e+00
816		-65.688768	-66.921505	0.291494	1.949814e-08	1.571233e+00
817		-64.803025	-64.803025	1.000000	2.004597e-08	1.543841e+00
818		-65.708557	-65.708557	0.404327	2.007944e-08	1.535622e+00
819		-66.072954	-66.072954	0.694615	2.023605e-08	1.516949e+00
820		-64.526770	-64.526770	1.000000	2.016771e-08	1.526681e+00
821		-63.657073	-63.657073	1.000000	2.015576e-08	1.540561e+00
821		-63.657073	-65.402460	0.174577	1.989538e-08	1.540255e+00
821		-63.657073	-65.558119	0.149412	2.019729e-08	1.490943e+00
821		-63.657073	-65.299651	0.193481	2.019625e-08	1.560179e+00
821		-63.657073	-65.940879	0.101896	2.009615e-08	1.539396e+00
822		-64.468469	-64.468469	0.444237	2.004521e-08	1.532971e+00
823		-64.248159	-64.248159	1.000000	1.954405e-08	1.541240e+00
823		-64.248159	-67.242970	0.050046	1.927680e-08	1.541232e+00
823		-64.248159	-65.616384	0.254558	1.969251e-08	1.551774e+00
823		-64.248159	-68.137309	0.020463	1.947170e-08	1.540027e+00
823		-64.248159	-66.629174	0.092457	1.954606e-08	1.561983e+00
823		-64.248159	-66.959426	0.066453	1.966488e-08	1.548282e+00
823		-64.248159	-66.974367	0.065467	1.923661e-08	1.601956e+00
823		-64.248159	-65.547043	0.272836	1.960679e-08	1.502116e+00
823		-64.248159	-68.000968	0.023452	1.954496e-08	1.541511e+00
824		-64.318523	-64.318523	0.932054	1.959103e-08	1.551788e+00
824		-64.318523	-68.525995	0.014884	1.899612e-08	1.552832e+00
825		-65.088179	-65.088179	0.463173	1.953847e-08	1.528794e+00
826		-64.750164	-64.750164	1.000000	1.966578e-08	1.540837e+00
