accepted delta gamma Lprev Lstar alpha time
0 5.000000e-03 1.000000e+05 -70.800674 -72.363181 0.209610 1.035504e+00
0 5.000000e-03 1.000000e+05 -70.800674 -73.926151 0.043916 1.071464e+00
0 5.000000e-03 1.000000e+05 -70.800674 -71.929780 0.323322 1.090227e+00
0 5.000000e-03 1.000000e+05 -70.800674 -73.387329 0.075271 1.047573e+00
1 5.000000e-03 1.000000e+05 -72.206129 -72.206129 0.245256 1.050360e+00
1 5.000000e-03 1.000000e+05 -72.206129 -73.385712 0.307407 1.059119e+00
1 5.000000e-03 1.000000e+05 -72.206129 -75.007939 0.060700 1.068535e+00
2 5.000000e-03 1.000000e+05 -69.964751 -69.964751 1.000000 1.063514e+00
3 5.000000e-03 1.000000e+05 -69.671226 -69.671226 1.000000 1.062374e+00
3 5.000000e-03 1.000000e+05 -69.671226 -71.404937 0.176628 1.038000e+00
4 5.000000e-03 1.000000e+05 -67.379572 -67.379572 1.000000 1.052557e+00
4 5.000000e-03 1.000000e+05 -67.379572 -70.040327 0.069895 1.043947e+00
4 5.000000e-03 1.000000e+05 -67.379572 -68.190289 0.444539 1.054434e+00
5 5.000000e-03 1.000000e+05 -66.095454 -66.095454 1.000000 1.055673e+00
6 5.000000e-03 1.000000e+05 -66.050091 -66.050091 1.000000 1.037852e+00
6 5.000000e-03 1.000000e+05 -66.050091 -66.851823 0.448551 1.067729e+00
6 5.000000e-03 1.000000e+05 -66.050091 -68.488908 0.087264 1.053169e+00
6 5.000000e-03 1.000000e+05 -66.050091 -67.590809 0.214227 1.060775e+00
7 5.000000e-03 1.000000e+05 -66.369556 -66.369556 0.726538 1.059523e+00
7 5.000000e-03 1.000000e+05 -66.369556 -67.266568 0.407786 1.055941e+00
8 5.000000e-03 1.000000e+05 -65.522954 -65.522954 1.000000 1.053080e+00
8 5.000000e-03 1.000000e+05 -65.522954 -66.429868 0.403768 1.053495e+00
8 5.000000e-03 1.000000e+05 -65.522954 -66.883474 0.256527 1.106857e+00
9 5.000000e-03 1.000000e+05 -64.664434 -64.664434 1.000000 1.076397e+00
9 5.000000e-03 1.000000e+05 -64.664434 -65.702124 0.354272 1.059249e+00
10 5.000000e-03 1.000000e+05 -64.828586 -64.828586 0.848613 1.067657e+00
11 5.000000e-03 1.000000e+05 -65.084347 -65.084347 0.774327 1.127292e+00
12 5.000000e-03 1.000000e+05 -64.581047 -64.581047 1.000000 1.048327e+00
13 5.000000e-03 1.000000e+05 -65.691100 -65.691100 0.329541 1.054922e+00
14 5.000000e-03 1.000000e+05 -67.067702 -67.067702 0.252435 1.048567e+00
15 5.000000e-03 1.000000e+05 -67.131418 -67.131418 0.938271 1.042196e+00
15 5.000000e-03 1.000000e+05 -67.131418 -68.902266 0.170189 1.044163e+00
16 5.000000e-03 1.000000e+05 -63.144692 -63.144692 1.000000 1.063746e+00
16 5.000000e-03 1.000000e+05 -63.144692 -64.724970 0.205918 1.072146e+00
16 5.000000e-03 1.000000e+05 -63.144692 -65.181482 0.130447 1.070551e+00
17 5.000000e-03 1.000000e+05 -60.589088 -60.589088 1.000000 1.061348e+00
17 5.000000e-03 1.000000e+05 -60.589088 -63.488890 0.055034 1.067971e+00
18 5.000000e-03 1.000000e+05 -60.092339 -60.092339 1.000000 1.073252e+00
19 5.000000e-03 1.000000e+05 -59.922958 -59.922958 1.000000 1.056811e+00
19 5.000000e-03 1.000000e+05 -59.922958 -60.952008 0.357346 1.058682e+00
20 5.000000e-03 1.000000e+05 -59.879225 -59.879225 1.000000 1.070235e+00
20 5.000000e-03 1.000000e+05 -59.879225 -60.095897 0.805194 1.039901e+00
20 5.000000e-03 1.000000e+05 -59.879225 -61.391979 0.220302 1.042970e+00
21 5.000000e-03 1.000000e+05 -58.402752 -58.402752 1.000000 1.035359e+00
22 5.000000e-03 1.000000e+05 -58.390882 -58.390882 1.000000 1.063002e+00
23 5.000000e-03 1.000000e+05 -58.753672 -58.753672 0.695732 1.062325e+00
24 5.000000e-03 1.000000e+05 -58.288928 -58.288928 1.000000 1.050444e+00
24 5.000000e-03 1.000000e+05 -58.288928 -59.674266 0.250239 1.049297e+00
24 5.000000e-03 1.000000e+05 -58.288928 -62.361537 0.017033 1.060518e+00
25 5.000000e-03 1.000000e+05 -56.680244 -56.680244 1.000000 1.074252e+00
25 5.000000e-03 1.000000e+05 -56.680244 -59.578481 0.055120 1.134974e+00
26 5.000000e-03 1.000000e+05 -57.024086 -57.024086 0.709041 1.055596e+00
26 5.000000e-03 1.000000e+05 -57.024086 -57.942791 0.399035 1.069785e+00
27 5.000000e-03 1.000000e+05 -56.527928 -56.527928 1.000000 1.040844e+00
28 5.000000e-03 1.000000e+05 -56.637868 -56.637868 0.895887 1.135832e+00
28 5.000000e-03 1.000000e+05 -56.637868 -58.254585 0.198549 1.051607e+00
28 5.000000e-03 1.000000e+05 -56.637868 -59.345474 0.066696 1.055253e+00
29 5.000000e-03 1.000000e+05 -56.499615 -56.499615 1.000000 1.047246e+00
29 5.000000e-03 1.000000e+05 -56.499615 -58.496252 0.135791 1.065989e+00
30 5.000000e-03 1.000000e+05 -56.578877 -56.578877 0.923798 1.054274e+00
31 5.000000e-03 1.000000e+05 -54.574245 -54.574245 1.000000 1.059381e+00
32 5.000000e-03 1.000000e+05 -53.135781 -53.135781 1.000000 1.059623e+00
32 5.000000e-03 1.000000e+05 -53.135781 -53.720616 0.557198 1.056768e+00
32 5.000000e-03 1.000000e+05 -53.135781 -55.534565 0.090828 1.069016e+00
32 5.000000e-03 1.000000e+05 -53.135781 -53.602397 0.627121 1.066713e+00
32 5.000000e-03 1.000000e+05 -53.135781 -55.182428 0.129167 1.046278e+00
33 5.000000e-03 1.000000e+05 -53.456448 -53.456448 0.725665 1.060858e+00
34 5.000000e-03 1.000000e+05 -50.409522 -50.409522 1.000000 1.055552e+00
35 5.000000e-03 1.000000e+05 -51.017975 -51.017975 0.544192 1.049974e+00
