accepted delta gamma error Lprev Lstar alpha time
1 1.000000e-01 1.000000e+04 -1.889292e-03 -18.892916 -18.892916 1.000000 1.007758e+00
2 9.523810e-02 1.000000e+04 -1.919085e-03 -19.190852 -19.190852 0.742349 1.007573e+00
2 9.090909e-02 1.000000e+04 -2.156179e-03 -19.190852 -21.561791 0.093393 1.007856e+00
3 8.695652e-02 1.000000e+04 -1.941364e-03 -19.413635 -19.413635 0.800289 1.007291e+00
4 8.333333e-02 1.000000e+04 -1.873849e-03 -18.738487 -18.738487 1.000000 1.008541e+00
5 8.000000e-02 1.000000e+04 -1.902128e-03 -19.021275 -19.021275 0.753679 1.007459e+00
6 7.692308e-02 1.000000e+04 -1.933064e-03 -19.330635 -19.330635 0.733916 1.007648e+00
7 7.407407e-02 1.000000e+04 -1.971745e-03 -19.717453 -19.717453 0.679215 1.006377e+00
7 7.142857e-02 1.000000e+04 -2.117426e-03 -19.717453 -21.174255 0.232980 1.007008e+00
7 6.896552e-02 1.000000e+04 -2.102491e-03 -19.717453 -21.024906 0.270508 1.006272e+00
8 6.666667e-02 1.000000e+04 -1.927173e-03 -19.271729 -19.271729 1.000000 1.006124e+00
8 6.451613e-02 1.000000e+04 -2.088943e-03 -19.271729 -20.889432 0.198354 1.009006e+00
8 6.250000e-02 1.000000e+04 -1.973000e-03 -19.271729 -19.729998 0.632378 1.009522e+00
8 6.060606e-02 1.000000e+04 -1.975563e-03 -19.271729 -19.755634 0.616372 1.009224e+00
8 5.882353e-02 1.000000e+04 -2.138594e-03 -19.271729 -21.385936 0.120729 1.009126e+00
9 5.714286e-02 1.000000e+04 -1.884237e-03 -18.842366 -18.842366 1.000000 1.010049e+00
9 5.555556e-02 1.000000e+04 -2.022872e-03 -18.842366 -20.228721 0.249985 1.009652e+00
10 5.405405e-02 1.000000e+04 -1.838619e-03 -18.386188 -18.386188 1.000000 1.009634e+00
11 5.263158e-02 1.000000e+04 -1.753839e-03 -17.538395 -17.538395 1.000000 1.008411e+00
12 5.128205e-02 1.000000e+04 -1.846996e-03 -18.469963 -18.469963 0.393936 1.009179e+00
13 5.000000e-02 1.000000e+04 -1.704151e-03 -17.041507 -17.041507 1.000000 1.009327e+00
14 4.878049e-02 1.000000e+04 -1.741643e-03 -17.416426 -17.416426 0.687345 1.010181e+00
14 4.761905e-02 1.000000e+04 -1.929537e-03 -17.416426 -19.295369 0.152751 1.009965e+00
15 4.651163e-02 1.000000e+04 -1.711338e-03 -17.113378 -17.113378 1.000000 1.009490e+00
15 4.545455e-02 1.000000e+04 -1.798652e-03 -17.113378 -17.986519 0.417638 1.009256e+00
16 4.444444e-02 1.000000e+04 -1.726773e-03 -17.267733 -17.267733 0.856967 1.009734e+00
17 4.347826e-02 1.000000e+04 -1.733067e-03 -17.330673 -17.330673 0.939000 1.009110e+00
18 4.255319e-02 1.000000e+04 -1.715300e-03 -17.153005 -17.153005 1.000000 1.010969e+00
19 4.166667e-02 1.000000e+04 -1.848778e-03 -18.487785 -18.487785 0.263216 1.009976e+00
19 4.081633e-02 1.000000e+04 -1.988656e-03 -18.487785 -19.886565 0.246898 1.009569e+00
20 4.000000e-02 1.000000e+04 -1.792961e-03 -17.929614 -17.929614 1.000000 1.010191e+00
21 3.921569e-02 1.100000e+04 -1.795036e-03 -19.745395 -19.745395 0.977439 1.009470e+00
21 3.846154e-02 1.100000e+04 -1.926206e-03 -19.745395 -21.188268 0.236248 1.008976e+00
22 3.773585e-02 1.100000e+04 -1.770482e-03 -19.475303 -19.475303 1.000000 1.008828e+00
23 3.703704e-02 1.100000e+04 -1.954550e-03 -21.500050 -21.500050 0.132027 1.009702e+00
24 3.636364e-02 1.100000e+04 -1.930343e-03 -21.233773 -21.233773 1.000000 1.010685e+00
24 3.571429e-02 1.100000e+04 -1.983565e-03 -21.233773 -21.819213 0.556861 1.009011e+00
25 3.508772e-02 1.100000e+04 -1.985340e-03 -21.838736 -21.838736 0.546094 1.008740e+00
26 3.448276e-02 1.100000e+04 -1.988193e-03 -21.870126 -21.870126 0.969098 1.008442e+00
27 3.389831e-02 1.100000e+04 -1.957474e-03 -21.532216 -21.532216 1.000000 1.009213e+00
27 3.333333e-02 1.100000e+04 -2.063192e-03 -21.532216 -22.695110 0.312580 1.009749e+00
28 3.278689e-02 1.100000e+04 -1.862176e-03 -20.483937 -20.483937 1.000000 1.009557e+00
29 3.225806e-02 1.100000e+04 -1.999423e-03 -21.993649 -21.993649 0.220974 1.010362e+00
29 3.174603e-02 1.100000e+04 -2.085475e-03 -21.993649 -22.940226 0.388067 1.009027e+00
30 3.125000e-02 1.100000e+04 -1.980059e-03 -21.780648 -21.780648 1.000000 1.009470e+00
31 3.076923e-02 1.100000e+04 -1.981751e-03 -21.799266 -21.799266 0.981554 1.009432e+00
32 3.030303e-02 1.100000e+04 -2.002625e-03 -22.028873 -22.028873 0.794846 1.009472e+00
33 2.985075e-02 1.100000e+04 -1.948668e-03 -21.435343 -21.435343 1.000000 3.781995e+00
34 2.941176e-02 1.100000e+04 -1.939142e-03 -21.330560 -21.330560 1.000000 1.009648e+00
34 2.898551e-02 1.100000e+04 -1.989500e-03 -21.330560 -21.884496 0.574684 1.009188e+00
35 2.857143e-02 1.100000e+04 -1.923483e-03 -21.158318 -21.158318 1.000000 1.009945e+00
35 2.816901e-02 1.100000e+04 -2.012231e-03 -21.158318 -22.134546 0.376729 1.009601e+00
36 2.777778e-02 1.100000e+04 -1.991294e-03 -21.904235 -21.904235 0.474299 1.009287e+00
37 2.739726e-02 1.100000e+04 -1.975180e-03 -21.726977 -21.726977 1.000000 1.009566e+00
38 2.702703e-02 1.100000e+04 -1.936943e-03 -21.306369 -21.306369 1.000000 1.008639e+00
39 2.666667e-02 1.100000e+04 -1.890082e-03 -20.790904 -20.790904 1.000000 1.009429e+00
39 2.631579e-02 1.100000e+04 -2.059760e-03 -20.790904 -22.657356 0.154672 1.008478e+00
40 2.597403e-02 1.100000e+04 -1.932640e-03 -21.259042 -21.259042 0.626168 1.008672e+00
41 2.564103e-02 1.210000e+04 -1.976187e-03 -23.911857 -23.911857 0.590426 1.009244e+00
42 2.531646e-02 1.210000e+04 -2.004483e-03 -24.254246 -24.254246 0.710072 1.009171e+00
43 2.500000e-02 1.210000e+04 -2.074052e-03 -25.096025 -25.096025 0.430943 1.009003e+00
