accepted	Lprev	Lstar	alpha	time
8		-405.475054	-449.557209	0.000000	2.128944e+00
8		-405.475054	-438.641356	0.000000	2.130368e+00
8		-405.475054	-448.379572	0.000000	2.130779e+00
8		-405.475054	-451.902572	0.000000	2.137373e+00
8		-405.475054	-439.967925	0.000000	2.131122e+00
8		-405.475054	-462.182574	0.000000	2.121650e+00
8		-405.475054	-448.762059	0.000000	2.139745e+00
8		-405.475054	-447.024204	0.000000	2.129858e+00
8		-405.475054	-432.398490	0.000000	2.129225e+00
8		-405.475054	-443.486531	0.000000	2.138161e+00
8		-405.475054	-455.493473	0.000000	2.131465e+00
8		-405.475054	-451.969232	0.000000	2.128761e+00
8		-405.475054	-444.169777	0.000000	2.137661e+00
8		-405.475054	-452.794717	0.000000	2.132578e+00
8		-405.475054	-437.897579	0.000000	2.124001e+00
8		-405.475054	-443.609147	0.000000	2.139595e+00
8		-405.475054	-453.924259	0.000000	2.130950e+00
8		-405.475054	-434.068280	0.000000	2.128850e+00
8		-405.475054	-448.719760	0.000000	2.125478e+00
8		-405.475054	-439.850596	0.000000	2.142761e+00
8		-405.475054	-442.491331	0.000000	2.149747e+00
8		-405.475054	-441.280093	0.000000	2.149052e+00
8		-405.475054	-447.363976	0.000000	2.129571e+00
8		-405.475054	-465.696589	0.000000	2.137008e+00
8		-405.475054	-444.681543	0.000000	2.133547e+00
8		-405.475054	-450.473914	0.000000	2.126992e+00
8		-405.475054	-447.601028	0.000000	2.125366e+00
8		-405.475054	-452.169620	0.000000	2.135395e+00
8		-405.475054	-448.645280	0.000000	2.120586e+00
8		-405.475054	-443.134886	0.000000	2.147624e+00
8		-405.475054	-445.071041	0.000000	2.131802e+00
8		-405.475054	-436.594692	0.000000	2.128652e+00
8		-405.475054	-451.186545	0.000000	2.138116e+00
8		-405.475054	-449.784422	0.000000	2.132022e+00
8		-405.475054	-453.923311	0.000000	2.167017e+00
8		-405.475054	-437.900614	0.000000	2.122846e+00
8		-405.475054	-449.078396	0.000000	2.130887e+00
8		-405.475054	-457.237148	0.000000	2.137179e+00
8		-405.475054	-442.811290	0.000000	2.131776e+00
8		-405.475054	-452.320573	0.000000	2.129011e+00
8		-405.475054	-442.521915	0.000000	2.137427e+00
8		-405.475054	-446.458277	0.000000	2.132295e+00
8		-405.475054	-446.962762	0.000000	2.126958e+00
8		-405.475054	-445.977864	0.000000	2.150927e+00
8		-405.475054	-441.375858	0.000000	2.148738e+00
8		-405.475054	-445.058568	0.000000	2.137741e+00
8		-405.475054	-447.821878	0.000000	2.132024e+00
8		-405.475054	-438.624468	0.000000	2.128673e+00
8		-405.475054	-450.316253	0.000000	2.198617e+00
8		-405.475054	-436.530203	0.000000	2.125140e+00
8		-405.475054	-449.236510	0.000000	2.131963e+00
8		-405.475054	-430.845089	0.000000	2.130719e+00
8		-405.475054	-439.299648	0.000000	2.136657e+00
8		-405.475054	-440.587734	0.000000	2.132863e+00
8		-405.475054	-454.675657	0.000000	2.121845e+00
8		-405.475054	-440.227037	0.000000	2.139163e+00
8		-405.475054	-443.481272	0.000000	2.154435e+00
8		-405.475054	-442.256719	0.000000	2.137660e+00
8		-405.475054	-442.049239	0.000000	2.131899e+00
8		-405.475054	-450.886204	0.000000	2.128404e+00
8		-405.475054	-439.779493	0.000000	2.138150e+00
8		-405.475054	-455.289847	0.000000	2.130895e+00
8		-405.475054	-444.374581	0.000000	2.139085e+00
8		-405.475054	-450.628564	0.000000	2.160122e+00
8		-405.475054	-451.639853	0.000000	2.099159e+00
8		-405.475054	-461.042668	0.000000	2.141283e+00
8		-405.475054	-451.916173	0.000000	2.126739e+00
8		-405.475054	-444.886493	0.000000	2.129449e+00
8		-405.475054	-444.342330	0.000000	2.120185e+00
8		-405.475054	-439.588262	0.000000	2.147080e+00
8		-405.475054	-454.770048	0.000000	2.131707e+00
8		-405.475054	-447.756847	0.000000	2.127665e+00
8		-405.475054	-433.898786	0.000000	2.138614e+00
8		-405.475054	-441.519043	0.000000	2.132103e+00
8		-405.475054	-453.067204	0.000000	2.127910e+00
8		-405.475054	-435.651993	0.000000	2.138199e+00
8		-405.475054	-458.400766	0.000000	2.129808e+00
8		-405.475054	-437.721208	0.000000	2.129218e+00
8		-405.475054	-450.446628	0.000000	2.139701e+00
8		-405.475054	-448.651594	0.000000	2.129735e+00
8		-405.475054	-445.936569	0.000000	2.127742e+00
8		-405.475054	-445.062132	0.000000	2.138385e+00
8		-405.475054	-452.456617	0.000000	2.130091e+00
8		-405.475054	-441.528226	0.000000	2.129788e+00
8		-405.475054	-450.236208	0.000000	2.138366e+00
8		-405.475054	-454.984651	0.000000	2.130309e+00
8		-405.475054	-447.212900	0.000000	2.131168e+00
8		-405.475054	-439.331909	0.000000	2.136002e+00
8		-405.475054	-440.017273	0.000000	2.132480e+00
8		-405.475054	-437.288187	0.000000	2.127664e+00
8		-405.475054	-448.884085	0.000000	2.137611e+00
8		-405.475054	-438.527417	0.000000	2.130773e+00
8		-405.475054	-443.116540	0.000000	2.129487e+00
8		-405.475054	-446.946395	0.000000	2.137495e+00
8		-405.475054	-442.792959	0.000000	2.132112e+00
8		-405.475054	-455.794379	0.000000	2.128266e+00
8		-405.475054	-452.639120	0.000000	2.138102e+00
8		-405.475054	-442.105987	0.000000	2.130449e+00
8		-405.475054	-439.846880	0.000000	2.129521e+00
8		-405.475054	-455.151565	0.000000	2.125009e+00
8		-405.475054	-441.550403	0.000000	2.132088e+00
8		-405.475054	-439.749254	0.000000	2.129188e+00
8		-405.475054	-432.588056	0.000000	2.138746e+00
8		-405.475054	-448.806511	0.000000	2.121613e+00
8		-405.475054	-444.515877	0.000000	2.127978e+00
8		-405.475054	-446.299092	0.000000	2.137728e+00
8		-405.475054	-445.210495	0.000000	2.131719e+00
8		-405.475054	-443.741955	0.000000	2.129308e+00
8		-405.475054	-434.849654	0.000000	2.136890e+00
8		-405.475054	-445.547419	0.000000	2.133380e+00
8		-405.475054	-437.654933	0.000000	2.128139e+00
8		-405.475054	-442.363385	0.000000	2.137612e+00
8		-405.475054	-443.936468	0.000000	2.130753e+00
8		-405.475054	-452.805675	0.000000	2.129449e+00
8		-405.475054	-444.758060	0.000000	2.138303e+00
8		-405.475054	-441.313903	0.000000	2.130120e+00
8		-405.475054	-438.290622	0.000000	2.131620e+00
8		-405.475054	-449.618696	0.000000	2.116865e+00
8		-405.475054	-456.112668	0.000000	2.143490e+00
8		-405.475054	-438.751314	0.000000	2.118520e+00
8		-405.475054	-450.754014	0.000000	2.148260e+00
8		-405.475054	-453.294178	0.000000	2.130358e+00
8		-405.475054	-430.714092	0.000000	2.129108e+00
8		-405.475054	-450.822566	0.000000	2.137419e+00
8		-405.475054	-447.586319	0.000000	2.132281e+00
8		-405.475054	-444.378303	0.000000	2.128493e+00
8		-405.475054	-449.876919	0.000000	2.137757e+00
8		-405.475054	-443.822337	0.000000	2.122101e+00
8		-405.475054	-440.465091	0.000000	2.132029e+00
8		-405.475054	-435.503633	0.000000	2.135861e+00
8		-405.475054	-456.421346	0.000000	2.133297e+00
8		-405.475054	-447.470449	0.000000	2.128151e+00
8		-405.475054	-462.299988	0.000000	2.137532e+00
8		-405.475054	-451.985252	0.000000	2.131039e+00
8		-405.475054	-446.101850	0.000000	2.128891e+00
8		-405.475054	-448.801718	0.000000	2.138198e+00
8		-405.475054	-450.360545	0.000000	2.099629e+00
8		-405.475054	-446.260460	0.000000	2.130795e+00
8		-405.475054	-450.686884	0.000000	2.108610e+00
8		-405.475054	-443.824547	0.000000	2.120482e+00
8		-405.475054	-441.896673	0.000000	2.137339e+00
8		-405.475054	-449.487153	0.000000	2.130049e+00
8		-405.475054	-443.787037	0.000000	2.130258e+00
8		-405.475054	-445.416381	0.000000	2.137122e+00
8		-405.475054	-442.098654	0.000000	2.131014e+00
8		-405.475054	-443.772120	0.000000	2.129610e+00
8		-405.475054	-435.441693	0.000000	2.121217e+00
8		-405.475054	-441.720522	0.000000	2.162481e+00
8		-405.475054	-458.010840	0.000000	2.125520e+00
8		-405.475054	-464.293259	0.000000	2.125623e+00
8		-405.475054	-457.676970	0.000000	2.141547e+00
8		-405.475054	-450.231689	0.000000	2.136785e+00
8		-405.475054	-452.800689	0.000000	2.132428e+00
8		-405.475054	-443.442530	0.000000	2.128922e+00
8		-405.475054	-433.017908	0.000000	2.137911e+00
8		-405.475054	-442.822408	0.000000	2.130520e+00
8		-405.475054	-443.451114	0.000000	2.130199e+00
8		-405.475054	-440.494366	0.000000	2.136915e+00
8		-405.475054	-450.092924	0.000000	2.122635e+00
8		-405.475054	-445.003634	0.000000	2.130477e+00
8		-405.475054	-436.355436	0.000000	2.126831e+00
8		-405.475054	-455.764830	0.000000	2.169985e+00
8		-405.475054	-455.888093	0.000000	2.124309e+00
8		-405.475054	-451.701920	0.000000	2.138662e+00
8		-405.475054	-442.616379	0.000000	2.135044e+00
8		-405.475054	-438.082644	0.000000	2.099839e+00
8		-405.475054	-444.271178	0.000000	2.126806e+00
8		-405.475054	-449.673281	0.000000	2.131567e+00
8		-405.475054	-459.269645	0.000000	2.129108e+00
8		-405.475054	-435.646056	0.000000	2.137404e+00
8		-405.475054	-455.594988	0.000000	2.132278e+00
8		-405.475054	-438.427021	0.000000	2.124884e+00
8		-405.475054	-446.980762	0.000000	2.136120e+00
8		-405.475054	-439.272757	0.000000	2.130949e+00
8		-405.475054	-450.936529	0.000000	2.129511e+00
8		-405.475054	-457.117857	0.000000	2.168669e+00
8		-405.475054	-460.177080	0.000000	2.129174e+00
8		-405.475054	-445.740314	0.000000	2.137592e+00
8		-405.475054	-437.173715	0.000000	2.131131e+00
8		-405.475054	-445.012213	0.000000	2.129264e+00
8		-405.475054	-450.299134	0.000000	2.138503e+00
8		-405.475054	-432.361115	0.000000	2.130797e+00
8		-405.475054	-458.389521	0.000000	2.121608e+00
8		-405.475054	-459.291733	0.000000	2.140153e+00
8		-405.475054	-443.802928	0.000000	2.131675e+00
8		-405.475054	-451.354557	0.000000	2.127987e+00
8		-405.475054	-453.586978	0.000000	2.137860e+00
8		-405.475054	-442.220351	0.000000	2.130091e+00
8		-405.475054	-449.065577	0.000000	2.130381e+00
8		-405.475054	-440.987086	0.000000	2.137712e+00
8		-405.475054	-447.826670	0.000000	2.130194e+00
8		-405.475054	-441.026597	0.000000	2.129450e+00
8		-405.475054	-434.748085	0.000000	2.138491e+00
8		-405.475054	-443.620442	0.000000	2.130502e+00
8		-405.475054	-439.342285	0.000000	2.129053e+00
8		-405.475054	-444.134969	0.000000	2.137342e+00
8		-405.475054	-451.920974	0.000000	2.130667e+00
8		-405.475054	-448.060047	0.000000	2.126024e+00
8		-405.475054	-436.610160	0.000000	2.139439e+00
8		-405.475054	-449.315854	0.000000	2.130672e+00
8		-405.475054	-441.647507	0.000000	2.129914e+00
8		-405.475054	-448.578426	0.000000	2.128257e+00
8		-405.475054	-429.546170	0.000000	2.125073e+00
8		-405.475054	-437.977779	0.000000	2.161793e+00
8		-405.475054	-431.766127	0.000000	2.132554e+00
8		-405.475054	-440.101971	0.000000	2.125179e+00
8		-405.475054	-439.630400	0.000000	2.140113e+00
8		-405.475054	-437.191433	0.000000	2.129967e+00
8		-405.475054	-437.192546	0.000000	2.130068e+00
8		-405.475054	-448.740464	0.000000	2.137316e+00
8		-405.475054	-455.500998	0.000000	2.131422e+00
8		-405.475054	-458.015191	0.000000	2.129142e+00
8		-405.475054	-434.501397	0.000000	2.137079e+00
8		-405.475054	-441.473342	0.000000	2.132508e+00
8		-405.475054	-449.301238	0.000000	2.128646e+00
8		-405.475054	-451.666648	0.000000	2.138760e+00
8		-405.475054	-453.320594	0.000000	2.129560e+00
8		-405.475054	-446.048358	0.000000	2.129232e+00
8		-405.475054	-461.512125	0.000000	2.137560e+00
8		-405.475054	-452.143669	0.000000	2.125148e+00
8		-405.475054	-452.600063	0.000000	2.134946e+00
8		-405.475054	-454.098685	0.000000	2.137992e+00
8		-405.475054	-441.207597	0.000000	2.130814e+00
8		-405.475054	-446.538512	0.000000	2.128950e+00
8		-405.475054	-445.629619	0.000000	2.137820e+00
8		-405.475054	-457.945890	0.000000	2.131094e+00
8		-405.475054	-446.450516	0.000000	2.130046e+00
8		-405.475054	-445.847478	0.000000	2.136877e+00
8		-405.475054	-449.493391	0.000000	2.111671e+00
8		-405.475054	-440.747858	0.000000	2.148458e+00
8		-405.475054	-453.593845	0.000000	2.138658e+00
8		-405.475054	-447.413466	0.000000	2.130106e+00
8		-405.475054	-433.159714	0.000000	2.131132e+00
8		-405.475054	-443.704555	0.000000	2.136563e+00
8		-405.475054	-445.079186	0.000000	2.119653e+00
8		-405.475054	-442.573237	0.000000	2.139290e+00
8		-405.475054	-443.093489	0.000000	2.138867e+00
8		-405.475054	-438.247487	0.000000	2.111232e+00
8		-405.475054	-441.910989	0.000000	2.149946e+00
8		-405.475054	-446.339813	0.000000	2.136118e+00
8		-405.475054	-433.579108	0.000000	2.132030e+00
8		-405.475054	-457.751186	0.000000	2.129282e+00
8		-405.475054	-441.902605	0.000000	2.122080e+00
8		-405.475054	-450.756186	0.000000	2.132410e+00
8		-405.475054	-460.733373	0.000000	2.129329e+00
8		-405.475054	-443.276368	0.000000	2.137697e+00
8		-405.475054	-443.971575	0.000000	2.131913e+00
8		-405.475054	-446.863449	0.000000	2.122454e+00
8		-405.475054	-460.021817	0.000000	2.138677e+00
8		-405.475054	-450.371572	0.000000	2.125707e+00
8		-405.475054	-441.379614	0.000000	2.131214e+00
8		-405.475054	-436.525990	0.000000	2.098369e+00
8		-405.475054	-448.102657	0.000000	2.120342e+00
8		-405.475054	-431.166258	0.000000	2.147843e+00
8		-405.475054	-451.044923	0.000000	2.109814e+00
8		-405.475054	-448.668876	0.000000	2.118570e+00
8		-405.475054	-443.052221	0.000000	2.129715e+00
8		-405.475054	-445.148620	0.000000	2.123740e+00
8		-405.475054	-448.363911	0.000000	2.130051e+00
8		-405.475054	-455.654469	0.000000	2.170665e+00
8		-405.475054	-444.660946	0.000000	2.124636e+00
8		-405.475054	-440.764874	0.000000	2.138891e+00
8		-405.475054	-444.202792	0.000000	2.111869e+00
8		-405.475054	-435.281429	0.000000	2.109484e+00
8		-405.475054	-443.611091	0.000000	2.133809e+00
8		-405.475054	-453.857992	0.000000	2.123929e+00
8		-405.475054	-434.835458	0.000000	2.131380e+00
8		-405.475054	-441.308873	0.000000	2.099303e+00
8		-405.475054	-445.909557	0.000000	2.128498e+00
8		-405.475054	-441.707599	0.000000	2.137126e+00
8		-405.475054	-459.727917	0.000000	2.131910e+00
8		-405.475054	-443.367194	0.000000	2.110428e+00
8		-405.475054	-460.309160	0.000000	2.142438e+00
8		-405.475054	-449.314552	0.000000	2.142276e+00
8		-405.475054	-449.709258	0.000000	2.129646e+00
8		-405.475054	-442.316793	0.000000	2.136001e+00
8		-405.475054	-450.692574	0.000000	2.132379e+00
8		-405.475054	-429.056153	0.000000	2.129420e+00
8		-405.475054	-450.065088	0.000000	2.137544e+00
8		-405.475054	-438.245840	0.000000	2.121831e+00
8		-405.475054	-439.820582	0.000000	2.131228e+00
8		-405.475054	-445.143822	0.000000	2.119015e+00
8		-405.475054	-436.106891	0.000000	2.114515e+00
8		-405.475054	-441.154057	0.000000	2.130371e+00
8		-405.475054	-448.448643	0.000000	2.130812e+00
8		-405.475054	-430.138076	0.000000	2.123099e+00
8		-405.475054	-444.652811	0.000000	2.123604e+00
8		-405.475054	-443.113058	0.000000	2.130371e+00
8		-405.475054	-444.731572	0.000000	2.138250e+00
8		-405.475054	-442.455778	0.000000	2.131268e+00
8		-405.475054	-450.056734	0.000000	2.129022e+00
8		-405.475054	-439.283405	0.000000	2.121528e+00
8		-405.475054	-442.159197	0.000000	2.115680e+00
8		-405.475054	-435.436838	0.000000	2.130389e+00
8		-405.475054	-452.578355	0.000000	2.110116e+00
8		-405.475054	-450.966078	0.000000	2.109318e+00
8		-405.475054	-454.797266	0.000000	2.104817e+00
8		-405.475054	-449.020924	0.000000	2.127650e+00
8		-405.475054	-438.738058	0.000000	2.143020e+00
8		-405.475054	-451.898159	0.000000	2.121234e+00
8		-405.475054	-441.869757	0.000000	2.125453e+00
8		-405.475054	-449.658522	0.000000	2.118527e+00
8		-405.475054	-442.520058	0.000000	2.125857e+00
8		-405.475054	-434.836414	0.000000	2.129347e+00
8		-405.475054	-462.471506	0.000000	2.123015e+00
8		-405.475054	-444.401345	0.000000	2.113967e+00
8		-405.475054	-458.796252	0.000000	2.131333e+00
8		-405.475054	-459.147350	0.000000	2.099371e+00
8		-405.475054	-441.560366	0.000000	2.128312e+00
8		-405.475054	-438.411881	0.000000	2.137804e+00
8		-405.475054	-450.271475	0.000000	2.131766e+00
8		-405.475054	-446.342732	0.000000	2.128022e+00
8		-405.475054	-451.655054	0.000000	2.138591e+00
8		-405.475054	-446.868092	0.000000	2.131343e+00
8		-405.475054	-445.154482	0.000000	2.137976e+00
8		-405.475054	-450.740086	0.000000	2.129617e+00
8		-405.475054	-463.912737	0.000000	2.229665e+00
8		-405.475054	-434.085469	0.000000	2.129332e+00
