accepted	Lprev	Lstar	alpha	time
49		-92.561190	-92.561190	1.000000	2.129087e+00
50		-92.677047	-92.677047	0.890602	2.137196e+00
50		-92.677047	-93.020388	0.709397	2.131792e+00
51		-93.132693	-93.132693	0.634038	2.137886e+00
51		-93.132693	-93.483670	0.704000	2.159231e+00
52		-92.784679	-92.784679	1.000000	2.128750e+00
52		-92.784679	-92.911875	0.880562	2.149114e+00
53		-92.185682	-92.185682	1.000000	2.159454e+00
54		-91.933347	-91.933347	1.000000	2.128683e+00
54		-91.933347	-92.896826	0.381563	2.128897e+00
54		-91.933347	-92.662645	0.482247	2.128414e+00
54		-91.933347	-92.265605	0.717302	2.137530e+00
55		-91.558552	-91.558552	1.000000	2.122032e+00
56		-91.514334	-91.514334	1.000000	2.138617e+00
57		-90.870643	-90.870643	1.000000	2.191787e+00
58		-90.585925	-90.585925	1.000000	2.139236e+00
59		-90.751945	-90.751945	0.847029	2.120445e+00
60		-90.583095	-90.583095	1.000000	2.130161e+00
61		-90.589905	-90.589905	0.993214	2.138084e+00
62		-90.266057	-90.266057	1.000000	2.130701e+00
63		-90.179025	-90.179025	1.000000	2.127926e+00
64		-90.097122	-90.097122	1.000000	2.138537e+00
65		-90.172131	-90.172131	0.927735	2.129361e+00
65		-90.172131	-90.376412	0.815233	2.129231e+00
66		-89.011524	-89.011524	1.000000	2.136489e+00
67		-88.809729	-88.809729	1.000000	2.131131e+00
68		-88.057434	-88.057434	1.000000	2.128016e+00
69		-88.279023	-88.279023	0.801245	2.139574e+00
70		-88.485218	-88.485218	0.813674	2.128921e+00
71		-88.046026	-88.046026	1.000000	2.127488e+00
72		-87.655667	-87.655667	1.000000	2.137576e+00
73		-88.026645	-88.026645	0.690059	2.130106e+00
74		-87.333660	-87.333660	1.000000	2.128368e+00
74		-87.333660	-88.033835	0.496498	2.137474e+00
75		-87.747807	-87.747807	0.660904	2.132279e+00
76		-87.311973	-87.311973	1.000000	2.127729e+00
77		-87.143912	-87.143912	1.000000	2.139517e+00
78		-86.466313	-86.466313	1.000000	2.136923e+00
79		-85.942244	-85.942244	1.000000	2.121025e+00
80		-85.147286	-85.147286	1.000000	2.136467e+00
81		-85.552597	-85.552597	0.666770	2.129940e+00
81		-85.552597	-86.280395	0.482971	2.127982e+00
81		-85.552597	-86.526737	0.377517	2.138375e+00
81		-85.552597	-87.098291	0.213164	2.131978e+00
81		-85.552597	-86.875183	0.266445	2.128237e+00
81		-85.552597	-86.824000	0.280438	2.137329e+00
82		-87.732846	-87.732846	0.113013	2.133230e+00
83		-86.682076	-86.682076	1.000000	2.128539e+00
84		-86.446736	-86.446736	1.000000	2.135248e+00
85		-86.125240	-86.125240	1.000000	2.130221e+00
86		-86.237708	-86.237708	0.893625	2.127722e+00
87		-86.757567	-86.757567	0.594605	2.138127e+00
88		-87.610837	-87.610837	0.426020	2.130236e+00
89		-87.560859	-87.560859	1.000000	2.125951e+00
90		-87.299694	-87.299694	1.000000	2.138834e+00
91		-87.322228	-87.322228	0.977718	2.129429e+00
92		-87.405390	-87.405390	0.920203	2.166133e+00
93		-87.714854	-87.714854	0.733840	2.141737e+00
94		-87.709162	-87.709162	1.000000	2.156064e+00
94		-87.709162	-88.374808	0.513942	2.130888e+00
95		-87.193878	-87.193878	1.000000	2.127796e+00
96		-87.676496	-87.676496	0.617165	2.131381e+00
96		-87.676496	-87.978485	0.739347	2.128752e+00
97		-87.713043	-87.713043	0.964113	2.130040e+00
98		-87.773980	-87.773980	0.940883	2.134844e+00
99		-87.049311	-87.049311	1.000000	2.131716e+00
99		-87.049311	-88.012728	0.381587	2.139856e+00
100		-87.052884	-87.052884	0.996433	2.159494e+00
101		-86.968542	-86.968542	1.000000	2.154884e+00
102		-87.054426	-87.054426	0.917701	2.140490e+00
103		-87.086893	-87.086893	0.968054	2.166606e+00
103		-87.086893	-87.983404	0.407991	2.149907e+00
104		-86.252813	-86.252813	1.000000	2.148943e+00
105		-85.529206	-85.529206	1.000000	2.147353e+00
106		-85.643728	-85.643728	0.891793	2.137895e+00
107		-85.552178	-85.552178	1.000000	2.130540e+00
108		-85.411547	-85.411547	1.000000	2.139141e+00
109		-86.025133	-86.025133	0.541406	2.138371e+00
110		-85.916559	-85.916559	1.000000	2.129746e+00
111		-85.738022	-85.738022	1.000000	2.116102e+00
112		-85.635112	-85.635112	1.000000	2.137009e+00
113		-85.581387	-85.581387	1.000000	2.130912e+00
114		-85.171310	-85.171310	1.000000	2.130249e+00
114		-85.171310	-86.293533	0.325555	2.123377e+00
115		-85.190746	-85.190746	0.980751	2.173749e+00
116		-85.472668	-85.472668	0.754333	2.137941e+00
117		-86.209208	-86.209208	0.478767	2.139395e+00
118		-86.079916	-86.079916	1.000000	2.156731e+00
119		-86.325845	-86.325845	0.781977	2.131139e+00
120		-85.635596	-85.635596	1.000000	2.136973e+00
120		-85.635596	-86.427697	0.452892	2.138294e+00
121		-85.785578	-85.785578	0.860724	2.149651e+00
122		-85.483216	-85.483216	1.000000	2.136243e+00
123		-85.753626	-85.753626	0.763066	2.129654e+00
124		-85.363420	-85.363420	1.000000	2.131536e+00
125		-85.631763	-85.631763	0.764645	2.135257e+00
125		-85.631763	-85.924350	0.746330	2.131860e+00
126		-85.198045	-85.198045	1.000000	2.137858e+00
127		-85.235809	-85.235809	0.962940	2.189676e+00
128		-85.942933	-85.942933	0.493060	2.136255e+00
129		-85.614177	-85.614177	1.000000	2.131594e+00
130		-85.370289	-85.370289	1.000000	2.138031e+00
131		-85.276435	-85.276435	1.000000	2.127096e+00
132		-85.759798	-85.759798	0.616706	2.159353e+00
133		-85.210438	-85.210438	1.000000	2.148817e+00
134		-85.391207	-85.391207	0.834627	2.150987e+00
135		-84.981969	-84.981969	1.000000	2.127003e+00
136		-84.609622	-84.609622	1.000000	2.130491e+00
137		-83.992289	-83.992289	1.000000	2.127683e+00
137		-83.992289	-84.730242	0.478091	2.137184e+00
138		-84.101843	-84.101843	0.896234	2.132526e+00
139		-84.016814	-84.016814	1.000000	2.128506e+00
140		-83.661320	-83.661320	1.000000	2.208300e+00
141		-83.206667	-83.206667	1.000000	2.126485e+00
142		-83.421131	-83.421131	0.806974	2.132691e+00
143		-83.142226	-83.142226	1.000000	2.119817e+00
143		-83.142226	-83.547746	0.666630	2.136603e+00
144		-82.669685	-82.669685	1.000000	2.132670e+00
145		-82.294788	-82.294788	1.000000	2.127970e+00
146		-81.736952	-81.736952	1.000000	2.136138e+00
147		-81.481046	-81.481046	1.000000	2.128789e+00
148		-80.831274	-80.831274	1.000000	2.140893e+00
149		-80.673049	-80.673049	1.000000	2.158008e+00
150		-80.588945	-80.588945	1.000000	2.138127e+00
151		-80.291957	-80.291957	1.000000	2.160084e+00
152		-80.379025	-80.379025	0.916615	2.127788e+00
153		-80.293300	-80.293300	1.000000	2.210518e+00
153		-80.293300	-80.751125	0.632658	2.123549e+00
154		-79.755215	-79.755215	1.000000	2.132216e+00
154		-79.755215	-81.170147	0.242942	2.128769e+00
155		-80.677233	-80.677233	0.397716	2.137846e+00
156		-79.684353	-79.684353	1.000000	2.131735e+00
157		-79.470599	-79.470599	1.000000	2.129918e+00
157		-79.470599	-80.278916	0.445607	2.161454e+00
158		-79.119564	-79.119564	1.000000	2.126066e+00
159		-79.916102	-79.916102	0.450888	2.129960e+00
160		-80.218637	-80.218637	0.738942	2.130133e+00
161		-80.215437	-80.215437	1.000000	2.137268e+00
162		-79.919712	-79.919712	1.000000	2.127891e+00
163		-80.167019	-80.167019	0.780901	2.132415e+00
164		-80.172054	-80.172054	0.994977	2.165353e+00
165		-80.071342	-80.071342	1.000000	2.130794e+00
166		-80.642872	-80.642872	0.564661	2.138597e+00
166		-80.642872	-80.794506	0.859303	2.152858e+00
167		-80.767464	-80.767464	0.882857	2.127797e+00
168		-80.099957	-80.099957	1.000000	2.136851e+00
169		-79.880391	-79.880391	1.000000	2.131693e+00
170		-79.948895	-79.948895	0.933789	2.132957e+00
171		-80.654913	-80.654913	0.493606	2.130085e+00
171		-80.654913	-80.843820	0.827863	2.132934e+00
171		-80.654913	-81.068272	0.661425	2.131019e+00
172		-80.759074	-80.759074	0.901080	2.128296e+00
173		-80.791298	-80.791298	0.968290	2.158921e+00
174		-80.476043	-80.476043	1.000000	2.168914e+00
175		-80.241458	-80.241458	1.000000	2.127848e+00
176		-80.451213	-80.451213	0.810783	2.137742e+00
177		-79.959360	-79.959360	1.000000	2.129515e+00
178		-79.153403	-79.153403	1.000000	2.140001e+00
179		-79.391238	-79.391238	0.788333	2.127617e+00
180		-79.045676	-79.045676	1.000000	2.160374e+00
181		-79.026035	-79.026035	1.000000	2.136686e+00
182		-79.164929	-79.164929	0.870321	2.162611e+00
183		-79.423012	-79.423012	0.772531	2.128324e+00
184		-79.897822	-79.897822	0.622003	2.130029e+00
185		-79.971455	-79.971455	0.929013	2.129725e+00
186		-79.356699	-79.356699	1.000000	2.136435e+00
187		-79.247171	-79.247171	1.000000	2.131589e+00
188		-78.811168	-78.811168	1.000000	2.126246e+00
189		-78.722764	-78.722764	1.000000	2.198898e+00
190		-78.808734	-78.808734	0.917622	2.138281e+00
191		-79.178480	-79.178480	0.690910	2.131835e+00
191		-79.178480	-79.734118	0.573706	2.127555e+00
191		-79.178480	-79.369329	0.826257	2.130512e+00
192		-79.169775	-79.169775	1.000000	2.130817e+00
193		-78.844321	-78.844321	1.000000	2.127673e+00
194		-78.862840	-78.862840	0.981651	2.137491e+00
195		-78.589613	-78.589613	1.000000	2.131433e+00
196		-78.913003	-78.913003	0.723691	2.164921e+00
197		-78.943113	-78.943113	0.970340	2.131379e+00
198		-78.914103	-78.914103	1.000000	2.129645e+00
199		-78.713129	-78.713129	1.000000	2.135197e+00
199		-78.713129	-79.351723	0.528035	2.130282e+00
200		-78.768446	-78.768446	0.946185	2.128480e+00
201		-78.830266	-78.830266	0.940052	2.137773e+00
202		-78.818815	-78.818815	1.000000	2.130094e+00
203		-78.419944	-78.419944	1.000000	2.128017e+00
204		-78.796318	-78.796318	0.686346	2.138106e+00
204		-78.796318	-79.411628	0.540473	2.157806e+00
205		-78.939033	-78.939033	0.867001	2.130712e+00
206		-79.742187	-79.742187	0.447914	2.131604e+00
207		-79.842064	-79.842064	0.904948	2.127348e+00
208		-79.718361	-79.718361	1.000000	2.136405e+00
209		-79.689125	-79.689125	1.000000	2.130829e+00
209		-79.689125	-79.951293	0.769381	2.132855e+00
209		-79.689125	-80.172359	0.616785	2.134758e+00
210		-79.360229	-79.360229	1.000000	2.129989e+00
210		-79.360229	-79.807353	0.639464	2.197847e+00
211		-78.748025	-78.748025	1.000000	2.130444e+00
211		-78.748025	-79.690057	0.389835	2.136577e+00
212		-78.808771	-78.808771	0.941062	2.129979e+00
213		-78.868816	-78.868816	0.941722	2.132687e+00
214		-78.497476	-78.497476	1.000000	2.134448e+00
214		-78.497476	-78.828441	0.718230	2.128298e+00
215		-78.826994	-78.826994	0.719270	2.129179e+00
216		-78.673150	-78.673150	1.000000	2.137309e+00
216		-78.673150	-79.313465	0.527126	2.130111e+00
217		-78.473161	-78.473161	1.000000	2.129033e+00
218		-78.552702	-78.552702	0.923541	2.137432e+00
219		-77.605793	-77.605793	1.000000	2.131105e+00
220		-77.648580	-77.648580	0.958116	2.137065e+00
221		-77.633589	-77.633589	1.000000	2.128555e+00
222		-77.157427	-77.157427	1.000000	2.152983e+00
223		-77.470395	-77.470395	0.731274	2.136352e+00
224		-77.583366	-77.583366	0.893177	2.130871e+00
225		-77.470195	-77.470195	1.000000	2.130006e+00
226		-76.893140	-76.893140	1.000000	2.139169e+00
227		-77.239156	-77.239156	0.707501	2.126821e+00
227		-77.239156	-78.539663	0.272394	2.166494e+00
227		-77.239156	-84.104521	0.001043	2.130990e+00
227		-77.239156	-80.933081	0.024874	2.128502e+00
227		-77.239156	-78.270758	0.356436	2.150019e+00
228		-79.042399	-79.042399	0.164764	2.148874e+00
229		-76.258893	-76.258893	1.000000	2.136834e+00
230		-75.799768	-75.799768	1.000000	2.141211e+00
231		-75.558180	-75.558180	1.000000	2.186885e+00
232		-75.214264	-75.214264	1.000000	2.139688e+00
233		-74.968381	-74.968381	1.000000	2.157682e+00
234		-74.885630	-74.885630	1.000000	2.125680e+00
235		-75.239697	-75.239697	0.701828	2.139931e+00
236		-74.651195	-74.651195	1.000000	2.141502e+00
237		-74.614636	-74.614636	1.000000	2.127404e+00
238		-74.697272	-74.697272	0.920686	2.159523e+00
238		-74.697272	-75.399199	0.495629	2.126796e+00
239		-74.725958	-74.725958	0.971722	2.137658e+00
240		-74.971267	-74.971267	0.782463	2.130893e+00
241		-74.613347	-74.613347	1.000000	2.166926e+00
242		-74.818846	-74.818846	0.814241	2.130483e+00
243		-76.293424	-76.293424	0.228875	2.128219e+00
244		-75.903106	-75.903106	1.000000	2.138705e+00
245		-75.842500	-75.842500	1.000000	2.154196e+00
246		-76.080725	-76.080725	0.788025	2.146910e+00
247		-75.156835	-75.156835	1.000000	2.149462e+00
247		-75.156835	-75.715364	0.572050	2.136166e+00
248		-75.419135	-75.419135	0.769280	2.131860e+00
248		-75.419135	-76.007120	0.555445	2.128639e+00
249		-74.917912	-74.917912	1.000000	2.157093e+00
250		-75.132529	-75.132529	0.806850	2.120623e+00
250		-75.132529	-75.290223	0.854111	2.138115e+00
251		-75.301239	-75.301239	0.844754	2.149871e+00
252		-75.046406	-75.046406	1.000000	2.167447e+00
253		-74.766968	-74.766968	1.000000	2.139416e+00
254		-74.673180	-74.673180	1.000000	2.156561e+00
255		-74.939908	-74.939908	0.765881	2.131175e+00
256		-74.595788	-74.595788	1.000000	2.128679e+00
257		-74.004646	-74.004646	1.000000	2.134938e+00
258		-73.956494	-73.956494	1.000000	2.130561e+00
259		-73.394730	-73.394730	1.000000	2.129404e+00
260		-73.558899	-73.558899	0.848599	2.136889e+00
261		-73.598180	-73.598180	0.961481	2.133665e+00
262		-73.994977	-73.994977	0.672470	2.125979e+00
263		-73.919609	-73.919609	1.000000	2.127468e+00
264		-73.672998	-73.672998	1.000000	2.131313e+00
265		-74.026021	-74.026021	0.702561	2.127681e+00
266		-73.705781	-73.705781	1.000000	2.136917e+00
267		-73.589794	-73.589794	1.000000	2.131189e+00
268		-73.489513	-73.489513	1.000000	2.129596e+00
269		-73.266139	-73.266139	1.000000	2.169556e+00
270		-73.394259	-73.394259	0.879747	2.128679e+00
271		-72.871910	-72.871910	1.000000	2.129807e+00
272		-72.355592	-72.355592	1.000000	2.129985e+00
273		-72.177727	-72.177727	1.000000	2.130146e+00
274		-72.020269	-72.020269	1.000000	2.135214e+00
275		-71.896073	-71.896073	1.000000	2.130508e+00
276		-72.226839	-72.226839	0.718374	2.129397e+00
277		-72.069644	-72.069644	1.000000	2.136064e+00
277		-72.069644	-72.361682	0.746740	2.129739e+00
278		-71.879174	-71.879174	1.000000	2.129856e+00
279		-71.410161	-71.410161	1.000000	2.135997e+00
280		-70.630906	-70.630906	1.000000	2.129491e+00
281		-70.446945	-70.446945	1.000000	2.130524e+00
282		-70.039291	-70.039291	1.000000	2.135585e+00
283		-69.964828	-69.964828	1.000000	2.129654e+00
284		-70.007276	-70.007276	0.958440	2.131414e+00
285		-69.535241	-69.535241	1.000000	2.135571e+00
286		-69.519691	-69.519691	1.000000	2.129670e+00
287		-69.421736	-69.421736	1.000000	2.128648e+00
288		-69.435691	-69.435691	0.986142	2.136625e+00
289		-68.961989	-68.961989	1.000000	2.130551e+00
289		-68.961989	-69.100576	0.870587	2.128674e+00
290		-69.049031	-69.049031	0.916639	2.126803e+00
290		-69.049031	-69.294375	0.782435	2.112253e+00
291		-68.763252	-68.763252	1.000000	2.143486e+00
292		-68.846658	-68.846658	0.919977	2.135347e+00
293		-68.897836	-68.897836	0.950109	2.129621e+00
293		-68.897836	-69.382917	0.615648	2.128763e+00
294		-68.610158	-68.610158	1.000000	2.131509e+00
295		-68.822309	-68.822309	0.808842	2.128962e+00
295		-68.822309	-69.254145	0.649316	2.131022e+00
296		-68.655065	-68.655065	1.000000	2.137972e+00
297		-68.625559	-68.625559	1.000000	2.128220e+00
298		-68.725066	-68.725066	0.905284	2.129203e+00
299		-68.782107	-68.782107	0.944555	2.135351e+00
300		-68.992061	-68.992061	0.810621	2.131162e+00
300		-68.992061	-70.984653	0.136342	2.138584e+00
300		-68.992061	-71.674582	0.068391	2.127746e+00
300		-68.992061	-71.022033	0.131339	2.130797e+00
300		-68.992061	-70.786854	0.166162	2.128318e+00
300		-68.992061	-72.056276	0.046690	2.138213e+00
300		-68.992061	-71.000058	0.134257	2.133070e+00
300		-68.992061	-71.513362	0.080355	2.127458e+00
300		-68.992061	-72.018716	0.048478	2.137574e+00
300		-68.992061	-71.881858	0.055588	2.130151e+00
300		-68.992061	-70.990336	0.135569	2.128633e+00
300		-68.992061	-71.335016	0.096043	2.137964e+00
300		-68.992061	-70.899442	0.148469	2.132069e+00
300		-68.992061	-71.685912	0.067620	2.128357e+00
300		-68.992061	-70.595168	0.201270	2.136998e+00
300		-68.992061	-71.355177	0.094126	2.131282e+00
300		-68.992061	-71.381870	0.091647	2.128780e+00
300		-68.992061	-71.095747	0.122006	2.137888e+00
300		-68.992061	-71.510428	0.080591	2.132065e+00
300		-68.992061	-71.648127	0.070224	2.127264e+00
300		-68.992061	-71.111573	0.120090	2.137968e+00
301		-71.204380	-71.204380	0.109447	2.130477e+00
302		-70.110855	-70.110855	1.000000	2.130013e+00
303		-68.925590	-68.925590	1.000000	2.135123e+00
303		-68.925590	-69.128030	0.816735	2.131797e+00
304		-68.602179	-68.602179	1.000000	2.123554e+00
305		-69.010514	-69.010514	0.664756	2.125449e+00
306		-69.294364	-69.294364	0.752880	2.130123e+00
307		-69.560661	-69.560661	0.766211	2.123507e+00
308		-69.325448	-69.325448	1.000000	2.135896e+00
309		-69.720822	-69.720822	0.673428	2.130386e+00
310		-69.462592	-69.462592	1.000000	2.128975e+00
311		-69.779351	-69.779351	0.728506	2.136556e+00
311		-69.779351	-69.873927	0.909759	2.130178e+00
312		-69.350211	-69.350211	1.000000	2.129121e+00
313		-69.950300	-69.950300	0.548763	2.139259e+00
314		-70.642312	-70.642312	0.500568	2.128333e+00
315		-70.594651	-70.594651	1.000000	2.128073e+00
316		-70.999379	-70.999379	0.667158	2.137442e+00
317		-70.930511	-70.930511	1.000000	2.130230e+00
318		-70.517370	-70.517370	1.000000	2.127805e+00
319		-70.560996	-70.560996	0.957312	2.139814e+00
320		-70.522917	-70.522917	1.000000	2.129017e+00
321		-70.235397	-70.235397	1.000000	2.127404e+00
321		-70.235397	-70.785604	0.576830	2.136383e+00
322		-70.167913	-70.167913	1.000000	2.131622e+00
323		-70.075675	-70.075675	1.000000	2.126707e+00
324		-69.946822	-69.946822	1.000000	2.141727e+00
325		-69.434049	-69.434049	1.000000	2.150695e+00
326		-69.503171	-69.503171	0.933213	2.235749e+00
327		-68.994572	-68.994572	1.000000	2.129660e+00
328		-69.562011	-69.562011	0.566975	2.127905e+00
329		-69.422138	-69.422138	1.000000	2.137675e+00
329		-69.422138	-69.993712	0.564636	2.129415e+00
330		-69.838553	-69.838553	0.659407	2.129531e+00
331		-69.990843	-69.990843	0.858739	2.137635e+00
332		-70.087321	-70.087321	0.908030	2.130156e+00
333		-69.923268	-69.923268	1.000000	2.130844e+00
333		-69.923268	-70.105299	0.833576	2.127830e+00
333		-69.923268	-70.197327	0.760287	2.131112e+00
334		-70.068988	-70.068988	0.864400	2.167028e+00
335		-69.689424	-69.689424	1.000000	2.129704e+00
336		-69.201883	-69.201883	1.000000	2.128901e+00
337		-69.135059	-69.135059	1.000000	2.236531e+00
337		-69.135059	-69.467527	0.717152	2.128411e+00
338		-69.624509	-69.624509	0.612963	2.128227e+00
339		-69.482015	-69.482015	1.000000	2.130520e+00
340		-69.524488	-69.524488	0.958417	2.175840e+00
340		-69.524488	-70.310285	0.455756	2.145473e+00
341		-68.615753	-68.615753	1.000000	2.138194e+00
342		-68.303851	-68.303851	1.000000	2.116841e+00
343		-68.330862	-68.330862	0.973351	2.130665e+00
344		-68.019764	-68.019764	1.000000	2.125874e+00
345		-67.480175	-67.480175	1.000000	2.136237e+00
346		-67.343890	-67.343890	1.000000	2.129766e+00
346		-67.343890	-68.290868	0.387911	2.140253e+00
347		-67.130784	-67.130784	1.000000	2.126804e+00
348		-67.538168	-67.538168	0.665389	2.198596e+00
349		-67.087571	-67.087571	1.000000	2.161186e+00
350		-67.391192	-67.391192	0.738141	2.135127e+00
351		-67.400923	-67.400923	0.990316	2.161751e+00
352		-67.681460	-67.681460	0.755378	2.146934e+00
353		-67.803351	-67.803351	0.885245	2.148955e+00
354		-67.681220	-67.681220	1.000000	2.136996e+00
355		-67.464368	-67.464368	1.000000	2.129421e+00
356		-67.363960	-67.363960	1.000000	2.130278e+00
357		-67.501554	-67.501554	0.871452	2.168079e+00
358		-67.385409	-67.385409	1.000000	2.132245e+00
359		-67.063816	-67.063816	1.000000	2.125319e+00
360		-67.199900	-67.199900	0.872769	2.132771e+00
361		-67.402991	-67.402991	0.816204	2.126420e+00
362		-67.933434	-67.933434	0.588344	2.126424e+00
363		-68.301797	-68.301797	0.691866	2.121997e+00
364		-68.374618	-68.374618	0.929768	2.143084e+00
365		-67.727995	-67.727995	1.000000	2.156261e+00
366		-67.799876	-67.799876	0.930642	2.129679e+00
367		-66.950801	-66.950801	1.000000	2.167946e+00
368		-66.976188	-66.976188	0.974933	2.139671e+00
369		-67.026730	-67.026730	0.950713	2.151035e+00
370		-67.233933	-67.233933	0.812855	2.126866e+00
371		-67.043504	-67.043504	1.000000	2.137116e+00
372		-67.339419	-67.339419	0.743850	2.159423e+00
373		-67.254666	-67.254666	1.000000	2.137990e+00
373		-67.254666	-69.450936	0.111217	2.131670e+00
373		-67.254666	-69.916602	0.069813	2.165316e+00
373		-67.254666	-69.100463	0.157899	2.132339e+00
373		-67.254666	-69.725008	0.084556	2.137727e+00
373		-67.254666	-69.795266	0.078819	2.159096e+00
373		-67.254666	-69.418285	0.114908	2.138440e+00
373		-67.254666	-69.172896	0.146867	2.159956e+00
373		-67.254666	-69.429310	0.113649	2.129215e+00
373		-67.254666	-68.939699	0.185438	2.137090e+00
373		-67.254666	-69.892920	0.071486	2.131103e+00
373		-67.254666	-69.267718	0.133580	2.139132e+00
373		-67.254666	-69.683355	0.088152	2.162098e+00
373		-67.254666	-69.233860	0.138181	2.130713e+00
373		-67.254666	-69.705444	0.086226	2.127309e+00
374		-69.581024	-69.581024	0.097651	2.154224e+00
375		-67.610172	-67.610172	1.000000	2.135285e+00
376		-67.246995	-67.246995	1.000000	2.131171e+00
377		-67.155445	-67.155445	1.000000	1.016815e+01
378		-67.121390	-67.121390	1.000000	7.094745e+00
379		-67.697341	-67.697341	0.562170	4.773048e+00
380		-67.657895	-67.657895	1.000000	2.889484e+00
380		-67.657895	-67.991142	0.716593	3.717421e+00
381		-67.474809	-67.474809	1.000000	2.916843e+00
382		-67.396509	-67.396509	1.000000	3.161063e+00
383		-67.443061	-67.443061	0.954515	2.347826e+00
384		-67.373491	-67.373491	1.000000	3.149764e+00
385		-67.084630	-67.084630	1.000000	2.495599e+00
386		-67.078880	-67.078880	1.000000	4.969848e+00
387		-66.497470	-66.497470	1.000000	1.082899e+01
388		-66.688424	-66.688424	0.826171	7.837103e+00
389		-66.573181	-66.573181	1.000000	6.039073e+00
390		-66.643247	-66.643247	0.932332	6.158715e+00
391		-66.891380	-66.891380	0.780256	7.050477e+00
392		-67.105863	-67.105863	0.806959	7.038803e+00
393		-67.666078	-67.666078	0.571086	5.596279e+00
394		-67.118621	-67.118621	1.000000	5.099279e+00
395		-66.764154	-66.764154	1.000000	3.561450e+00
396		-66.887107	-66.887107	0.884305	4.996932e+00
397		-66.906911	-66.906911	0.980391	3.698987e+00
398		-66.753952	-66.753952	1.000000	5.469703e+00
399		-66.833136	-66.833136	0.923870	4.838489e+00
400		-66.716406	-66.716406	1.000000	3.336764e+00
401		-66.396733	-66.396733	1.000000	3.980481e+00
402		-66.460810	-66.460810	0.937933	5.198284e+00
403		-66.329263	-66.329263	1.000000	5.798223e+00
404		-66.646279	-66.646279	0.728319	4.699316e+00
405		-66.479396	-66.479396	1.000000	5.930482e+00
406		-65.987937	-65.987937	1.000000	3.998434e+00
407		-65.881363	-65.881363	1.000000	3.798176e+00
408		-65.855027	-65.855027	1.000000	3.927709e+00
409		-65.941417	-65.941417	0.917236	3.925128e+00
410		-66.207696	-66.207696	0.766225	3.858730e+00
411		-66.160966	-66.160966	1.000000	6.341420e+00
412		-65.741061	-65.741061	1.000000	4.958972e+00
413		-65.847246	-65.847246	0.899259	4.748425e+00
414		-65.420633	-65.420633	1.000000	3.487423e+00
415		-65.639751	-65.639751	0.803227	3.070799e+00
416		-65.519581	-65.519581	1.000000	3.201833e+00
