accepted	Lprev	Lstar	alpha	time
405		-40.087806	-40.087806	0.954249	1.208212e+00
406		-40.114640	-40.114640	0.973523	1.557647e+00
407		-40.084040	-40.084040	1.000000	1.259075e+00
408		-39.871350	-39.871350	1.000000	1.171068e+00
409		-39.868363	-39.868363	1.000000	1.319241e+00
409		-39.868363	-44.252277	0.012476	1.237650e+00
410		-39.878014	-39.878014	0.990396	1.062284e+00
411		-40.667585	-40.667585	0.454039	1.069126e+00
412		-39.771396	-39.771396	1.000000	1.596555e+00
413		-39.841893	-39.841893	0.931930	1.068260e+00
413		-39.841893	-40.718854	0.416046	1.088176e+00
414		-40.124273	-40.124273	0.753987	1.131708e+00
415		-40.360740	-40.360740	0.789412	1.100321e+00
416		-40.028519	-40.028519	1.000000	1.091101e+00
416		-40.028519	-42.021602	0.136275	3.851153e+00
417		-40.082837	-40.082837	0.947131	1.996497e+00
418		-41.100027	-41.100027	0.361609	2.631089e+00
419		-39.430489	-39.430489	1.000000	1.128047e+00
420		-39.096756	-39.096756	1.000000	1.098985e+00
421		-40.228334	-40.228334	0.322524	1.267540e+00
422		-40.416910	-40.416910	0.828138	1.198607e+00
422		-40.416910	-40.576298	0.852665	1.929594e+00
422		-40.416910	-41.037017	0.537887	1.797884e+00
422		-40.416910	-42.600541	0.112632	1.499576e+00
423		-40.450427	-40.450427	0.967038	1.097901e+00
424		-39.974814	-39.974814	1.000000	1.348658e+00
425		-39.829789	-39.829789	1.000000	1.418513e+00
425		-39.829789	-41.073730	0.288246	1.067570e+00
425		-39.829789	-40.578269	0.473085	1.059163e+00
426		-40.401505	-40.401505	0.564556	1.137766e+00
427		-40.808324	-40.808324	0.665765	1.363491e+00
428		-39.672892	-39.672892	1.000000	1.065437e+00
429		-38.357274	-38.357274	1.000000	1.127846e+00
429		-38.357274	-38.768695	0.662708	1.236964e+00
430		-38.421398	-38.421398	0.937890	1.073860e+00
431		-37.471860	-37.471860	1.000000	1.257469e+00
431		-37.471860	-38.375782	0.404978	1.190676e+00
432		-37.427915	-37.427915	1.000000	1.566463e+00
433		-37.401938	-37.401938	1.000000	2.630772e+00
434		-37.464986	-37.464986	0.938898	3.728665e+00
435		-37.548286	-37.548286	0.920075	1.834403e+00
436		-37.660519	-37.660519	0.893836	1.800266e+00
437		-37.646161	-37.646161	1.000000	1.130253e+00
438		-38.218130	-38.218130	0.564413	1.398109e+00
439		-38.316204	-38.316204	0.906582	1.438116e+00
440		-37.419555	-37.419555	1.000000	2.629006e+00
441		-37.052054	-37.052054	1.000000	1.067639e+00
441		-37.052054	-37.630807	0.560597	1.389840e+00
441		-37.052054	-37.830806	0.458979	1.069688e+00
442		-36.684253	-36.684253	1.000000	1.128312e+00
443		-35.629326	-35.629326	1.000000	1.198016e+00
444		-35.726575	-35.726575	0.907330	1.098719e+00
444		-35.726575	-36.655269	0.395069	1.135875e+00
445		-35.386386	-35.386386	1.000000	1.199052e+00
445		-35.386386	-35.555196	0.844669	1.130158e+00
446		-35.554102	-35.554102	0.845595	1.230137e+00
447		-35.731226	-35.731226	0.837675	1.198357e+00
448		-35.126984	-35.126984	1.000000	1.094772e+00
449		-34.923766	-34.923766	1.000000	1.166254e+00
450		-35.080187	-35.080187	0.855199	1.899433e+00
450		-35.080187	-36.681681	0.201595	3.868818e+00
450		-35.080187	-36.635426	0.211139	1.132023e+00
451		-35.759468	-35.759468	0.506982	2.019708e+00
452		-34.969294	-34.969294	1.000000	1.236663e+00
453		-35.601692	-35.601692	0.531316	1.261652e+00
454		-34.967320	-34.967320	1.000000	1.277869e+00
455		-35.792196	-35.792196	0.438289	1.497044e+00
456		-36.188169	-36.188169	0.673025	1.057217e+00
456		-36.188169	-37.306894	0.326696	1.535918e+00
456		-36.188169	-37.130878	0.389571	1.683746e+00
457		-36.225233	-36.225233	0.963615	1.069351e+00
457		-36.225233	-36.954874	0.482082	1.160355e+00
457		-36.225233	-37.283404	0.347090	1.280469e+00
458		-37.138897	-37.138897	0.401052	1.188323e+00
459		-36.963442	-36.963442	1.000000	1.066352e+00
460		-36.880147	-36.880147	1.000000	1.229884e+00
461		-36.925801	-36.925801	0.955373	1.130667e+00
461		-36.925801	-37.696781	0.462560	1.166252e+00
461		-36.925801	-38.426027	0.223080	1.999892e+00
462		-37.589299	-37.589299	0.515047	1.398428e+00
463		-36.673143	-36.673143	1.000000	1.499160e+00
464		-36.746288	-36.746288	0.929467	1.069815e+00
465		-36.515880	-36.515880	1.000000	1.089860e+00
466		-36.525551	-36.525551	0.990376	1.156617e+00
467		-36.953540	-36.953540	0.651819	1.437466e+00
468		-37.058816	-37.058816	0.900076	1.229499e+00
468		-37.058816	-37.927885	0.419342	1.890381e+00
468		-37.058816	-38.827002	0.170642	1.169751e+00
468		-37.058816	-38.220263	0.313033	1.122339e+00
469		-37.659058	-37.659058	0.548679	1.200371e+00
470		-36.548884	-36.548884	1.000000	1.079106e+00
471		-36.915114	-36.915114	0.693344	1.087221e+00
471		-36.915114	-37.262776	0.706337	1.130868e+00
472		-36.539159	-36.539159	1.000000	1.065634e+00
473		-36.162952	-36.162952	1.000000	1.160721e+00
474		-36.237762	-36.237762	0.927920	1.468594e+00
475		-37.206300	-37.206300	0.379638	1.067302e+00
476		-37.019256	-37.019256	1.000000	1.068696e+00
476		-37.019256	-37.241785	0.800492	1.070261e+00
476		-37.019256	-37.961218	0.389862	1.319698e+00
477		-37.095231	-37.095231	0.926840	1.098944e+00
478		-36.520023	-36.520023	1.000000	1.146161e+00
479		-37.041280	-37.041280	0.593774	1.116693e+00
479		-37.041280	-37.684986	0.525342	1.634937e+00
479		-37.041280	-38.074630	0.355813	1.528763e+00
479		-37.041280	-38.408198	0.254891	1.060762e+00
480		-37.782480	-37.782480	0.476542	1.178758e+00
480		-37.782480	-39.378181	0.202767	1.620482e+00
481		-36.222191	-36.222191	1.000000	1.148118e+00
482		-36.523253	-36.523253	0.740032	1.725408e+00
482		-36.523253	-42.986310	0.001560	1.122761e+00
483		-35.800833	-35.800833	1.000000	1.075220e+00
483		-35.800833	-36.994977	0.302963	1.847364e+00
484		-35.748578	-35.748578	1.000000	1.132641e+00
485		-35.760390	-35.760390	0.988257	1.065320e+00
486		-35.796802	-35.796802	0.964243	1.099041e+00
487		-36.315456	-36.315456	0.595322	1.129189e+00
488		-35.870777	-35.870777	1.000000	1.100616e+00
488		-35.870777	-35.974885	0.901128	1.065500e+00
489		-36.706366	-36.706366	0.433619	1.059634e+00
490		-36.938400	-36.938400	0.792920	1.070464e+00
490		-36.938400	-37.869108	0.394275	1.127529e+00
491		-38.055630	-38.055630	0.327185	1.068565e+00
492		-37.642281	-37.642281	1.000000	1.095909e+00
492		-37.642281	-37.767154	0.882610	2.194662e+00
492		-37.642281	-38.661445	0.360897	1.568225e+00
493		-37.453763	-37.453763	1.000000	1.198429e+00
494		-36.764227	-36.764227	1.000000	1.224850e+00
495		-36.496229	-36.496229	1.000000	1.665066e+00
496		-36.281880	-36.281880	1.000000	1.198099e+00
497		-36.251588	-36.251588	1.000000	1.197611e+00
497		-36.251588	-36.558785	0.735506	1.061930e+00
497		-36.251588	-37.022702	0.462497	1.369242e+00
498		-36.759734	-36.759734	0.601610	1.866095e+00
499		-36.959133	-36.959133	0.819223	1.498790e+00
500		-37.156813	-37.156813	0.820633	1.068608e+00
501		-37.070549	-37.070549	1.000000	1.099888e+00
502		-37.023559	-37.023559	1.000000	1.358679e+00
502		-37.023559	-38.490279	0.230681	1.599309e+00
502		-37.023559	-39.010262	0.137147	1.597538e+00
502		-37.023559	-37.773831	0.472238	1.069528e+00
503		-36.071386	-36.071386	1.000000	1.099336e+00
503		-36.071386	-40.856894	0.008350	1.061156e+00
504		-37.126373	-37.126373	0.348197	1.134811e+00
504		-37.126373	-39.210976	0.124356	1.162698e+00
504		-37.126373	-37.539859	0.661340	1.335259e+00
505		-37.122033	-37.122033	1.000000	1.331551e+00
506		-37.845500	-37.845500	0.485068	1.055325e+00
507		-39.181649	-39.181649	0.262856	1.059772e+00
507		-39.181649	-42.581449	0.033380	1.063219e+00
507		-39.181649	-41.182948	0.135160	1.101064e+00
508		-39.150321	-39.150321	1.000000	1.227673e+00
509		-38.269866	-38.269866	1.000000	1.268422e+00
510		-38.861565	-38.861565	0.553386	1.066497e+00
511		-37.607544	-37.607544	1.000000	1.127051e+00
512		-37.112148	-37.112148	1.000000	1.051817e+00
513		-37.408317	-37.408317	0.743662	1.098649e+00
514		-36.805098	-36.805098	1.000000	1.060354e+00
514		-36.805098	-37.586256	0.457876	1.598262e+00
514		-36.805098	-38.987871	0.112728	1.137458e+00
515		-35.736157	-35.736157	1.000000	1.069893e+00
516		-35.210623	-35.210623	1.000000	2.437709e+00
517		-33.549354	-33.549354	1.000000	1.151935e+00
517		-33.549354	-33.811924	0.769073	1.566751e+00
518		-32.903854	-32.903854	1.000000	1.069426e+00
519		-32.778853	-32.778853	1.000000	1.289589e+00
520		-32.576544	-32.576544	1.000000	1.429986e+00
521		-32.326968	-32.326968	1.000000	1.265982e+00
522		-32.442435	-32.442435	0.890951	1.499714e+00
523		-32.118754	-32.118754	1.000000	1.331127e+00
523		-32.118754	-33.466137	0.259919	1.177029e+00
524		-32.055524	-32.055524	1.000000	1.388004e+00
525		-31.616338	-31.616338	1.000000	1.087634e+00
525		-31.616338	-32.495948	0.414945	1.432987e+00
526		-31.547256	-31.547256	1.000000	1.098529e+00
526		-31.547256	-32.140789	0.552372	1.297575e+00
527		-31.317303	-31.317303	1.000000	3.898466e+00
528		-30.741257	-30.741257	1.000000	1.081667e+00
529		-30.653057	-30.653057	1.000000	1.127863e+00
530		-30.293552	-30.293552	1.000000	2.078229e+00
531		-30.696050	-30.696050	0.668647	1.217641e+00
531		-30.696050	-38.598831	0.000370	1.059943e+00
531		-30.696050	-31.380104	0.504567	1.391271e+00
532		-31.990215	-31.990215	0.274127	1.232306e+00
533		-30.521668	-30.521668	1.000000	1.239107e+00
534		-30.715081	-30.715081	0.824142	1.528237e+00
535		-30.922635	-30.922635	0.812570	1.339066e+00
535		-30.922635	-32.163288	0.289195	1.257148e+00
535		-30.922635	-31.831793	0.402863	1.199036e+00
535		-30.922635	-33.146460	0.108194	1.066691e+00
535		-30.922635	-31.699904	0.459659	1.100414e+00
536		-31.038807	-31.038807	0.890322	1.498618e+00
537		-30.784695	-30.784695	1.000000	1.360781e+00
538		-30.449633	-30.449633	1.000000	1.098574e+00
538		-30.449633	-32.233079	0.168058	1.195885e+00
538		-30.449633	-31.147490	0.497651	1.199716e+00
539		-30.991253	-30.991253	0.581805	1.438084e+00
540		-30.857822	-30.857822	1.000000	1.159086e+00
541		-31.025694	-31.025694	0.845463	1.092672e+00
542		-31.781538	-31.781538	0.469614	1.063367e+00
543		-32.390495	-32.390495	0.543918	1.297397e+00
544		-30.861037	-30.861037	1.000000	1.100325e+00
545		-30.408497	-30.408497	1.000000	1.069687e+00
546		-30.308702	-30.308702	1.000000	1.281579e+00
547		-30.438810	-30.438810	0.878000	1.285887e+00
547		-30.438810	-30.924158	0.615483	1.260190e+00
548		-30.716440	-30.716440	0.757577	1.060679e+00
549		-30.145633	-30.145633	1.000000	1.093299e+00
549		-30.145633	-30.993705	0.428240	1.158553e+00
550		-30.962550	-30.962550	0.441792	1.480987e+00
551		-31.110848	-31.110848	0.862175	2.054629e+00
552		-30.973382	-30.973382	1.000000	1.052289e+00
553		-30.587056	-30.587056	1.000000	1.070133e+00
554		-30.450856	-30.450856	1.000000	1.067194e+00
555		-30.326915	-30.326915	1.000000	1.129903e+00
555		-30.326915	-36.054032	0.003256	1.476935e+00
556		-29.307741	-29.307741	1.000000	1.453565e+00
556		-29.307741	-29.875032	0.567059	1.433926e+00
556		-29.307741	-30.505532	0.301860	3.700265e+00
557		-29.277878	-29.277878	1.000000	1.468582e+00
557		-29.277878	-30.644590	0.254944	1.388213e+00
558		-28.924578	-28.924578	1.000000	1.708718e+00
559		-28.602739	-28.602739	1.000000	1.227780e+00
560		-29.146555	-29.146555	0.580529	1.229303e+00
561		-29.719987	-29.719987	0.563588	1.367462e+00
562		-30.357070	-30.357070	0.528833	1.061185e+00
563		-30.933029	-30.933029	0.562165	1.268126e+00
564		-31.341778	-31.341778	0.664481	1.053601e+00
564		-31.341778	-32.024253	0.505364	1.064771e+00
564		-31.341778	-32.012342	0.511420	1.098361e+00
565		-31.218850	-31.218850	1.000000	1.170051e+00
566		-32.089392	-32.089392	0.418724	1.095951e+00
567		-32.130596	-32.130596	0.959634	1.068633e+00
568		-31.862030	-31.862030	1.000000	1.098102e+00
569		-32.556258	-32.556258	0.499460	1.068344e+00
569		-32.556258	-32.832581	0.758567	1.094130e+00
569		-32.556258	-33.708042	0.316072	1.094847e+00
570		-34.373254	-34.373254	0.162513	1.137838e+00
571		-33.539736	-33.539736	1.000000	1.096054e+00
572		-34.063014	-34.063014	0.592575	1.361368e+00
573		-33.353145	-33.353145	1.000000	1.066078e+00
574		-33.233501	-33.233501	1.000000	1.209505e+00
574		-33.233501	-33.950934	0.488003	1.149440e+00
574		-33.233501	-34.304279	0.342742	1.169336e+00
575		-32.694130	-32.694130	1.000000	1.259705e+00
576		-32.264328	-32.264328	1.000000	2.300011e+00
577		-31.637938	-31.637938	1.000000	1.465814e+00
578		-32.506583	-32.506583	0.419519	1.061146e+00
579		-32.810548	-32.810548	0.737887	1.578481e+00
580		-31.925019	-31.925019	1.000000	1.208371e+00
581		-32.305451	-32.305451	0.683567	1.503109e+00
581		-32.305451	-32.795268	0.612739	1.134931e+00
581		-32.305451	-33.975976	0.188148	1.060288e+00
582		-32.089551	-32.089551	1.000000	1.269686e+00
583		-32.412570	-32.412570	0.723960	1.367411e+00
584		-33.215855	-33.215855	0.447856	1.129347e+00
585		-33.474208	-33.474208	0.772322	1.099760e+00
585		-33.474208	-33.665627	0.825786	1.066272e+00
586		-32.743626	-32.743626	1.000000	1.060279e+00
587		-32.207347	-32.207347	1.000000	1.169968e+00
588		-32.881237	-32.881237	0.509722	1.058439e+00
588		-32.881237	-33.987795	0.330695	1.099070e+00
589		-33.230626	-33.230626	0.705119	1.069700e+00
590		-30.952427	-30.952427	1.000000	1.087462e+00
591		-31.137471	-31.137471	0.831068	1.149327e+00
592		-31.417416	-31.417416	0.755825	2.318285e+00
593		-31.181010	-31.181010	1.000000	1.698493e+00
594		-30.503695	-30.503695	1.000000	1.368949e+00
595		-31.812191	-31.812191	0.270226	1.321252e+00
596		-30.619385	-30.619385	1.000000	1.267915e+00
596		-30.619385	-31.597067	0.376182	1.067481e+00
596		-30.619385	-32.007433	0.249562	1.090809e+00
597		-31.744984	-31.744984	0.324458	1.218688e+00
598		-30.529711	-30.529711	1.000000	1.078880e+00
598		-30.529711	-32.150134	0.197815	1.126705e+00
598		-30.529711	-34.156929	0.026590	1.060842e+00
599		-30.360503	-30.360503	1.000000	1.069746e+00
600		-29.907714	-29.907714	1.000000	1.066595e+00
600		-29.907714	-30.749791	0.430815	1.072739e+00
601		-30.169416	-30.169416	0.769740	1.256374e+00
602		-32.614392	-32.614392	0.086728	1.868065e+00
603		-31.045430	-31.045430	1.000000	1.069490e+00
603		-31.045430	-32.663525	0.198276	1.324467e+00
604		-31.914758	-31.914758	0.419234	1.160893e+00
604		-31.914758	-33.130285	0.296553	1.073044e+00
605		-31.152497	-31.152497	1.000000	1.496491e+00
606		-30.836143	-30.836143	1.000000	1.065233e+00
607		-29.689375	-29.689375	1.000000	1.261265e+00
608		-30.187722	-30.187722	0.607534	1.070034e+00
609		-29.889011	-29.889011	1.000000	1.160813e+00
610		-29.591863	-29.591863	1.000000	1.166905e+00
611		-29.458286	-29.458286	1.000000	1.349434e+00
612		-29.235115	-29.235115	1.000000	1.315637e+00
613		-30.075192	-30.075192	0.431677	1.160283e+00
613		-30.075192	-30.335905	0.770502	1.671096e+00
613		-30.075192	-30.429181	0.701883	1.064093e+00
614		-29.256842	-29.256842	1.000000	1.572915e+00
614		-29.256842	-29.787829	0.588024	1.225287e+00
614		-29.256842	-29.818661	0.570171	1.330156e+00
614		-29.256842	-29.617217	0.697415	1.138032e+00
614		-29.256842	-29.907078	0.521922	1.140115e+00
615		-28.611422	-28.611422	1.000000	1.287052e+00
616		-28.425659	-28.425659	1.000000	1.161806e+00
617		-28.707354	-28.707354	0.754504	1.766814e+00
618		-29.578636	-29.578636	0.418415	1.229350e+00
619		-29.714461	-29.714461	0.872996	1.303999e+00
620		-29.309134	-29.309134	1.000000	1.089593e+00
621		-29.779732	-29.779732	0.624629	1.110463e+00
622		-29.236271	-29.236271	1.000000	1.215967e+00
623		-29.949877	-29.949877	0.489875	1.329977e+00
624		-30.180361	-30.180361	0.794149	1.197597e+00
625		-30.471289	-30.471289	0.747570	1.167354e+00
626		-30.757051	-30.757051	0.751441	1.098163e+00
627		-30.096999	-30.096999	1.000000	1.079484e+00
627		-30.096999	-34.451154	0.012853	1.130967e+00
628		-30.279742	-30.279742	0.832982	1.198817e+00
628		-30.279742	-35.708011	0.004391	1.167978e+00
629		-30.774450	-30.774450	0.609749	1.070630e+00
630		-30.973195	-30.973195	0.819759	1.157136e+00
631		-31.716920	-31.716920	0.475340	1.368130e+00
632		-31.982523	-31.982523	0.766743	1.407125e+00
633		-31.877077	-31.877077	1.000000	1.321718e+00
633		-31.877077	-32.335329	0.632388	1.396099e+00
634		-31.925882	-31.925882	0.952367	1.161140e+00
635		-32.870099	-32.870099	0.388984	1.063744e+00
636		-33.056159	-33.056159	0.830224	1.098266e+00
637		-33.734040	-33.734040	0.507692	1.099948e+00
637		-33.734040	-34.346532	0.541998	1.066700e+00
638		-34.224298	-34.224298	0.612468	1.099563e+00
639		-32.981243	-32.981243	1.000000	1.227872e+00
640		-33.019614	-33.019614	0.962356	1.468195e+00
641		-33.590338	-33.590338	0.565116	1.066723e+00
641		-33.590338	-33.758589	0.845141	1.075959e+00
642		-33.569494	-33.569494	1.000000	1.078680e+00
643		-33.062424	-33.062424	1.000000	1.237776e+00
644		-35.269259	-35.269259	0.110048	1.798050e+00
645		-34.755185	-34.755185	1.000000	1.129220e+00
646		-34.210725	-34.210725	1.000000	1.229092e+00
647		-34.573972	-34.573972	0.695415	1.497918e+00
647		-34.573972	-37.289780	0.066151	1.099315e+00
648		-34.903762	-34.903762	0.719074	1.167251e+00
648		-34.903762	-36.672066	0.170622	1.570023e+00
648		-34.903762	-35.285415	0.682732	2.159252e+00
648		-34.903762	-35.606997	0.494982	1.298817e+00
649		-35.766384	-35.766384	0.422054	1.412958e+00
650		-34.972925	-34.972925	1.000000	1.085982e+00
651		-35.134416	-35.134416	0.850874	1.086771e+00
652		-34.859437	-34.859437	1.000000	3.237647e+00
652		-34.859437	-35.347122	0.614046	1.259322e+00
652		-34.859437	-35.643452	0.456569	1.268722e+00
653		-35.639638	-35.639638	0.458314	1.102086e+00
654		-35.635041	-35.635041	1.000000	1.558010e+00
655		-34.747332	-34.747332	1.000000	1.530237e+00
655		-34.747332	-35.628174	0.414434	1.099456e+00
655		-34.747332	-36.649301	0.149274	1.168837e+00
656		-34.928829	-34.928829	0.834020	1.152804e+00
657		-34.614982	-34.614982	1.000000	1.069624e+00
658		-34.144268	-34.144268	1.000000	1.095310e+00
659		-34.347167	-34.347167	0.816361	1.167474e+00
659		-34.347167	-36.494646	0.116778	1.260137e+00
660		-34.861038	-34.861038	0.598175	1.067611e+00
660		-34.861038	-36.210582	0.259359	1.199824e+00
661		-34.311040	-34.311040	1.000000	1.239805e+00
662		-33.711841	-33.711841	1.000000	1.796451e+00
663		-32.928343	-32.928343	1.000000	1.726763e+00
664		-33.224273	-33.224273	0.743840	1.259338e+00
665		-33.935517	-33.935517	0.491033	1.320762e+00
665		-33.935517	-35.453848	0.219077	1.176909e+00
665		-33.935517	-36.603306	0.069405	1.167469e+00
666		-34.068386	-34.068386	0.875580	1.139124e+00
667		-33.115779	-33.115779	1.000000	1.187453e+00
668		-31.787145	-31.787145	1.000000	1.069980e+00
669		-31.327509	-31.327509	1.000000	1.365031e+00
670		-31.041531	-31.041531	1.000000	1.361254e+00
671		-30.928602	-30.928602	1.000000	1.166910e+00
672		-30.459435	-30.459435	1.000000	1.128318e+00
672		-30.459435	-31.950143	0.225213	1.136656e+00
673		-30.757355	-30.757355	0.742361	1.061308e+00
674		-31.043666	-31.043666	0.751029	1.068847e+00
675		-30.689011	-30.689011	1.000000	1.065315e+00
676		-30.626803	-30.626803	1.000000	1.059704e+00
677		-30.349230	-30.349230	1.000000	1.238627e+00
678		-30.494868	-30.494868	0.864471	1.328692e+00
678		-30.494868	-31.797095	0.271926	1.069434e+00
678		-30.494868	-31.013698	0.595217	1.122572e+00
678		-30.494868	-30.945234	0.637395	1.067687e+00
679		-29.713533	-29.713533	1.000000	1.689592e+00
679		-29.713533	-32.025880	0.099029	1.059859e+00
679		-29.713533	-29.928460	0.806600	1.068918e+00
679		-29.713533	-31.044400	0.264248	1.267404e+00
679		-29.713533	-30.673433	0.382931	1.071463e+00
679		-29.713533	-33.821730	0.016437	1.189386e+00
679		-29.713533	-30.936668	0.294306	1.336222e+00
679		-29.713533	-30.859591	0.317888	1.369629e+00
680		-29.568658	-29.568658	1.000000	1.262843e+00
681		-29.158315	-29.158315	1.000000	1.059190e+00
681		-29.158315	-31.380910	0.108328	1.059497e+00
682		-28.781430	-28.781430	1.000000	1.073982e+00
682		-28.781430	-30.096085	0.268567	1.055220e+00
682		-28.781430	-29.591482	0.444835	1.221500e+00
682		-28.781430	-29.781354	0.367907	1.067781e+00
682		-28.781430	-29.516369	0.479535	1.330489e+00
683		-30.364229	-30.364229	0.205399	1.166863e+00
684		-30.326321	-30.326321	1.000000	1.062738e+00
685		-29.702328	-29.702328	1.000000	1.159327e+00
685		-29.702328	-31.323930	0.197582	1.068219e+00
686		-28.208219	-28.208219	1.000000	1.197733e+00
687		-27.780568	-27.780568	1.000000	1.396853e+00
688		-27.841490	-27.841490	0.940896	1.230977e+00
689		-26.955966	-26.955966	1.000000	1.266709e+00
690		-25.673710	-25.673710	1.000000	1.809861e+00
691		-26.583882	-26.583882	0.402455	1.529352e+00
691		-26.583882	-27.323708	0.477197	1.733364e+00
691		-26.583882	-27.407679	0.438762	1.067885e+00
692		-26.564459	-26.564459	1.000000	1.576006e+00
693		-25.351485	-25.351485	1.000000	1.078432e+00
693		-25.351485	-26.068510	0.488202	1.087424e+00
694		-25.384504	-25.384504	0.967520	2.230365e+00
695		-24.952583	-24.952583	1.000000	1.443173e+00
695		-24.952583	-26.366508	0.243187	1.184053e+00
696		-25.839499	-25.839499	0.411924	1.076062e+00
697		-25.869475	-25.869475	0.970469	1.620118e+00
697		-25.869475	-26.955797	0.337455	2.591451e+00
697		-25.869475	-26.859359	0.371620	1.100247e+00
698		-26.403776	-26.403776	0.586078	1.209949e+00
699		-27.351563	-27.351563	0.387598	1.056350e+00
700		-27.215507	-27.215507	1.000000	1.063513e+00
701		-26.338788	-26.338788	1.000000	1.066772e+00
701		-26.338788	-31.281248	0.007137	1.155293e+00
702		-24.995692	-24.995692	1.000000	1.262873e+00
703		-26.019444	-26.019444	0.359245	1.068705e+00
704		-25.921508	-25.921508	1.000000	1.478027e+00
705		-26.426820	-26.426820	0.603318	1.550810e+00
706		-27.170920	-27.170920	0.475162	1.077269e+00
707		-27.560985	-27.560985	0.677013	1.398709e+00
707		-27.560985	-28.849629	0.275644	1.207521e+00
708		-27.565050	-27.565050	0.995943	1.088112e+00
709		-27.567979	-27.567979	0.997076	1.338315e+00
709		-27.567979	-28.878313	0.269730	1.508262e+00
709		-27.567979	-28.565344	0.368850	1.418966e+00
710		-27.327735	-27.327735	1.000000	2.739589e+00
711		-27.918540	-27.918540	0.553881	1.060096e+00
711		-27.918540	-28.892298	0.377661	1.089052e+00
712		-27.686711	-27.686711	1.000000	1.067019e+00
713		-27.904083	-27.904083	0.804630	1.098508e+00
713		-27.904083	-28.094875	0.826305	1.255847e+00
714		-27.222181	-27.222181	1.000000	1.066316e+00
715		-26.693274	-26.693274	1.000000	1.200597e+00
716		-26.809084	-26.809084	0.890644	1.076397e+00
716		-26.809084	-28.150227	0.261547	1.087748e+00
717		-27.112536	-27.112536	0.738266	2.331010e+00
718		-27.614475	-27.614475	0.605356	1.230292e+00
719		-27.819950	-27.819950	0.814260	1.066381e+00
719		-27.819950	-28.209838	0.677133	1.296258e+00
720		-27.798389	-27.798389	1.000000	1.130397e+00
721		-27.060918	-27.060918	1.000000	1.069353e+00
722		-27.661099	-27.661099	0.548713	1.429546e+00
723		-27.537417	-27.537417	1.000000	1.827263e+00
724		-27.737009	-27.737009	0.819065	1.228708e+00
725		-27.255689	-27.255689	1.000000	1.068102e+00
726		-27.483977	-27.483977	0.795895	1.231488e+00
726		-27.483977	-28.075745	0.553348	1.067018e+00
727		-28.497426	-28.497426	0.362965	1.689386e+00
728		-28.298607	-28.298607	1.000000	1.161223e+00
729		-27.472114	-27.472114	1.000000	1.234900e+00
730		-29.015273	-29.015273	0.213705	1.060034e+00
731		-28.981057	-28.981057	1.000000	1.237242e+00
732		-28.476680	-28.476680	1.000000	1.062801e+00
732		-28.476680	-28.610897	0.874400	1.427892e+00
732		-28.476680	-29.115205	0.528071	1.461699e+00
732		-28.476680	-28.960053	0.616700	1.070715e+00
733		-28.393439	-28.393439	1.000000	1.061004e+00
734		-28.296168	-28.296168	1.000000	1.167803e+00
735		-28.135451	-28.135451	1.000000	1.089547e+00
736		-28.487376	-28.487376	0.703333	1.136740e+00
737		-28.246636	-28.246636	1.000000	1.268899e+00
737		-28.246636	-29.695721	0.234785	1.435815e+00
738		-28.730317	-28.730317	0.616510	1.169960e+00
739		-28.392788	-28.392788	1.000000	1.116528e+00
739		-28.392788	-29.459130	0.344266	1.561692e+00
739		-28.392788	-31.590564	0.040853	1.241710e+00
739		-28.392788	-30.189777	0.165797	1.252749e+00
739		-28.392788	-32.404877	0.018096	2.108368e+00
739		-28.392788	-30.652344	0.104397	1.158791e+00
739		-28.392788	-30.514401	0.119838	1.627901e+00
739		-28.392788	-30.944448	0.077952	1.070003e+00
740		-30.672480	-30.672480	0.102316	1.226690e+00
741		-28.559418	-28.559418	1.000000	1.135433e+00
742		-26.972621	-26.972621	1.000000	1.131436e+00
743		-26.045791	-26.045791	1.000000	1.158258e+00
743		-26.045791	-27.098483	0.348997	1.330546e+00
743		-26.045791	-27.230360	0.305878	1.441490e+00
743		-26.045791	-30.260871	0.014771	1.198034e+00
743		-26.045791	-27.007347	0.382298	1.057243e+00
744		-25.834317	-25.834317	1.000000	1.268780e+00
745		-27.037433	-27.037433	0.300257	1.089548e+00
746		-27.097552	-27.097552	0.941653	1.129725e+00
746		-27.097552	-27.794738	0.497985	1.640097e+00
746		-27.097552	-29.091089	0.136213	1.287791e+00
746		-27.097552	-27.524196	0.652696	1.069083e+00
746		-27.097552	-27.806266	0.492277	1.129137e+00
747		-28.610900	-28.610900	0.220171	1.597745e+00
748		-28.086042	-28.086042	1.000000	1.348750e+00
749		-29.044298	-29.044298	0.383561	1.086809e+00
750		-27.947140	-27.947140	1.000000	1.085636e+00
751		-27.613230	-27.613230	1.000000	1.067300e+00
751		-27.613230	-29.728626	0.120585	1.330641e+00
751		-27.613230	-28.111750	0.607429	1.099515e+00
751		-27.613230	-27.998813	0.680054	1.068917e+00
752		-27.134994	-27.134994	1.000000	1.097752e+00
752		-27.134994	-28.655620	0.218575	1.395133e+00
753		-26.856724	-26.856724	1.000000	1.131333e+00
753		-26.856724	-30.060433	0.040611	1.668883e+00
754		-26.948895	-26.948895	0.911950	1.198803e+00
754		-26.948895	-27.373184	0.654234	1.197467e+00
755		-27.285304	-27.285304	0.714331	1.559684e+00
756		-26.223609	-26.223609	1.000000	1.268278e+00
