accepted delta gamma Lprev Lstar alpha time
0 1.000000e-01 1.000000e+04 -9.516680 -10.862481 0.260331 1.003887e+00
1 9.900990e-02 1.000000e+04 -9.837798 -9.837798 0.725338 1.003622e+00
2 9.803922e-02 1.000000e+04 -7.658086 -7.658086 1.000000 1.002809e+00
3 9.708738e-02 1.000000e+04 -7.791799 -7.791799 0.874841 1.002921e+00
4 9.615385e-02 1.000000e+04 -7.661361 -7.661361 1.000000 1.003253e+00
5 9.523810e-02 1.000000e+04 -9.457737 -9.457737 0.165899 1.002611e+00
6 9.433962e-02 1.000000e+04 -9.996419 -9.996419 0.583517 1.003078e+00
6 9.345794e-02 1.000000e+04 -9.996419 -11.865252 0.154304 1.002765e+00
7 9.259259e-02 1.000000e+04 -9.775776 -9.775776 1.000000 1.003827e+00
8 9.174312e-02 1.000000e+04 -8.824699 -8.824699 1.000000 1.002800e+00
8 9.090909e-02 1.000000e+04 -8.824699 -10.437145 0.199399 1.002953e+00
9 9.009009e-02 1.000000e+04 -10.265774 -10.265774 0.236673 1.003138e+00
10 8.928571e-02 1.000000e+04 -10.669364 -10.669364 0.667918 1.002283e+00
10 8.849558e-02 1.000000e+04 -10.669364 -12.050861 0.251202 1.002896e+00
11 8.771930e-02 1.000000e+04 -10.547631 -10.547631 1.000000 1.002677e+00
12 8.695652e-02 1.000000e+04 -10.043297 -10.043297 1.000000 1.003133e+00
13 8.620690e-02 1.000000e+04 -9.120626 -9.120626 1.000000 1.003015e+00
14 8.547009e-02 1.000000e+04 -10.071677 -10.071677 0.386335 1.002812e+00
15 8.474576e-02 1.000000e+04 -11.032746 -11.032746 0.382484 1.002602e+00
16 8.403361e-02 1.000000e+04 -10.160638 -10.160638 1.000000 1.003358e+00
16 8.333333e-02 1.000000e+04 -10.160638 -10.753819 0.552567 1.003228e+00
17 8.264463e-02 1.000000e+04 -9.761497 -9.761497 1.000000 1.003607e+00
18 8.196721e-02 1.000000e+04 -10.686288 -10.686288 0.396614 1.002837e+00
19 8.130081e-02 1.000000e+04 -9.145651 -9.145651 1.000000 1.002879e+00
20 8.064516e-02 1.000000e+04 -8.179999 -8.179999 1.000000 1.002849e+00
21 8.000000e-02 1.000000e+04 -8.666196 -8.666196 0.614960 1.003269e+00
21 7.936508e-02 1.000000e+04 -8.666196 -9.980197 0.268743 1.003113e+00
22 7.874016e-02 1.000000e+04 -8.113131 -8.113131 1.000000 1.002947e+00
22 7.812500e-02 1.000000e+04 -8.113131 -9.555496 0.236368 1.003612e+00
23 7.751938e-02 1.000000e+04 -8.400859 -8.400859 0.749965 1.002674e+00
24 7.692308e-02 1.000000e+04 -8.638751 -8.638751 0.788287 1.002670e+00
24 7.633588e-02 1.000000e+04 -8.638751 -10.281725 0.193404 1.002973e+00
25 7.575758e-02 1.000000e+04 -9.735584 -9.735584 0.333927 1.002640e+00
25 7.518797e-02 1.000000e+04 -9.735584 -11.872325 0.118039 1.003080e+00
26 7.462687e-02 1.000000e+04 -10.540335 -10.540335 0.447199 1.002771e+00
27 7.407407e-02 1.000000e+04 -9.101874 -9.101874 1.000000 1.002972e+00
28 7.352941e-02 1.000000e+04 -10.148342 -10.148342 0.351176 1.003783e+00
29 7.299270e-02 1.000000e+04 -10.401635 -10.401635 0.776241 1.002995e+00
30 7.246377e-02 1.000000e+04 -10.665270 -10.665270 0.768254 1.002332e+00
30 7.194245e-02 1.000000e+04 -10.665270 -11.185605 0.594321 1.002444e+00
31 7.142857e-02 1.000000e+04 -10.298976 -10.298976 1.000000 1.002931e+00
32 7.092199e-02 1.000000e+04 -9.167271 -9.167271 1.000000 1.002899e+00
33 7.042254e-02 1.000000e+04 -9.523746 -9.523746 0.700140 1.002821e+00
34 6.993007e-02 1.000000e+04 -8.873397 -8.873397 1.000000 1.003114e+00
34 6.944444e-02 1.000000e+04 -8.873397 -9.147731 0.760078 1.002989e+00
34 6.896552e-02 1.000000e+04 -8.873397 -9.034868 0.850892 1.002535e+00
