accepted delta gamma Lprev Lstar alpha time
1 5.000000e-03 1.000000e+05 -43.504792 -43.504792 1.000000 4.713911e+01
1 5.000000e-03 1.000000e+05 -43.504792 -44.554534 0.350028 4.714371e+01
1 5.000000e-03 1.000000e+05 -43.504792 -49.187572 0.003404 4.714196e+01
2 5.000000e-03 1.000000e+05 -39.047482 -39.047482 1.000000 4.714602e+01
2 5.000000e-03 1.000000e+05 -39.047482 -44.428641 0.004602 4.714264e+01
3 5.000000e-03 1.000000e+05 -40.161016 -40.161016 0.328397 4.714399e+01
4 5.000000e-03 1.000000e+05 -38.709813 -38.709813 1.000000 4.714424e+01
5 5.000000e-03 1.000000e+05 -33.516652 -33.516652 1.000000 4.714240e+01
6 5.000000e-03 1.000000e+05 -34.081851 -34.081851 0.568247 4.714322e+01
7 5.000000e-03 1.000000e+05 -33.479415 -33.479415 1.000000 4.714213e+01
8 5.000000e-03 1.000000e+05 -31.875975 -31.875975 1.000000 4.713603e+01
9 5.000000e-03 1.000000e+05 -31.825710 -31.825710 1.000000 4.713912e+01
9 5.000000e-03 1.000000e+05 -31.825710 -32.032065 0.813544 4.713787e+01
10 5.000000e-03 1.000000e+05 -32.238998 -32.238998 0.661472 4.714375e+01
11 5.000000e-03 1.000000e+05 -29.519745 -29.519745 1.000000 4.714029e+01
11 5.000000e-03 1.000000e+05 -29.519745 -31.451665 0.144870 4.714270e+01
11 5.000000e-03 1.000000e+05 -29.519745 -32.088514 0.076630 4.714519e+01
12 5.000000e-03 1.000000e+05 -29.169387 -29.169387 1.000000 4.714507e+01
13 5.000000e-03 1.000000e+05 -28.346273 -28.346273 1.000000 4.714771e+01
14 5.000000e-03 1.000000e+05 -27.934905 -27.934905 1.000000 4.714159e+01
15 5.000000e-03 1.000000e+05 -30.563844 -30.563844 0.072155 4.714366e+01
15 5.000000e-03 1.000000e+05 -30.563844 -31.522522 0.383400 4.714207e+01
15 5.000000e-03 1.000000e+05 -30.563844 -32.865504 0.100093 4.713709e+01
15 5.000000e-03 1.000000e+05 -30.563844 -31.014707 0.637078 4.713983e+01
15 5.000000e-03 1.000000e+05 -30.563844 -32.193545 0.195988 4.713816e+01
15 5.000000e-03 1.000000e+05 -30.563844 -30.948742 0.680520 4.713875e+01
16 5.000000e-03 1.000000e+05 -31.913162 -31.913162 0.259417 4.713984e+01
17 5.000000e-03 1.000000e+05 -30.798794 -30.798794 1.000000 4.714568e+01
18 5.000000e-03 1.000000e+05 -31.290923 -31.290923 0.611323 4.713341e+01
19 5.000000e-03 1.000000e+05 -29.856065 -29.856065 1.000000 4.713829e+01
20 5.000000e-03 1.000000e+05 -29.128026 -29.128026 1.000000 4.714029e+01
21 5.000000e-03 1.000000e+05 -28.562429 -28.562429 1.000000 4.714277e+01
21 5.000000e-03 1.000000e+05 -28.562429 -29.565770 0.366652 4.714385e+01
22 5.000000e-03 1.000000e+05 -28.392462 -28.392462 1.000000 4.713671e+01
22 5.000000e-03 1.000000e+05 -28.392462 -29.955529 0.209493 4.713878e+01
23 5.000000e-03 1.000000e+05 -29.114039 -29.114039 0.485985 4.714149e+01
24 5.000000e-03 1.000000e+05 -27.926792 -27.926792 1.000000 4.713731e+01
24 5.000000e-03 1.000000e+05 -27.926792 -28.026693 0.904927 4.714106e+01
24 5.000000e-03 1.000000e+05 -27.926792 -28.261974 0.715207 4.714114e+01
25 5.000000e-03 1.000000e+05 -27.249783 -27.249783 1.000000 4.714418e+01
25 5.000000e-03 1.000000e+05 -27.249783 -30.081990 0.058883 4.713549e+01
26 5.000000e-03 1.000000e+05 -27.907016 -27.907016 0.518283 4.714027e+01
26 5.000000e-03 1.000000e+05 -27.907016 -28.757228 0.427324 4.713891e+01
26 5.000000e-03 1.000000e+05 -27.907016 -31.228438 0.036101 4.714223e+01
27 5.000000e-03 1.000000e+05 -27.804644 -27.804644 1.000000 4.714225e+01
27 5.000000e-03 1.000000e+05 -27.804644 -31.932081 0.016124 4.713835e+01
27 5.000000e-03 1.000000e+05 -27.804644 -31.243775 0.032093 4.714060e+01
27 5.000000e-03 1.000000e+05 -27.804644 -31.584791 0.022819 4.714070e+01
28 5.000000e-03 1.000000e+05 -26.579150 -26.579150 1.000000 4.714091e+01
29 5.000000e-03 1.000000e+05 -25.880880 -25.880880 1.000000 4.713890e+01
29 5.000000e-03 1.000000e+05 -25.880880 -26.348602 0.626428 4.713857e+01
29 5.000000e-03 1.000000e+05 -25.880880 -26.465631 0.557245 4.713777e+01
30 5.000000e-03 1.000000e+05 -27.184798 -27.184798 0.271466 4.714485e+01
30 5.000000e-03 1.000000e+05 -27.184798 -27.993785 0.445309 4.714478e+01
31 5.000000e-03 1.000000e+05 -26.843394 -26.843394 1.000000 4.714498e+01
31 5.000000e-03 1.000000e+05 -26.843394 -27.543127 0.496718 4.714657e+01
32 5.000000e-03 1.000000e+05 -27.064380 -27.064380 0.801729 4.714650e+01
32 5.000000e-03 1.000000e+05 -27.064380 -27.727793 0.515090 4.714830e+01
32 5.000000e-03 1.000000e+05 -27.064380 -29.053300 0.136843 4.713832e+01
32 5.000000e-03 1.000000e+05 -27.064380 -33.025593 0.002577 4.714004e+01
33 5.000000e-03 1.000000e+05 -27.302177 -27.302177 0.788362 4.714065e+01
34 5.000000e-03 1.000000e+05 -26.494183 -26.494183 1.000000 4.714317e+01
35 5.000000e-03 1.000000e+05 -27.483949 -27.483949 0.371663 4.714536e+01
36 5.000000e-03 1.000000e+05 -26.763434 -26.763434 1.000000 4.714509e+01
36 5.000000e-03 1.000000e+05 -26.763434 -27.102159 0.712678 4.714294e+01
37 5.000000e-03 1.000000e+05 -25.729204 -25.729204 1.000000 4.713804e+01
37 5.000000e-03 1.000000e+05 -25.729204 -27.715112 0.137256 4.714065e+01
